n,ConditionsOfInterest,StandardValue1,StandardValue2,reps,PSE_Difference,JND_Difference,Multiplicator_PSE_Standard,Multiplicator_SD_Standard,SD_ResponseFunction,Mean_Variability_Between,SD_Variability_Between,power_Accuracy,power_Precision,power_Accuracy_Twolevel,power_Precision_Twolevel,power_Accuracy_ANOVA,power_Precision_ANOVA,Duration
10,2,5,8,40,-0.025,0.05,0,0.108,0.1,0.1,0.1,0.5,0.07,0.51,0.11,0.0,0.08,319798 milliseconds
12,2,5,8,40,-0.025,0.05,0,0.108,0.1,0.1,0.1,0.56,0.03,0.63,0.07,0.0,0.04,395982 milliseconds
14,2,5,8,40,-0.025,0.05,0,0.108,0.1,0.1,0.1,0.7,0.1,0.79,0.12,0.0,0.09,463612 milliseconds
16,2,5,8,40,-0.025,0.05,0,0.108,0.1,0.1,0.1,0.74,0.05,0.76,0.05,0.02,0.04,609760 milliseconds
18,2,5,8,40,-0.025,0.05,0,0.108,0.1,0.1,0.1,0.76,0.06,0.81,0.14,0.0,0.11,700847 milliseconds
20,2,5,8,40,-0.025,0.05,0,0.108,0.1,0.1,0.1,0.89,0.04,0.88,0.11,0.04,0.06,757987 milliseconds
10,2,5,8,40,-0.025,0.1,0,0.108,0.1,0.1,0.1,0.46,0.11,0.44,0.16,0.0,0.13,305580 milliseconds
12,2,5,8,40,-0.025,0.1,0,0.108,0.1,0.1,0.1,0.55,0.11,0.55,0.19,0.0,0.14,388784 milliseconds
14,2,5,8,40,-0.025,0.1,0,0.108,0.1,0.1,0.1,0.62,0.17,0.71,0.14,0.0,0.12,443594 milliseconds
16,2,5,8,40,-0.025,0.1,0,0.108,0.1,0.1,0.1,0.65,0.12,0.68,0.14,0.0,0.12,591125 milliseconds
18,2,5,8,40,-0.025,0.1,0,0.108,0.1,0.1,0.1,0.76,0.19,0.81,0.2,0.02,0.18,661440 milliseconds
20,2,5,8,40,-0.025,0.1,0,0.108,0.1,0.1,0.1,0.84,0.18,0.84,0.25,0.0,0.18,770680 milliseconds
10,2,5,8,40,0.0,-0.1,0,0.108,0.1,0.1,0.1,0.02,0.09,0.02,0.13,0.0,0.1,316398 milliseconds
12,2,5,8,40,0.0,-0.1,0,0.108,0.1,0.1,0.1,0.02,0.11,0.01,0.17,0.0,0.09,395975 milliseconds
14,2,5,8,40,0.0,-0.1,0,0.108,0.1,0.1,0.1,0.02,0.1,0.03,0.18,0.0,0.13,458946 milliseconds
16,2,5,8,40,0.0,-0.1,0,0.108,0.1,0.1,0.1,0.01,0.09,0.01,0.14,0.0,0.1,611845 milliseconds
18,2,5,8,40,0.0,-0.1,0,0.108,0.1,0.1,0.1,0.01,0.23,0.0,0.3,0.0,0.28,699627 milliseconds
20,2,5,8,40,0.0,-0.1,0,0.108,0.1,0.1,0.1,0.01,0.23,0.0,0.29,0.0,0.25,800182 milliseconds
10,2,5,8,40,0.0,-0.05,0,0.108,0.1,0.1,0.1,0.0,0.1,0.01,0.09,0.0,0.07,323694 milliseconds
12,2,5,8,40,0.0,-0.05,0,0.108,0.1,0.1,0.1,0.03,0.08,0.03,0.09,0.0,0.08,391842 milliseconds
14,2,5,8,40,0.0,-0.05,0,0.108,0.1,0.1,0.1,0.01,0.05,0.0,0.08,0.0,0.05,471761 milliseconds
16,2,5,8,40,0.0,-0.05,0,0.108,0.1,0.1,0.1,0.02,0.07,0.01,0.08,0.0,0.05,627203 milliseconds
18,2,5,8,40,0.0,-0.05,0,0.108,0.1,0.1,0.1,0.02,0.07,0.0,0.1,0.0,0.07,715548 milliseconds
20,2,5,8,40,0.0,-0.05,0,0.108,0.1,0.1,0.1,0.01,0.09,0.0,0.1,0.0,0.07,809172 milliseconds
10,2,5,8,40,0.0,0.0,0,0.108,0.1,0.1,0.1,0.02,0.04,0.0,0.06,0.0,0.03,330074 milliseconds
12,2,5,8,40,0.0,0.0,0,0.108,0.1,0.1,0.1,0.01,0.03,0.0,0.05,0.0,0.04,389906 milliseconds
14,2,5,8,40,0.0,0.0,0,0.108,0.1,0.1,0.1,0.01,0.04,0.03,0.1,0.0,0.07,455262 milliseconds
16,2,5,8,40,0.0,0.0,0,0.108,0.1,0.1,0.1,0.02,0.06,0.0,0.05,0.0,0.04,594795 milliseconds
18,2,5,8,40,0.0,0.0,0,0.108,0.1,0.1,0.1,0.03,0.05,0.02,0.04,0.0,0.02,681709 milliseconds
20,2,5,8,40,0.0,0.0,0,0.108,0.1,0.1,0.1,0.03,0.03,0.02,0.03,0.0,0.03,785186 milliseconds
10,2,5,8,40,0.0,0.05,0,0.108,0.1,0.1,0.1,0.01,0.04,0.02,0.05,0.0,0.04,328908 milliseconds
12,2,5,8,40,0.0,0.05,0,0.108,0.1,0.1,0.1,0.03,0.01,0.02,0.04,0.0,0.02,390661 milliseconds
14,2,5,8,40,0.0,0.05,0,0.108,0.1,0.1,0.1,0.01,0.11,0.01,0.11,0.0,0.07,450953 milliseconds
16,2,5,8,40,0.0,0.05,0,0.108,0.1,0.1,0.1,0.0,0.04,0.0,0.1,0.0,0.08,590664 milliseconds
18,2,5,8,40,0.0,0.05,0,0.108,0.1,0.1,0.1,0.0,0.07,0.01,0.12,0.0,0.1,704676 milliseconds
20,2,5,8,40,0.0,0.05,0,0.108,0.1,0.1,0.1,0.02,0.06,0.0,0.12,0.0,0.09,787738 milliseconds
10,2,5,8,40,0.0,0.1,0,0.108,0.1,0.1,0.1,0.02,0.09,0.01,0.08,0.0,0.07,314281 milliseconds
12,2,5,8,40,0.0,0.1,0,0.108,0.1,0.1,0.1,0.01,0.14,0.01,0.24,0.0,0.13,380748 milliseconds
14,2,5,8,40,0.0,0.1,0,0.108,0.1,0.1,0.1,0.03,0.16,0.01,0.2,0.0,0.17,461705 milliseconds
16,2,5,8,40,0.0,0.1,0,0.108,0.1,0.1,0.1,0.01,0.17,0.02,0.18,0.0,0.12,613312 milliseconds
18,2,5,8,40,0.0,0.1,0,0.108,0.1,0.1,0.1,0.0,0.16,0.01,0.21,0.0,0.21,669366 milliseconds
20,2,5,8,40,0.0,0.1,0,0.108,0.1,0.1,0.1,0.02,0.19,0.01,0.23,0.0,0.22,765234 milliseconds
10,2,5,8,40,0.025,-0.1,0,0.108,0.1,0.1,0.1,0.53,0.09,0.51,0.17,0.01,0.12,323880 milliseconds
12,2,5,8,40,0.025,-0.1,0,0.108,0.1,0.1,0.1,0.71,0.12,0.61,0.13,0.0,0.09,407285 milliseconds
14,2,5,8,40,0.025,-0.1,0,0.108,0.1,0.1,0.1,0.81,0.16,0.74,0.24,0.0,0.21,466454 milliseconds
16,2,5,8,40,0.025,-0.1,0,0.108,0.1,0.1,0.1,0.86,0.2,0.83,0.28,0.01,0.21,635537 milliseconds
18,2,5,8,40,0.025,-0.1,0,0.108,0.1,0.1,0.1,0.85,0.25,0.91,0.28,0.0,0.22,708287 milliseconds
20,2,5,8,40,0.025,-0.1,0,0.108,0.1,0.1,0.1,0.88,0.28,0.93,0.34,0.0,0.29,801110 milliseconds
10,2,5,8,40,0.025,-0.05,0,0.108,0.1,0.1,0.1,0.58,0.1,0.59,0.12,0.0,0.08,315247 milliseconds
12,2,5,8,40,0.025,-0.05,0,0.108,0.1,0.1,0.1,0.66,0.07,0.71,0.05,0.01,0.05,385669 milliseconds
14,2,5,8,40,0.025,-0.05,0,0.108,0.1,0.1,0.1,0.81,0.08,0.72,0.09,0.0,0.05,458323 milliseconds
16,2,5,8,40,0.025,-0.05,0,0.108,0.1,0.1,0.1,0.86,0.08,0.77,0.13,0.02,0.08,612850 milliseconds
18,2,5,8,40,0.025,-0.05,0,0.108,0.1,0.1,0.1,0.91,0.09,0.85,0.09,0.03,0.05,693023 milliseconds
20,2,5,8,40,0.025,-0.05,0,0.108,0.1,0.1,0.1,0.93,0.07,0.92,0.08,0.0,0.07,758952 milliseconds
10,2,5,8,40,0.025,0.0,0,0.108,0.1,0.1,0.1,0.63,0.03,0.53,0.04,0.0,0.04,332682 milliseconds
12,2,5,8,40,0.025,0.0,0,0.108,0.1,0.1,0.1,0.58,0.04,0.56,0.04,0.0,0.03,389753 milliseconds
14,2,5,8,40,0.025,0.0,0,0.108,0.1,0.1,0.1,0.7,0.07,0.68,0.07,0.0,0.04,466276 milliseconds
16,2,5,8,40,0.025,0.0,0,0.108,0.1,0.1,0.1,0.69,0.06,0.7,0.07,0.0,0.06,625463 milliseconds
18,2,5,8,40,0.025,0.0,0,0.108,0.1,0.1,0.1,0.85,0.05,0.87,0.08,0.0,0.05,715840 milliseconds
20,2,5,8,40,0.025,0.0,0,0.108,0.1,0.1,0.1,0.84,0.03,0.88,0.04,0.01,0.04,812783 milliseconds
10,2,5,8,40,0.025,0.05,0,0.108,0.1,0.1,0.1,0.47,0.05,0.53,0.05,0.01,0.04,323031 milliseconds
12,2,5,8,40,0.025,0.05,0,0.108,0.1,0.1,0.1,0.56,0.04,0.57,0.09,0.0,0.07,383954 milliseconds
14,2,5,8,40,0.025,0.05,0,0.108,0.1,0.1,0.1,0.68,0.07,0.68,0.08,0.0,0.07,474425 milliseconds
16,2,5,8,40,0.025,0.05,0,0.108,0.1,0.1,0.1,0.73,0.06,0.77,0.09,0.01,0.08,592169 milliseconds
18,2,5,8,40,0.025,0.05,0,0.108,0.1,0.1,0.1,0.77,0.04,0.88,0.08,0.01,0.08,673274 milliseconds
20,2,5,8,40,0.025,0.05,0,0.108,0.1,0.1,0.1,0.86,0.04,0.81,0.06,0.01,0.05,756994 milliseconds
10,2,5,8,40,0.025,0.1,0,0.108,0.1,0.1,0.1,0.46,0.12,0.45,0.13,0.0,0.11,313126 milliseconds
12,2,5,8,40,0.025,0.1,0,0.108,0.1,0.1,0.1,0.53,0.1,0.58,0.16,0.0,0.13,383542 milliseconds
14,2,5,8,40,0.025,0.1,0,0.108,0.1,0.1,0.1,0.73,0.13,0.7,0.19,0.01,0.13,437873 milliseconds
16,2,5,8,40,0.025,0.1,0,0.108,0.1,0.1,0.1,0.77,0.14,0.79,0.19,0.01,0.18,595565 milliseconds
18,2,5,8,40,0.025,0.1,0,0.108,0.1,0.1,0.1,0.79,0.16,0.74,0.19,0.02,0.17,680564 milliseconds
20,2,5,8,40,0.025,0.1,0,0.108,0.1,0.1,0.1,0.82,0.17,0.81,0.23,0.01,0.2,774218 milliseconds
10,2,5,8,40,0.05,-0.1,0,0.108,0.1,0.1,0.1,0.99,0.17,1.0,0.21,0.15,0.16,323498 milliseconds
12,2,5,8,40,0.05,-0.1,0,0.108,0.1,0.1,0.1,1.0,0.15,1.0,0.14,0.27,0.1,395063 milliseconds
14,2,5,8,40,0.05,-0.1,0,0.108,0.1,0.1,0.1,1.0,0.2,1.0,0.24,0.33,0.19,463955 milliseconds
16,2,5,8,40,0.05,-0.1,0,0.108,0.1,0.1,0.1,1.0,0.14,1.0,0.2,0.36,0.17,598762 milliseconds
18,2,5,8,40,0.05,-0.1,0,0.108,0.1,0.1,0.1,1.0,0.14,1.0,0.21,0.49,0.16,696908 milliseconds
20,2,5,8,40,0.05,-0.1,0,0.108,0.1,0.1,0.1,1.0,0.27,1.0,0.3,0.55,0.27,788206 milliseconds
10,2,5,8,40,0.05,-0.05,0,0.108,0.1,0.1,0.1,1.0,0.06,1.0,0.09,0.17,0.04,322530 milliseconds
12,2,5,8,40,0.05,-0.05,0,0.108,0.1,0.1,0.1,0.99,0.08,0.98,0.09,0.19,0.09,391690 milliseconds
14,2,5,8,40,0.05,-0.05,0,0.108,0.1,0.1,0.1,1.0,0.08,1.0,0.15,0.31,0.12,460935 milliseconds
16,2,5,8,40,0.05,-0.05,0,0.108,0.1,0.1,0.1,1.0,0.08,1.0,0.12,0.38,0.09,618581 milliseconds
18,2,5,8,40,0.05,-0.05,0,0.108,0.1,0.1,0.1,1.0,0.05,1.0,0.05,0.42,0.05,692199 milliseconds
20,2,5,8,40,0.05,-0.05,0,0.108,0.1,0.1,0.1,1.0,0.07,1.0,0.11,0.59,0.08,793915 milliseconds
10,2,5,8,40,0.05,0.0,0,0.108,0.1,0.1,0.1,1.0,0.07,0.98,0.11,0.14,0.07,322568 milliseconds
12,2,5,8,40,0.05,0.0,0,0.108,0.1,0.1,0.1,0.99,0.04,0.99,0.03,0.24,0.02,394230 milliseconds
14,2,5,8,40,0.05,0.0,0,0.108,0.1,0.1,0.1,0.98,0.06,1.0,0.04,0.27,0.04,468807 milliseconds
16,2,5,8,40,0.05,0.0,0,0.108,0.1,0.1,0.1,1.0,0.03,1.0,0.04,0.48,0.02,613021 milliseconds
18,2,5,8,40,0.05,0.0,0,0.108,0.1,0.1,0.1,1.0,0.01,1.0,0.02,0.37,0.01,698284 milliseconds
20,2,5,8,40,0.05,0.0,0,0.108,0.1,0.1,0.1,1.0,0.08,1.0,0.07,0.54,0.07,785597 milliseconds
10,2,5,8,40,0.05,0.05,0,0.108,0.1,0.1,0.1,0.98,0.06,1.0,0.09,0.16,0.05,319092 milliseconds
12,2,5,8,40,0.05,0.05,0,0.108,0.1,0.1,0.1,1.0,0.05,1.0,0.05,0.26,0.05,389258 milliseconds
14,2,5,8,40,0.05,0.05,0,0.108,0.1,0.1,0.1,1.0,0.07,1.0,0.1,0.26,0.1,461936 milliseconds
16,2,5,8,40,0.05,0.05,0,0.108,0.1,0.1,0.1,1.0,0.06,1.0,0.06,0.36,0.06,603480 milliseconds
18,2,5,8,40,0.05,0.05,0,0.108,0.1,0.1,0.1,1.0,0.06,1.0,0.1,0.45,0.08,706080 milliseconds
20,2,5,8,40,0.05,0.05,0,0.108,0.1,0.1,0.1,1.0,0.06,1.0,0.07,0.62,0.07,772864 milliseconds
10,2,5,8,40,0.05,0.1,0,0.108,0.1,0.1,0.1,0.96,0.11,0.98,0.2,0.05,0.14,325791 milliseconds
12,2,5,8,40,0.05,0.1,0,0.108,0.1,0.1,0.1,0.97,0.15,1.0,0.21,0.19,0.16,390124 milliseconds
14,2,5,8,40,0.05,0.1,0,0.108,0.1,0.1,0.1,0.98,0.15,1.0,0.18,0.32,0.13,465428 milliseconds
16,2,5,8,40,0.05,0.1,0,0.108,0.1,0.1,0.1,1.0,0.12,1.0,0.1,0.42,0.09,610150 milliseconds
18,2,5,8,40,0.05,0.1,0,0.108,0.1,0.1,0.1,1.0,0.16,1.0,0.19,0.54,0.17,689156 milliseconds
20,2,5,8,40,0.05,0.1,0,0.108,0.1,0.1,0.1,1.0,0.15,1.0,0.18,0.57,0.17,770576 milliseconds
10,2,5,8,70,-0.05,-0.1,0,0.108,0.1,0.1,0.1,1.0,0.18,1.0,0.27,0.22,0.15,527876 milliseconds
12,2,5,8,70,-0.05,-0.1,0,0.108,0.1,0.1,0.1,1.0,0.21,1.0,0.24,0.24,0.19,698326 milliseconds
14,2,5,8,70,-0.05,-0.1,0,0.108,0.1,0.1,0.1,1.0,0.3,1.0,0.35,0.28,0.29,830507 milliseconds
16,2,5,8,70,-0.05,-0.1,0,0.108,0.1,0.1,0.1,1.0,0.37,1.0,0.4,0.48,0.34,979607 milliseconds
18,2,5,8,70,-0.05,-0.1,0,0.108,0.1,0.1,0.1,1.0,0.29,1.0,0.35,0.67,0.3,1118605 milliseconds
20,2,5,8,70,-0.05,-0.1,0,0.108,0.1,0.1,0.1,1.0,0.33,1.0,0.42,0.77,0.36,1299764 milliseconds
10,2,5,8,70,-0.05,-0.05,0,0.108,0.1,0.1,0.1,1.0,0.11,1.0,0.16,0.18,0.11,508876 milliseconds
12,2,5,8,70,-0.05,-0.05,0,0.108,0.1,0.1,0.1,1.0,0.05,1.0,0.08,0.26,0.07,701527 milliseconds
14,2,5,8,70,-0.05,-0.05,0,0.108,0.1,0.1,0.1,1.0,0.1,1.0,0.08,0.44,0.05,823236 milliseconds
16,2,5,8,70,-0.05,-0.05,0,0.108,0.1,0.1,0.1,1.0,0.11,1.0,0.14,0.51,0.12,968790 milliseconds
18,2,5,8,70,-0.05,-0.05,0,0.108,0.1,0.1,0.1,1.0,0.15,1.0,0.17,0.69,0.14,1103266 milliseconds
20,2,5,8,70,-0.05,-0.05,0,0.108,0.1,0.1,0.1,1.0,0.11,1.0,0.13,0.69,0.1,1287404 milliseconds
10,2,5,8,70,-0.05,0.0,0,0.108,0.1,0.1,0.1,1.0,0.03,1.0,0.03,0.17,0.04,526644 milliseconds
12,2,5,8,70,-0.05,0.0,0,0.108,0.1,0.1,0.1,1.0,0.04,1.0,0.07,0.31,0.03,670842 milliseconds
14,2,5,8,70,-0.05,0.0,0,0.108,0.1,0.1,0.1,1.0,0.05,1.0,0.03,0.46,0.03,809760 milliseconds
16,2,5,8,70,-0.05,0.0,0,0.108,0.1,0.1,0.1,1.0,0.04,1.0,0.07,0.47,0.05,957446 milliseconds
18,2,5,8,70,-0.05,0.0,0,0.108,0.1,0.1,0.1,1.0,0.02,1.0,0.03,0.67,0.02,1055366 milliseconds
20,2,5,8,70,-0.05,0.0,0,0.108,0.1,0.1,0.1,1.0,0.04,1.0,0.03,0.69,0.02,1266150 milliseconds
10,2,5,8,70,-0.05,0.05,0,0.108,0.1,0.1,0.1,1.0,0.07,1.0,0.12,0.17,0.08,510039 milliseconds
12,2,5,8,70,-0.05,0.05,0,0.108,0.1,0.1,0.1,1.0,0.05,1.0,0.1,0.36,0.05,784481 milliseconds
14,2,5,8,70,-0.05,0.05,0,0.108,0.1,0.1,0.1,1.0,0.01,1.0,0.06,0.33,0.03,839905 milliseconds
16,2,5,8,70,-0.05,0.05,0,0.108,0.1,0.1,0.1,1.0,0.09,1.0,0.08,0.47,0.08,950437 milliseconds
18,2,5,8,70,-0.05,0.05,0,0.108,0.1,0.1,0.1,1.0,0.13,1.0,0.13,0.6,0.07,1064432 milliseconds
20,2,5,8,70,-0.05,0.05,0,0.108,0.1,0.1,0.1,1.0,0.12,1.0,0.17,0.68,0.15,1236868 milliseconds
10,2,5,8,70,-0.05,0.1,0,0.108,0.1,0.1,0.1,0.97,0.16,1.0,0.25,0.19,0.15,503995 milliseconds
12,2,5,8,70,-0.05,0.1,0,0.108,0.1,0.1,0.1,0.99,0.21,1.0,0.24,0.31,0.2,642615 milliseconds
14,2,5,8,70,-0.05,0.1,0,0.108,0.1,0.1,0.1,1.0,0.25,1.0,0.31,0.29,0.23,878105 milliseconds
16,2,5,8,70,-0.05,0.1,0,0.108,0.1,0.1,0.1,1.0,0.23,1.0,0.3,0.51,0.25,937763 milliseconds
18,2,5,8,70,-0.05,0.1,0,0.108,0.1,0.1,0.1,1.0,0.28,1.0,0.35,0.58,0.24,1059497 milliseconds
20,2,5,8,70,-0.05,0.1,0,0.108,0.1,0.1,0.1,1.0,0.29,1.0,0.36,0.75,0.3,1136053 milliseconds
10,2,5,8,70,-0.025,-0.1,0,0.108,0.1,0.1,0.1,0.8,0.17,0.65,0.25,0.01,0.2,528878 milliseconds
12,2,5,8,70,-0.025,-0.1,0,0.108,0.1,0.1,0.1,0.96,0.17,0.88,0.25,0.0,0.17,693980 milliseconds
14,2,5,8,70,-0.025,-0.1,0,0.108,0.1,0.1,0.1,0.97,0.28,0.89,0.3,0.0,0.27,820641 milliseconds
16,2,5,8,70,-0.025,-0.1,0,0.108,0.1,0.1,0.1,0.98,0.36,0.94,0.34,0.01,0.27,1023643 milliseconds
18,2,5,8,70,-0.025,-0.1,0,0.108,0.1,0.1,0.1,0.97,0.35,0.99,0.41,0.0,0.32,1142312 milliseconds
20,2,5,8,70,-0.025,-0.1,0,0.108,0.1,0.1,0.1,1.0,0.35,0.93,0.41,0.02,0.36,1238361 milliseconds
10,2,5,8,70,-0.025,-0.05,0,0.108,0.1,0.1,0.1,0.77,0.09,0.66,0.16,0.0,0.1,524163 milliseconds
12,2,5,8,70,-0.025,-0.05,0,0.108,0.1,0.1,0.1,0.89,0.04,0.82,0.08,0.0,0.04,692739 milliseconds
14,2,5,8,70,-0.025,-0.05,0,0.108,0.1,0.1,0.1,0.95,0.11,0.91,0.13,0.0,0.11,829088 milliseconds
16,2,5,8,70,-0.025,-0.05,0,0.108,0.1,0.1,0.1,0.98,0.08,0.94,0.12,0.0,0.1,972072 milliseconds
18,2,5,8,70,-0.025,-0.05,0,0.108,0.1,0.1,0.1,0.98,0.14,0.98,0.12,0.0,0.07,1142769 milliseconds
20,2,5,8,70,-0.025,-0.05,0,0.108,0.1,0.1,0.1,1.0,0.11,0.96,0.14,0.0,0.09,1260441 milliseconds
