n,ConditionsOfInterest,StandardValue1,StandardValue2,reps,PSE_Difference,JND_Difference,Multiplicator_PSE_Standard,Multiplicator_SD_Standard,SD_ResponseFunction,Mean_Variability_Between,SD_Variability_Between,power_Accuracy,power_Precision,power_Accuracy_Twolevel,power_Precision_Twolevel,power_Accuracy_ANOVA,power_Precision_ANOVA,Duration
16,2,5,8,70,-0.05,0.05,0,0.108,0.1,0.2,0.2,1.0,0.17,1.0,0.13,0.0,0.0,1281122 milliseconds
18,2,5,8,70,-0.05,0.05,0,0.108,0.1,0.2,0.2,0.99,0.14,1.0,0.15,0.0,0.0,1502057 milliseconds
20,2,5,8,70,-0.05,0.05,0,0.108,0.1,0.2,0.2,1.0,0.17,1.0,0.07,0.0,0.0,1610170 milliseconds
10,2,5,8,70,-0.05,0.1,0,0.108,0.1,0.2,0.2,0.98,0.18,0.98,0.26,0.0,0.0,606892 milliseconds
12,2,5,8,70,-0.05,0.1,0,0.108,0.1,0.2,0.2,0.98,0.19,0.97,0.21,0.0,0.01,852677 milliseconds
14,2,5,8,70,-0.05,0.1,0,0.108,0.1,0.2,0.2,0.98,0.18,0.99,0.31,0.0,0.01,1125270 milliseconds
16,2,5,8,70,-0.05,0.1,0,0.108,0.1,0.2,0.2,0.99,0.27,0.99,0.28,0.0,0.0,1295162 milliseconds
18,2,5,8,70,-0.05,0.1,0,0.108,0.1,0.2,0.2,1.0,0.29,0.99,0.37,0.0,0.0,1453669 milliseconds
20,2,5,8,70,-0.05,0.1,0,0.108,0.1,0.2,0.2,1.0,0.32,1.0,0.39,0.0,0.01,1642452 milliseconds
10,2,5,8,70,-0.025,-0.1,0,0.108,0.1,0.2,0.2,0.88,0.14,0.12,0.19,0.0,0.0,696204 milliseconds
12,2,5,8,70,-0.025,-0.1,0,0.108,0.1,0.2,0.2,0.88,0.29,0.23,0.24,0.0,0.0,912427 milliseconds
14,2,5,8,70,-0.025,-0.1,0,0.108,0.1,0.2,0.2,0.95,0.25,0.29,0.3,0.0,0.01,1163683 milliseconds
16,2,5,8,70,-0.025,-0.1,0,0.108,0.1,0.2,0.2,0.98,0.33,0.4,0.32,0.0,0.01,1412328 milliseconds
18,2,5,8,70,-0.025,-0.1,0,0.108,0.1,0.2,0.2,0.97,0.38,0.45,0.26,0.0,0.0,1593361 milliseconds
20,2,5,8,70,-0.025,-0.1,0,0.108,0.1,0.2,0.2,0.99,0.37,0.63,0.43,0.0,0.0,1664114 milliseconds
10,2,5,8,70,-0.025,-0.05,0,0.108,0.1,0.2,0.2,0.82,0.09,0.18,0.06,0.0,0.03,687687 milliseconds
12,2,5,8,70,-0.025,-0.05,0,0.108,0.1,0.2,0.2,0.92,0.15,0.27,0.09,0.0,0.02,930781 milliseconds
14,2,5,8,70,-0.025,-0.05,0,0.108,0.1,0.2,0.2,0.94,0.13,0.33,0.07,0.0,0.0,1108346 milliseconds
16,2,5,8,70,-0.025,-0.05,0,0.108,0.1,0.2,0.2,0.97,0.1,0.38,0.15,0.0,0.0,1349719 milliseconds
18,2,5,8,70,-0.025,-0.05,0,0.108,0.1,0.2,0.2,1.0,0.15,0.42,0.12,0.0,0.01,1476051 milliseconds
20,2,5,8,70,-0.025,-0.05,0,0.108,0.1,0.2,0.2,0.97,0.28,0.51,0.1,0.0,0.0,1669711 milliseconds
10,2,5,8,70,-0.025,0.0,0,0.108,0.1,0.2,0.2,0.9,0.09,0.14,0.04,0.0,0.0,651454 milliseconds
12,2,5,8,70,-0.025,0.0,0,0.108,0.1,0.2,0.2,0.86,0.09,0.33,0.1,0.0,0.02,815488 milliseconds
14,2,5,8,70,-0.025,0.0,0,0.108,0.1,0.2,0.2,0.94,0.09,0.37,0.06,0.0,0.03,1090968 milliseconds
16,2,5,8,70,-0.025,0.0,0,0.108,0.1,0.2,0.2,0.93,0.1,0.33,0.08,0.0,0.0,1281264 milliseconds
18,2,5,8,70,-0.025,0.0,0,0.108,0.1,0.2,0.2,0.98,0.16,0.48,0.04,0.0,0.0,1548800 milliseconds
20,2,5,8,70,-0.025,0.0,0,0.108,0.1,0.2,0.2,0.96,0.17,0.52,0.06,0.0,0.01,1699163 milliseconds
10,2,5,8,70,-0.025,0.05,0,0.108,0.1,0.2,0.2,0.83,0.1,0.24,0.06,0.0,0.01,599219 milliseconds
12,2,5,8,70,-0.025,0.05,0,0.108,0.1,0.2,0.2,0.85,0.09,0.23,0.09,0.0,0.0,855312 milliseconds
14,2,5,8,70,-0.025,0.05,0,0.108,0.1,0.2,0.2,0.91,0.18,0.39,0.12,0.0,0.01,1092675 milliseconds
16,2,5,8,70,-0.025,0.05,0,0.108,0.1,0.2,0.2,0.9,0.18,0.32,0.13,0.0,0.01,1347597 milliseconds
18,2,5,8,70,-0.025,0.05,0,0.108,0.1,0.2,0.2,0.91,0.19,0.52,0.12,0.0,0.01,1484020 milliseconds
20,2,5,8,70,-0.025,0.05,0,0.108,0.1,0.2,0.2,0.95,0.3,0.53,0.14,0.0,0.0,1698185 milliseconds
10,2,5,8,70,-0.025,0.1,0,0.108,0.1,0.2,0.2,0.74,0.13,0.26,0.18,0.0,0.01,582825 milliseconds
12,2,5,8,70,-0.025,0.1,0,0.108,0.1,0.2,0.2,0.78,0.2,0.28,0.19,0.0,0.02,831663 milliseconds
14,2,5,8,70,-0.025,0.1,0,0.108,0.1,0.2,0.2,0.82,0.22,0.29,0.21,0.0,0.0,1042327 milliseconds
16,2,5,8,70,-0.025,0.1,0,0.108,0.1,0.2,0.2,0.85,0.21,0.34,0.2,0.0,0.02,1341343 milliseconds
18,2,5,8,70,-0.025,0.1,0,0.108,0.1,0.2,0.2,0.91,0.29,0.49,0.23,0.0,0.02,1495334 milliseconds
20,2,5,8,70,-0.025,0.1,0,0.108,0.1,0.2,0.2,0.97,0.32,0.48,0.27,0.0,0.02,1774217 milliseconds
10,2,5,8,70,0.0,-0.1,0,0.108,0.1,0.2,0.2,0.02,0.18,0.0,0.23,0.0,0.01,677078 milliseconds
12,2,5,8,70,0.0,-0.1,0,0.108,0.1,0.2,0.2,0.07,0.27,0.0,0.32,0.0,0.01,943694 milliseconds
14,2,5,8,70,0.0,-0.1,0,0.108,0.1,0.2,0.2,0.03,0.28,0.0,0.26,0.0,0.01,1175577 milliseconds
16,2,5,8,70,0.0,-0.1,0,0.108,0.1,0.2,0.2,0.04,0.32,0.0,0.35,0.0,0.01,1294800 milliseconds
18,2,5,8,70,0.0,-0.1,0,0.108,0.1,0.2,0.2,0.07,0.37,0.0,0.42,0.0,0.0,1522172 milliseconds
20,2,5,8,70,0.0,-0.1,0,0.108,0.1,0.2,0.2,0.06,0.41,0.0,0.3,0.0,0.0,1752271 milliseconds
10,2,5,8,70,0.0,-0.05,0,0.108,0.1,0.2,0.2,0.02,0.08,0.0,0.11,0.0,0.01,639213 milliseconds
12,2,5,8,70,0.0,-0.05,0,0.108,0.1,0.2,0.2,0.03,0.13,0.0,0.08,0.0,0.0,936659 milliseconds
14,2,5,8,70,0.0,-0.05,0,0.108,0.1,0.2,0.2,0.01,0.1,0.0,0.1,0.0,0.0,1119532 milliseconds
16,2,5,8,70,0.0,-0.05,0,0.108,0.1,0.2,0.2,0.04,0.16,0.0,0.1,0.0,0.01,1423401 milliseconds
18,2,5,8,70,0.0,-0.05,0,0.108,0.1,0.2,0.2,0.01,0.13,0.0,0.09,0.0,0.01,1353090 milliseconds
20,2,5,8,70,0.0,-0.05,0,0.108,0.1,0.2,0.2,0.06,0.25,0.0,0.1,0.0,0.0,1698828 milliseconds
10,2,5,8,70,0.0,0.0,0,0.108,0.1,0.2,0.2,0.04,0.09,0.0,0.07,0.0,0.01,651156 milliseconds
12,2,5,8,70,0.0,0.0,0,0.108,0.1,0.2,0.2,0.04,0.05,0.0,0.04,0.0,0.02,850001 milliseconds
14,2,5,8,70,0.0,0.0,0,0.108,0.1,0.2,0.2,0.06,0.08,0.0,0.04,0.0,0.0,1113631 milliseconds
16,2,5,8,70,0.0,0.0,0,0.108,0.1,0.2,0.2,0.04,0.14,0.0,0.03,0.0,0.01,1330844 milliseconds
18,2,5,8,70,0.0,0.0,0,0.108,0.1,0.2,0.2,0.07,0.16,0.0,0.12,0.0,0.0,1493161 milliseconds
20,2,5,8,70,0.0,0.0,0,0.108,0.1,0.2,0.2,0.02,0.2,0.0,0.08,0.0,0.02,1790473 milliseconds
10,2,5,8,70,0.0,0.05,0,0.108,0.1,0.2,0.2,0.02,0.09,0.0,0.08,0.0,0.0,635455 milliseconds
12,2,5,8,70,0.0,0.05,0,0.108,0.1,0.2,0.2,0.04,0.09,0.0,0.14,0.0,0.02,889594 milliseconds
14,2,5,8,70,0.0,0.05,0,0.108,0.1,0.2,0.2,0.01,0.12,0.0,0.1,0.0,0.0,1102049 milliseconds
16,2,5,8,70,0.0,0.05,0,0.108,0.1,0.2,0.2,0.02,0.17,0.0,0.12,0.0,0.03,1308345 milliseconds
18,2,5,8,70,0.0,0.05,0,0.108,0.1,0.2,0.2,0.06,0.21,0.0,0.13,0.0,0.0,1459909 milliseconds
20,2,5,8,70,0.0,0.05,0,0.108,0.1,0.2,0.2,0.05,0.18,0.0,0.06,0.0,0.01,1732047 milliseconds
