"","SD_ID_Intercept","SD_ID_Difference","SD_ID_CoI","SD_SV_Intercept","Label","SD_SV_Difference","SD_SV_CoI","Fixed_Effect_CoI","Fixed_Effect_Difference","Fixed_Effect_Interaction","AIC","SE_CoI","SE_Difference","SE_Interaction","Convergence"
"1",2,2,2,2,"0/0",2,2,0.179197203755986,0.216281864892774,0.000620459167522543,10694.3074193573,0.0303441065941207,0.0150673437652533,0.0220011448806317,TRUE
"2",0.83754041644717,2,2,2,"1/0",2,2,0.52827626985458,0.732747583395083,-0.00151504403505157,9879.22763806554,0.0340611402541997,0.02462052079627,0.0230244531778391,TRUE
"3",0.751331832586134,0.0972297319379663,2,2,"Diff/0",2,2,0.531918889227946,0.745844940387886,-0.00608042462667701,9879.22763806554,0.0341624782321684,0.0432165224123783,0.0247138171644174,TRUE
"4",1.03683848430151,2,0.334241857405361,2,"Cond/0",2,2,0.480709432888992,0.858517860801675,-0.212063441762615,9879.22763806554,0.106359628197747,0.0343060055626285,0.0448636389368985,TRUE
"5",0.927537731636531,0.112675931223069,0.333306079011813,2,"Diff+Cond/0",2,2,0.489496813610953,0.858737980333663,-0.202350172007416,9840.75196468568,0.106681006604825,0.0517013553826039,0.0443973180311673,TRUE
"6",2,2,2,0.0157566155730245,"0/1",2,2,0.179280887444192,0.216176694140594,0.000847634183595204,10695.7784458519,0.106359628197747,0.0150862403724558,0.0448636389368985,TRUE
"7",0.841060163498373,2,2,0.0389379016610365,"1/1",2,2,0.53134661542815,0.734781094260839,0.00107297585154486,9877.5559523168,0.0341421448160505,0.0246870237025174,0.0230890679067387,TRUE
"8",0.760755598420591,0.0951317195313537,2,0.0394281400453827,"Diff/1",2,2,0.534261886382812,0.751225259575114,-0.00671469274531248,9863.43316005211,0.0342106348486622,0.0429645190810815,0.0247390742429164,TRUE
"9",1.03549597211873,0.327437068828629,0.327437068828629,0.0315481322895645,"Cond/1",2,2,0.483929957704333,0.857531815001859,-0.205848644184526,9852.6447224127,0.104485926107662,0.0343254135288376,0.0450878285870177,TRUE
"10",0.927555639759163,0.110348361746736,0.325034397910887,0.0278059125162548,"Diff+Cond/1",2,2,0.491750315355332,0.858902935462326,-0.197710085441088,9841.0472518846,0.104383948338046,0.0512555450823547,0.0445940612922715,TRUE
"11",2,2,2,0.0158510924339082,"0/Diff",0.0203328593775668,2,0.180575212151536,0.221988767686957,0.000738381701559877,10698.4457394878,0.0304126833469992,0.0198048033738611,0.0220465400048191,TRUE
"12",0.947009759514805,2,2,0.0236471204026885,"1/Diff",0.168951024017028,2,0.588213172565258,0.846622926194229,0.00283336028547934,9756.69889644955,0.0347866673236837,0.0792988871229824,0.0230713416869482,TRUE
"13",0.943346988092483,0.0727784275304901,2,0.0221375134864575,"Diff/Diff",0.168830671742428,2,0.586736748960371,0.878407123171564,-0.0207672280349583,9748.49135720719,0.034753211888197,0.0852621992103601,0.0248604168387936,TRUE
"14",1.1633671651784,0.360198600728146,0.360198600728146,0.0262022770064381,"Cond/Diff",0.1730332340136,2,0.538147127175491,0.983428436023187,-0.223819264854218,9726.33353240922,0.114019242616854,0.0845137895861977,0.045233596333215,TRUE
