iteration,reps,n,label,AIC,Pvalues_Accuracy,Pvalues_Interaction,Duration,ConditionsOfInterest,StandardValue1,StandardValue2,PSE_Difference,JND_Difference,Multiplicator_PSE_Standard,Multiplicator_SD_Standard,SD_ResponseFunction,Mean_Variability_Between,SD_Variability_Between,Program
13,30,10,JuliaAIC_NeldMeader_AGP1,1021.3205099138364,0.6865596472323775,0.20247167381801626,20.236,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
13,30,10,JuliaAIC_bobyqa_AGP1,1021.3205457862093,0.6913524819621553,0.2050226631612949,0.985,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
14,30,10,NelderMead_nAGQ0,1035.9986997447404,0.9584972859523729,0.1394852684361601,1.2028210163116455,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
14,30,10,NelderMead_nAGQ1,1035.9833591410058,0.9484095040998404,0.18087503857766765,5.001255035400391,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
14,30,10,Bobyqa_nAGQ0,1035.9986997447404,0.9584972859523729,0.1394852684361601,1.1904981136322021,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
14,30,10,Bobyqa_nAGQ1,1035.9833475823643,0.9485828235527419,0.18091591354513883,3.1211321353912354,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
14,30,10,nloptwrap_nAGQ0,1038.164738529763,0.9757825143849062,0.1638076485877365,0.8356339931488037,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
14,30,10,nloptwrap_nAGQ1,1038.1500758700438,0.9740087557117156,0.20411462406338243,1.883760929107666,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
14,30,10,JuliaAIC_NeldMeader_AGP0,1035.9966055567747,0.9585031259162287,0.13957048314463988,16.653,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
14,30,10,JuliaAIC_bobyqa_AGP0,1035.9966056941753,0.9584983362887416,0.13954952611839797,0.265,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
14,30,10,JuliaAIC_NeldMeader_AGP1,1035.983277954727,0.9484780556902239,0.13903780799649565,14.177,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
14,30,10,JuliaAIC_bobyqa_AGP1,1035.9833122737782,0.9528822397725997,0.13888104992461292,1.297,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
15,30,10,NelderMead_nAGQ0,1003.3170382793237,0.7033914578063785,0.977944181206888,1.2028698921203613,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
15,30,10,NelderMead_nAGQ1,1003.2848879582864,0.6820277592202809,0.9770377434702293,4.220207929611206,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
15,30,10,Bobyqa_nAGQ0,1003.3170382793237,0.7033914578063785,0.977944181206888,1.2184879779815674,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
15,30,10,Bobyqa_nAGQ1,1003.284867904898,0.6820839100569837,0.9770671650872906,3.2506630420684814,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
15,30,10,nloptwrap_nAGQ0,1003.31709885818,0.7041196227042437,0.9802794338431479,0.5235600471496582,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
15,30,10,nloptwrap_nAGQ1,1003.2865474776942,0.6973491760729175,0.9614340578268924,1.6558618545532227,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
15,30,10,JuliaAIC_NeldMeader_AGP0,1003.3137507603686,0.7034823184133785,0.9781013691463767,1.74,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
15,30,10,JuliaAIC_bobyqa_AGP0,1003.3137273672202,0.7035382566019015,0.9782212720590434,0.36,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
15,30,10,JuliaAIC_NeldMeader_AGP1,1003.2846059042201,0.6703814428378794,0.9714473127952654,11.551,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
15,30,10,JuliaAIC_bobyqa_AGP1,1003.2846326414614,0.6741506663710194,0.9730327834995156,1.187,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
16,30,10,NelderMead_nAGQ0,962.1506130028461,0.6708431973382983,0.28241969445517356,2.267392158508301,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
16,30,10,NelderMead_nAGQ1,962.1395002248236,0.6774757605397614,0.4962055352565679,6.735206842422485,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
16,30,10,Bobyqa_nAGQ0,962.1506130028461,0.6708431973382983,0.28241969445517356,2.2830469608306885,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
16,30,10,Bobyqa_nAGQ1,962.1394747300471,0.6771491971303158,0.4956660978641564,5.251041889190674,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
16,30,10,nloptwrap_nAGQ0,962.1507152352251,0.670251588178307,0.2839346929442337,1.7005391120910645,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
