iteration,reps,n,label,AIC,Pvalues_Accuracy,Pvalues_Interaction,Duration,Coefficients_Accuracy,Coefficients_Interaction,SEs_Accuracy,SEs_Interaction,ConditionsOfInterest,StandardValue1,StandardValue2,PSE_Difference,JND_Difference,Multiplicator_PSE_Standard,Multiplicator_SD_Standard,SD_ResponseFunction,Mean_Variability_Between,SD_Variability_Between,Program,Duration_SimulateDataset
2,30,10,R: LRT,0.0,0.0,0.001550193040983845,0.34305787086486816,0.0,0.0,0.0,0.0,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.017919063568115234
2,30,10,JuliaAIC_NeldMeader_AGP0,1130.312874422172,0.6967073415468601,3.112716883066437e-5,3.468,-0.106175487405651,-0.7388064010783911,0.27240616201580115,0.17738196580740534,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.017919063568115234
2,30,10,JuliaAIC_bobyqa_AGP0,1130.312876073555,0.6967624689260172,3.1050096828591676e-5,0.447,-0.10252972601213636,-0.7538671181422909,0.27265406558339406,0.1780697597424956,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.017919063568115234
2,30,10,JuliaAIC_NeldMeader_AGP1,1130.292762941629,0.7068847290819359,2.3003166046383155e-5,9.968,-0.10441582526514429,-0.753343372368917,0.27310002551317597,0.1779768912188405,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.017919063568115234
2,30,10,JuliaAIC_bobyqa_AGP1,1130.466111848621,0.7022125519374316,2.3078366135058176e-5,3.082,-0.10617113484244345,-0.7389289779187073,0.27244710063404615,0.17738730882893955,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.017919063568115234
2,30,10,JuliaLRT_Fast,0.0,0.0,0.0015532198761811196,0.225,0.0,0.0,0.0,0.0,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.017919063568115234
2,30,10,JuliaLRT_Slow,0.0,0.0,0.0018791753558590899,1.284,0.0,0.0,0.0,0.0,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.017919063568115234
3,30,10,NelderMead_nAGQ0,1058.895469758761,0.6504365619864716,3.7553603431082e-8,1.8161728382110596,0.1716589202785913,-0.753691118499172,0.37880773615468827,0.13698527594533655,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.01795196533203125
3,30,10,NelderMead_nAGQ1,1058.8672842423819,0.6517640990492523,0.00363197654297076,5.524193048477173,0.17143647918569774,-0.7693044591707477,0.3798617449291689,0.26450452110870565,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.01795196533203125
3,30,10,Bobyqa_nAGQ0,1058.895469758761,0.6504365619864716,3.7553603431082e-8,1.775195837020874,0.1716589202785913,-0.753691118499172,0.37880773615468827,0.13698527594533655,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.01795196533203125
3,30,10,Bobyqa_nAGQ1,1058.8672514192565,0.6497542429957025,0.0036333221688408385,3.774901866912842,0.17239746978776463,-0.7691981765898996,0.3796434549415614,0.26447851124562477,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.01795196533203125
3,30,10,nloptwrap_nAGQ0,1059.6890173518352,0.6577286038725869,3.8100773597203467e-8,0.4776911735534668,0.16717775460325265,-0.7556705230096673,0.3773326956828774,0.13740872854718506,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.01795196533203125
3,30,10,nloptwrap_nAGQ1,1059.662417107978,0.6611197501893143,0.0035728048413564708,1.2735931873321533,0.16597908474670567,-0.7713328134343594,0.37862981510677785,0.2647347670042169,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.01795196533203125
3,30,10,R: LRT,0.0,0.0,0.004514243699702403,0.4827101230621338,0.0,0.0,0.0,0.0,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.01795196533203125
3,30,10,JuliaAIC_NeldMeader_AGP0,1058.895269859387,0.6504465386364041,3.751640697615092e-8,2.896,0.17166064636839154,-0.7537207629657535,0.37882312826214504,0.13698631502303618,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.01795196533203125
3,30,10,JuliaAIC_bobyqa_AGP0,1058.8952702198524,0.6504505786085636,3.758851287071638e-8,1.0,0.1723840466360319,-0.7696238736180252,0.37912192894192753,0.13760607971789418,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.01795196533203125
3,30,10,JuliaAIC_NeldMeader_AGP1,1058.8669777388498,0.6493301945991163,2.2324406300302296e-8,28.832,0.10460320754877216,-0.7689158523175516,0.37920473740450805,0.1375699594403809,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.01795196533203125
3,30,10,JuliaAIC_bobyqa_AGP1,1058.904174108259,0.7826641277881373,2.280242111058004e-8,1.497,0.1716615671200374,-0.7536736134926919,0.3788298508739811,0.13698617205290015,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.01795196533203125
3,30,10,JuliaLRT_Fast,0.0,0.0,0.0029178327081315065,0.583,0.0,0.0,0.0,0.0,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.01795196533203125
3,30,10,JuliaLRT_Slow,0.0,0.0,0.00292818608111442,5.963,0.0,0.0,0.0,0.0,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.01795196533203125
4,30,10,NelderMead_nAGQ0,1031.3406395974052,0.12983337305372256,0.060163303946509594,1.3902812004089355,0.33318083694340456,-0.20635608052113205,0.21995629192034422,0.10978752738705903,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.015956878662109375
4,30,10,NelderMead_nAGQ1,1031.3124079108495,0.16282071786297928,0.37756728288949337,5.4594199657440186,0.3438902406556445,-0.2119867656164452,0.24640195961267655,0.24024225309051875,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.015956878662109375
4,30,10,Bobyqa_nAGQ0,1031.3406395974052,0.12983337305372256,0.060163303946509594,1.3643178939819336,0.33318083694340456,-0.20635608052113205,0.21995629192034422,0.10978752738705903,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.015956878662109375
4,30,10,Bobyqa_nAGQ1,1031.3124079111217,0.1627945528188889,0.3775569757493768,3.269253969192505,0.34389334896766044,-0.21198800099747933,0.24638885403530272,0.2402384620571055,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.015956878662109375
4,30,10,nloptwrap_nAGQ0,1030.926655647695,0.13051100513264502,0.06222904409843807,0.6941449642181396,0.3360928769208678,-0.20323780134106334,0.2222704395666535,0.10899454905867452,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.015956878662109375
4,30,10,nloptwrap_nAGQ1,1030.9137310927993,0.1574825425845289,0.41125418085690685,1.323462963104248,0.341950398121181,-0.19475570466456335,0.24190223624011856,0.2370188876124227,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.015956878662109375
4,30,10,R: LRT,0.0,0.0,0.3850988992339507,0.5306110382080078,0.0,0.0,0.0,0.0,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.015956878662109375
4,30,10,JuliaAIC_NeldMeader_AGP0,1030.9265973280367,0.130520949148641,0.062334170210738504,2.486,0.3360487608584914,-0.2031542610796971,0.2222470098847562,0.10899352762515603,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.015956878662109375
4,30,10,JuliaAIC_bobyqa_AGP0,1030.9265974586647,0.1305240975951712,0.06234578762583364,0.623,0.3702937426241645,-0.029135252416626296,0.18683573899281525,0.10791380793998773,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.015956878662109375
4,30,10,JuliaAIC_NeldMeader_AGP1,1032.2594044721104,0.047488042456962115,0.7871707741888118,17.894,0.3517028613477046,-0.20896153817296,0.22235415145774637,0.1091637424446071,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.015956878662109375
4,30,10,JuliaAIC_bobyqa_AGP1,1030.8959032592297,0.11371262885358098,0.055594251968291805,5.89,0.33604485317003047,-0.20314473121668328,0.22224624473407206,0.10899325112191455,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.015956878662109375
4,30,10,JuliaLRT_Fast,0.0,0.0,0.10303505343109834,0.549,0.0,0.0,0.0,0.0,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.015956878662109375
4,30,10,JuliaLRT_Slow,0.0,0.0,0.384898066546568,2.207,0.0,0.0,0.0,0.0,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.015956878662109375
5,30,10,NelderMead_nAGQ0,1160.7618679467184,0.6951375912689972,1.037888971718941e-5,1.750319004058838,0.14308461434476707,-0.42598787922191006,0.36511183015478577,0.09661505094615383,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.015958070755004883
5,30,10,NelderMead_nAGQ1,1160.730064591375,0.6728331619053507,0.036652364199425524,5.649853944778442,0.1547672560501669,-0.4375705153996057,0.3665187487476047,0.20940241943212884,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.015958070755004883
5,30,10,Bobyqa_nAGQ0,1160.7618679467184,0.6951375912689972,1.037888971718941e-5,1.7772490978240967,0.14308461434476707,-0.42598787922191006,0.36511183015478577,0.09661505094615383,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.015958070755004883
5,30,10,Bobyqa_nAGQ1,1160.7300276568565,0.672819387801412,0.03682627415337248,4.168817043304443,0.15475074694907826,-0.437138168589591,0.3664632728630251,0.2093889663392581,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.015958070755004883
5,30,10,nloptwrap_nAGQ0,1160.7618731779996,0.6950262053667711,1.0534788930857826e-5,0.6921489238739014,0.14309065020446268,-0.4257120794295405,0.36498683343793736,0.09662328761872746,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.015958070755004883
5,30,10,nloptwrap_nAGQ1,1160.7304034106469,0.6723715530864816,0.038185388069212664,1.6346609592437744,0.15412052357442277,-0.4337569685788263,0.36444120830793336,0.20925539726640657,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.015958070755004883
5,30,10,R: LRT,0.0,0.0,0.03608107073857474,0.5814449787139893,0.0,0.0,0.0,0.0,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.015958070755004883
5,30,10,JuliaAIC_NeldMeader_AGP0,1160.8055567065462,0.7009397413938402,6.226585790861607e-6,21.874,0.1447347631618776,-0.4398618921583459,0.37686219326772274,0.09734590041929415,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.015958070755004883
5,30,10,JuliaAIC_bobyqa_AGP0,1160.8526430519632,0.669488985163917,2.928710982601775e-5,2.48,0.13948140300996753,-0.4536234245975407,0.368726911771708,0.0983216355973712,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.015958070755004883
5,30,10,JuliaAIC_NeldMeader_AGP1,1160.754875590356,0.7052238364335427,3.956234112010123e-6,26.52,0.132451536512847,-0.26842495744629385,0.293239813576288,0.09196117089550224,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.015958070755004883
5,30,10,JuliaAIC_bobyqa_AGP1,1161.473398303573,0.6514971265181894,0.0035127506729265524,2.218,0.14186667394815486,-0.3928623107986643,0.33235763440902893,0.09401004152588871,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.015958070755004883
5,30,10,JuliaLRT_Fast,0.0,0.0,0.036927846748336095,2.092,0.0,0.0,0.0,0.0,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.015958070755004883
5,30,10,JuliaLRT_Slow,0.0,0.0,0.05069897132222725,2.89,0.0,0.0,0.0,0.0,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.015958070755004883
6,30,10,NelderMead_nAGQ0,1046.4218127745844,0.0335532198586402,0.022954351629046882,1.1918439865112305,0.4856046381765183,-0.232590301211187,0.22847678308931224,0.10227374920215988,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.015958786010742188
6,30,10,NelderMead_nAGQ1,1046.4125543260466,0.03178112392356689,0.34643873314596113,5.130279779434204,0.4922543524876518,-0.23661683539513434,0.22925912248909436,0.2513138082941237,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.015958786010742188
6,30,10,Bobyqa_nAGQ0,1046.4218127745844,0.0335532198586402,0.022954351629046882,1.1858189105987549,0.4856046381765183,-0.232590301211187,0.22847678308931224,0.10227374920215988,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.015958786010742188
6,30,10,Bobyqa_nAGQ1,1046.412554326183,0.031785995331652335,0.34644827289541047,3.1306068897247314,0.49225797272761146,-0.2366154682447672,0.22926734394396078,0.2513173276217348,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.015958786010742188
6,30,10,nloptwrap_nAGQ0,1046.077298729609,0.036776458987387926,0.01787357544514659,0.8985750675201416,0.4885784678582899,-0.24293340184989073,0.233966959699275,0.10258029421676484,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.015958786010742188
6,30,10,nloptwrap_nAGQ1,1046.0769437714266,0.03731278165237671,0.33351228963269175,1.5099620819091797,0.4885784678582899,-0.24293340184989073,0.2346312109979805,0.25120729026563,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.015958786010742188
6,30,10,R: LRT,0.0,0.0,0.33145047632972074,0.6402881145477295,0.0,0.0,0.0,0.0,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.015958786010742188
6,30,10,JuliaAIC_NeldMeader_AGP0,1046.0768854647674,0.03634803330555143,0.018376215712144695,3.232,0.4885630936211488,-0.24184077700894918,0.2334257819537379,0.10256403915096517,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.015958786010742188
6,30,10,JuliaAIC_bobyqa_AGP0,1046.421518604352,0.033565643877431224,0.02294158929740815,0.582,0.4953993540714423,-0.24604164030362788,0.23361360599423509,0.10267190597347965,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.015958786010742188
6,30,10,JuliaAIC_NeldMeader_AGP1,1046.067997547322,0.03395607619112873,0.016557589393734605,16.929,0.49374098446446474,-0.23679272967160822,0.22877351060027432,0.10238662591308521,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.015958786010742188
6,30,10,JuliaAIC_bobyqa_AGP1,1046.4125629943887,0.030911608088029306,0.0207374303203466,3.113,0.4856064076696369,-0.23261662615522094,0.22849363375932255,0.10227577222702429,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.015958786010742188
6,30,10,JuliaLRT_Fast,0.0,0.0,0.34970377839597017,0.683,0.0,0.0,0.0,0.0,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.015958786010742188
6,30,10,JuliaLRT_Slow,0.0,0.0,0.43857430234651046,1.542,0.0,0.0,0.0,0.0,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.015958786010742188
7,30,10,NelderMead_nAGQ0,1111.7115396805752,0.020866988490762153,0.00038081337506585384,1.2845630645751953,0.6108831844281157,-0.41886059543260395,0.2644078160997185,0.11788810447600305,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.019947052001953125
7,30,10,NelderMead_nAGQ1,1111.6995254786705,0.0242909403678488,0.06127171285179761,9.01075291633606,0.6175649507168646,-0.42531111757712226,0.2741691570937772,0.22725321605101212,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.019947052001953125
7,30,10,Bobyqa_nAGQ0,1111.7115396805752,0.020866988490762153,0.00038081337506585384,1.287588119506836,0.6108831844281157,-0.41886059543260395,0.2644078160997185,0.11788810447600305,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.019947052001953125
7,30,10,Bobyqa_nAGQ1,1111.6991808636121,0.024130920706961604,0.06041468676083194,3.1775128841400146,0.6194515565112456,-0.4267713777044905,0.27469668180229706,0.2272774532427706,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.019947052001953125
7,30,10,nloptwrap_nAGQ0,1111.8407044765886,0.02077133893063841,0.0003644605531807354,0.50160813331604,0.6132452687042392,-0.4202743390508422,0.26523128436043264,0.11790341182870752,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.019947052001953125
7,30,10,nloptwrap_nAGQ1,1111.840691572561,0.02538244439917913,0.06342250546066112,1.1142120361328125,0.6132452687042392,-0.4202743390508422,0.27431737664247224,0.2264143335055435,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.019947052001953125
7,30,10,R: LRT,0.0,0.0,0.05763996849557144,0.31316113471984863,0.0,0.0,0.0,0.0,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.019947052001953125
7,30,10,JuliaAIC_NeldMeader_AGP0,1111.7115289378478,0.020868651285880627,0.00038068052660867203,5.183,0.6108875895927094,-0.418872883758744,0.26441316299932477,0.11788851765669324,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.019947052001953125
7,30,10,JuliaAIC_bobyqa_AGP0,1111.711528982511,0.020864265443965826,0.0003811152043487507,0.554,0.6194809391923917,-0.42689843697277685,0.26463680285715063,0.11809151443192963,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.019947052001953125
7,30,10,JuliaAIC_NeldMeader_AGP1,1111.699117538535,0.019238750552616455,0.0003003710633044083,10.762,0.6191836878562036,-0.426577295697919,0.26453632833117563,0.11808388498676613,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.019947052001953125
7,30,10,JuliaAIC_bobyqa_AGP1,1111.6991207245067,0.01925084096025135,0.0003032664262695049,3.766,0.6108718887527785,-0.4188338056684883,0.2643972930174669,0.1178874797687091,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.019947052001953125
7,30,10,JuliaLRT_Fast,0.0,0.0,0.053472680095444355,0.391,0.0,0.0,0.0,0.0,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.019947052001953125
7,30,10,JuliaLRT_Slow,0.0,0.0,0.05337220929047385,0.94,0.0,0.0,0.0,0.0,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.019947052001953125
8,30,10,NelderMead_nAGQ0,1084.2245154857928,0.1232216020875016,1.170825446641916e-5,1.578744888305664,0.45732558058578493,-0.45386251963790425,0.29669663202179475,0.10355181636237112,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.015958070755004883
8,30,10,NelderMead_nAGQ1,1084.2128778108015,0.11902283896226924,0.04891226439326898,7.972676992416382,0.4644945316440462,-0.45951370481652243,0.2979652586469912,0.23333200578205207,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.015958070755004883
8,30,10,Bobyqa_nAGQ0,1084.2245154857928,0.1232216020875016,1.170825446641916e-5,1.5727908611297607,0.45732558058578493,-0.45386251963790425,0.29669663202179475,0.10355181636237112,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.015958070755004883
8,30,10,Bobyqa_nAGQ1,1084.2125837520557,0.12063803754466072,0.04774484754314734,3.57344388961792,0.4636485317039838,-0.4619925627827055,0.2987231534587066,0.23337290225648555,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.015958070755004883
8,30,10,nloptwrap_nAGQ0,1084.2245213526844,0.1231731066394694,1.1664641727869771e-5,0.5305800437927246,0.4573182450971469,-0.4539547360149543,0.296653495088318,0.10355365621358244,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.015958070755004883
8,30,10,nloptwrap_nAGQ1,1084.2244720041979,0.12499771056724666,0.05112916576395503,1.1369259357452393,0.4573182450971469,-0.4539547360149543,0.29809617772585534,0.23275026232068502,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.015958070755004883
8,30,10,R: LRT,0.0,0.0,0.04681570661008764,0.47872114181518555,0.0,0.0,0.0,0.0,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,R,0.015958070755004883
8,30,10,JuliaAIC_NeldMeader_AGP0,1084.2244668242492,0.123227160113214,1.1702941218425526e-5,7.766,0.4573270559513208,-0.4538755096187979,0.2967019876167961,0.1035524447088009,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.015958070755004883
8,30,10,JuliaAIC_bobyqa_AGP0,1084.2244674259464,0.12321725976321132,1.1743767482484958e-5,0.84,0.46366254311135624,-0.46210048957735694,0.29693885494517336,0.1037336566636809,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.015958070755004883
8,30,10,JuliaAIC_NeldMeader_AGP1,1084.2125177854477,0.11841176201000576,8.401749377915827e-6,21.836,0.48772421597180404,-0.4471569499032116,0.2907409554777747,0.1033454104610033,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.015958070755004883
8,30,10,JuliaAIC_bobyqa_AGP1,1084.2266690973565,0.09344054058972304,1.512777439987161e-5,9.665,0.4573214068257429,-0.45378679424073537,0.2966904878936785,0.10355012235283327,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.015958070755004883
8,30,10,JuliaLRT_Fast,0.0,0.0,0.04681690253869885,1.124,0.0,0.0,0.0,0.0,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.015958070755004883
8,30,10,JuliaLRT_Slow,0.0,0.0,0.04710648997282555,4.026,0.0,0.0,0.0,0.0,2,5,8,-0.025,0.5,0,0.108,0.1,0.2,0.2,Julia,0.015958070755004883
