"","SD_ID_Intercept","SD_ID_Difference","SD_ID_CoI","SD_SV_Intercept","Label","SD_SV_Difference","SD_SV_CoI","Fixed_Effect_CoI","Fixed_Effect_Difference","Fixed_Effect_Interaction","AIC","SE_CoI","SE_Difference","SE_Interaction","Convergence"
"1",2,2,2,2,"0/0",2,2,0.329098008856178,0.572186047037477,-0.0492784860262007,10092.0853574544,0.0328521911093251,0.0261444016467259,0.0363490988743942,TRUE
"2",0.501854000376201,2,2,2,"1/0",2,2,0.54265228349237,0.96016259120336,-0.118292683424871,9479.02609347087,0.0351064589849585,0.0318436312796697,0.0377749092331769,TRUE
"3",0.536541334038123,0.15726673713719,2,2,"Diff/0",2,2,0.537655063730564,1.03052673058253,-0.187550776990158,9479.02609347087,0.0350879056164966,0.0612458178956038,0.0397972777912261,TRUE
"4",0.620763968883193,2,0.208860367301354,2,"Cond/0",2,2,0.515291626499402,1.05956837995992,-0.277477145923278,9479.02609347087,0.0731126152686555,0.0382191977367957,0.0495828457689838,TRUE
"5",0.601286707885943,0.15350653510591,0.164959177742726,2,"Diff+Cond/0",2,2,0.524786154621162,1.0875080587345,-0.280600268673307,9427.53287635437,0.0637495966468366,0.063836622364507,0.0494924681304778,TRUE
"6",2,2,2,0,"0/1",2,2,0.329097096738814,0.572188275476781,-0.0492803843949077,10094.0853574627,0.0731126152686555,0.0260049605378511,0.0495828457689838,TRUE
"7",0.503722403088892,2,2,0.0343284690507411,"1/1",2,2,0.545929447640526,0.962692376146469,-0.115227544886587,9478.40462755684,0.0351895030788511,0.0319031306144286,0.0378491384945906,TRUE
"8",0.540960866586877,0.16134880056774,2,0.0453941112209919,"Diff/1",2,2,0.541628277457594,1.03636070298185,-0.186114135273605,9434.16281766521,0.035160965953071,0.0622889223293934,0.0398339717100046,TRUE
"9",0.620918611123483,0.206236895774271,0.206236895774271,0.0301462127730449,"Cond/1",2,2,0.518348035179972,1.06054456627196,-0.272859605230699,9457.73108267525,0.0724741181535107,0.0382297823196117,0.049706261614271,TRUE
"10",0.601541497353093,0.157121150707556,0.158383558093662,0.0402815468951776,"Diff+Cond/1",2,2,0.528994975357959,1.08983552878165,-0.274489855080163,9425.83981043197,0.0622382132009624,0.0646548272487323,0.0495888626983144,TRUE
"11",2,2,2,0,"0/Diff",0.113113600378668,2,0.343441839931995,0.600545483815023,-0.0410340642287206,10072.8706399669,0.0330303280490511,0.0579545341532193,0.0362079533701308,FALSE
"12",0.530676971621664,2,2,0,"1/Diff",0.201599816971512,2,0.581416751194229,1.03228906276286,-0.107119200167638,9404.22985611114,0.0355639263304431,0.095183491934275,0.0376258106561006,FALSE
"13",0.577608609911344,0.16627780470741,2,0,"Diff/Diff",0.208729919764632,2,0.575678757051467,1.11255345220432,-0.185858078861116,9357.21107051938,0.0355085905404622,0.113356519677641,0.0397217300697872,FALSE
"14",0.646086718790627,0.203202439182419,0.203202439182419,0,"Cond/Diff",0.200186296103334,2,0.554251029037925,1.12763817729525,-0.261155651635615,9384.36496624205,0.0716479238411706,0.0968809647249464,0.0494295028301368,FALSE
"15",0.636032365856609,0.159588489715636,0.148947747020295,0,"Diff+Cond/Diff",0.205648967653434,2,0.563317497603504,1.16206302116048,-0.269188253027286,9350.58740823573,0.0600338969870886,0.112868260365096,0.0492883430825474,FALSE
"16",2,2,2,0.0347953726176771,"0/Cond",2,0.0658772482186914,0.331195904301627,0.572377694556625,-0.0467910999685379,10095.6235513407,0.0491755088790106,0.0260166158658353,0.0365214232547228,TRUE
"17",0.506329068957776,2,2,0.0385476477512722,"1/Cond",2,0.105110463603587,0.553192786187667,0.964348099949441,-0.108145304157572,9475.52809972702,0.0630509918501319,0.0319192000804764,0.0380245105211781,TRUE
"18",0.543230151681325,0.160218176536364,2,0.0379429040119615,"Diff/Cond",2,0.0991059667315238,0.548142867600523,1.03770368629332,-0.179825694273916,9431.98204328372,0.0611268059833486,0.0620544786241981,0.0400204607566269,TRUE
"19",0.621070744566733,0.202886614295067,0.202886614295067,0.0403429774448355,"Cond/Cond",2,0.0989168580861539,0.525219047800986,1.06046951796914,-0.264108410303116,9455.85133694092,0.0877458229405664,0.0382363936488783,0.0499870623472649,TRUE
"20",0.601836488171652,0.15696634456232,0.156544253613822,0.0381304826065891,"Diff+Cond/Cond",2,0.0964655530806989,0.535719050628902,1.0900199203441,-0.266432467132094,9424.1678408236,0.0793068108263627,0.0646342284484249,0.0498457249078307,TRUE
"21",2,2,2,0.0286287097004629,"0/Diff+Cond",0.117441214861132,0.0328074166566714,0.342969678638651,0.602159776477159,-0.0429210164887003,10077.7293208993,0.0395136595461512,0.0598181608118236,0.0363289571080856,TRUE
"22",0.530805337754415,2,2,0.0343254959572003,"1/Diff+Cond",0.208695381602611,0.0383330240566303,0.580926400193224,1.03501071455585,-0.109663872660094,9408.6207846317,0.0425430445192316,0.098256534657673,0.0377565033347239,TRUE
"23",0.578424821072101,0.167284843729936,2,0.0388085198349437,"Diff/Diff+Cond",0.214237168964897,0.0437555188839271,0.575536207613326,1.11588866159287,-0.188596206575777,9361.36735154916,0.0435385268988692,0.115596846798441,0.0398332136020384,TRUE
"24",0.647901302446208,0.206167550333485,0.206167550333485,0.0368613794630706,"Cond/Diff+Cond",0.210830023770526,0.0449255814662504,0.553178272826489,1.13272905416087,-0.266843967284186,9388.12546103647,0.077164319124244,0.101364240053826,0.0496468441394377,TRUE
"25",0.637484750419883,0.159907055035254,0.150416647062531,0.0392101668792268,"Diff+Cond/Diff+Cond",0.213793212565743,0.048402337654149,0.562700655867851,1.16660130411402,-0.273504327887839,9354.49867751292,0.0666257799974061,0.116236119865693,0.0494817889020495,TRUE
