n,ConditionsOfInterest,StandardValue1,StandardValue2,reps,PSE_Difference,JND_Difference,Multiplicator_PSE_Standard,Multiplicator_SD_Standard,SD_ResponseFunction,Mean_Variability_Between,SD_Variability_Between,power_Accuracy,power_Precision,power_Accuracy_Twolevel,power_Precision_Twolevel,power_Accuracy_ANOVA,power_Precision_ANOVA,Duration
18,2,5,8,40,-0.05,0.1,0,0.108,0.1,0.1,0.1,1.0,0.05,1.0,0.21,0.01,0.05,450454 milliseconds
20,2,5,8,40,-0.05,0.1,0,0.108,0.1,0.1,0.1,1.0,0.04,1.0,0.19,0.03,0.03,500468 milliseconds
10,2,5,8,40,-0.025,-0.1,0,0.108,0.1,0.1,0.1,0.86,0.16,0.56,0.19,0.0,0.04,229881 milliseconds
12,2,5,8,40,-0.025,-0.1,0,0.108,0.1,0.1,0.1,0.83,0.16,0.62,0.25,0.0,0.03,277344 milliseconds
14,2,5,8,40,-0.025,-0.1,0,0.108,0.1,0.1,0.1,0.96,0.11,0.82,0.19,0.0,0.01,331439 milliseconds
16,2,5,8,40,-0.025,-0.1,0,0.108,0.1,0.1,0.1,0.97,0.16,0.74,0.22,0.0,0.03,417823 milliseconds
18,2,5,8,40,-0.025,-0.1,0,0.108,0.1,0.1,0.1,0.99,0.18,0.86,0.2,0.0,0.03,467671 milliseconds
20,2,5,8,40,-0.025,-0.1,0,0.108,0.1,0.1,0.1,0.98,0.26,0.93,0.2,0.0,0.03,526874 milliseconds
10,2,5,8,40,-0.025,-0.05,0,0.108,0.1,0.1,0.1,0.74,0.07,0.57,0.05,0.0,0.0,228687 milliseconds
12,2,5,8,40,-0.025,-0.05,0,0.108,0.1,0.1,0.1,0.8,0.06,0.56,0.11,0.0,0.01,272607 milliseconds
14,2,5,8,40,-0.025,-0.05,0,0.108,0.1,0.1,0.1,0.92,0.09,0.81,0.09,0.0,0.02,325386 milliseconds
16,2,5,8,40,-0.025,-0.05,0,0.108,0.1,0.1,0.1,0.96,0.05,0.76,0.08,0.0,0.01,408876 milliseconds
18,2,5,8,40,-0.025,-0.05,0,0.108,0.1,0.1,0.1,0.96,0.07,0.8,0.08,0.0,0.01,461674 milliseconds
20,2,5,8,40,-0.025,-0.05,0,0.108,0.1,0.1,0.1,0.99,0.08,0.87,0.08,0.0,0.01,507546 milliseconds
10,2,5,8,40,-0.025,0.0,0,0.108,0.1,0.1,0.1,0.8,0.04,0.59,0.08,0.0,0.01,230360 milliseconds
12,2,5,8,40,-0.025,0.0,0,0.108,0.1,0.1,0.1,0.86,0.1,0.68,0.11,0.0,0.03,274351 milliseconds
14,2,5,8,40,-0.025,0.0,0,0.108,0.1,0.1,0.1,0.85,0.07,0.7,0.05,0.0,0.02,322874 milliseconds
16,2,5,8,40,-0.025,0.0,0,0.108,0.1,0.1,0.1,0.9,0.08,0.69,0.05,0.0,0.02,407659 milliseconds
18,2,5,8,40,-0.025,0.0,0,0.108,0.1,0.1,0.1,0.93,0.05,0.8,0.03,0.0,0.0,458972 milliseconds
20,2,5,8,40,-0.025,0.0,0,0.108,0.1,0.1,0.1,0.98,0.04,0.84,0.04,0.0,0.0,507782 milliseconds
10,2,5,8,40,-0.025,0.05,0,0.108,0.1,0.1,0.1,0.72,0.07,0.5,0.04,0.0,0.01,224445 milliseconds
12,2,5,8,40,-0.025,0.05,0,0.108,0.1,0.1,0.1,0.86,0.03,0.63,0.1,0.0,0.01,276208 milliseconds
14,2,5,8,40,-0.025,0.05,0,0.108,0.1,0.1,0.1,0.86,0.08,0.73,0.12,0.0,0.02,321453 milliseconds
16,2,5,8,40,-0.025,0.05,0,0.108,0.1,0.1,0.1,0.9,0.09,0.75,0.14,0.0,0.03,425887 milliseconds
18,2,5,8,40,-0.025,0.05,0,0.108,0.1,0.1,0.1,0.95,0.04,0.83,0.1,0.0,0.0,467377 milliseconds
20,2,5,8,40,-0.025,0.05,0,0.108,0.1,0.1,0.1,0.97,0.09,0.86,0.08,0.0,0.02,510473 milliseconds
10,2,5,8,40,-0.025,0.1,0,0.108,0.1,0.1,0.1,0.74,0.06,0.57,0.11,0.0,0.03,224693 milliseconds
12,2,5,8,40,-0.025,0.1,0,0.108,0.1,0.1,0.1,0.84,0.03,0.64,0.06,0.0,0.0,274000 milliseconds
14,2,5,8,40,-0.025,0.1,0,0.108,0.1,0.1,0.1,0.86,0.08,0.71,0.21,0.0,0.04,321968 milliseconds
16,2,5,8,40,-0.025,0.1,0,0.108,0.1,0.1,0.1,0.89,0.05,0.77,0.21,0.0,0.06,392250 milliseconds
18,2,5,8,40,-0.025,0.1,0,0.108,0.1,0.1,0.1,0.95,0.1,0.84,0.29,0.0,0.03,447438 milliseconds
20,2,5,8,40,-0.025,0.1,0,0.108,0.1,0.1,0.1,0.96,0.12,0.85,0.23,0.0,0.02,504718 milliseconds
10,2,5,8,40,0.0,-0.1,0,0.108,0.1,0.1,0.1,0.03,0.06,0.02,0.14,0.0,0.04,238738 milliseconds
12,2,5,8,40,0.0,-0.1,0,0.108,0.1,0.1,0.1,0.04,0.12,0.01,0.25,0.0,0.05,301150 milliseconds
14,2,5,8,40,0.0,-0.1,0,0.108,0.1,0.1,0.1,0.04,0.08,0.02,0.21,0.0,0.01,72528702 milliseconds
16,2,5,8,40,0.0,-0.1,0,0.108,0.1,0.1,0.1,0.03,0.1,0.01,0.3,0.0,0.05,1252203 milliseconds
18,2,5,8,40,0.0,-0.1,0,0.108,0.1,0.1,0.1,0.07,0.1,0.02,0.24,0.0,0.02,7823224 milliseconds
20,2,5,8,40,0.0,-0.1,0,0.108,0.1,0.1,0.1,0.05,0.16,0.0,0.26,0.0,0.02,602459 milliseconds
10,2,5,8,40,0.0,-0.05,0,0.108,0.1,0.1,0.1,0.08,0.05,0.02,0.07,0.0,0.0,247807 milliseconds
12,2,5,8,40,0.0,-0.05,0,0.108,0.1,0.1,0.1,0.07,0.08,0.03,0.09,0.0,0.04,324922 milliseconds
14,2,5,8,40,0.0,-0.05,0,0.108,0.1,0.1,0.1,0.01,0.04,0.0,0.05,0.0,0.01,353159 milliseconds
16,2,5,8,40,0.0,-0.05,0,0.108,0.1,0.1,0.1,0.05,0.04,0.01,0.06,0.0,0.01,434578 milliseconds
18,2,5,8,40,0.0,-0.05,0,0.108,0.1,0.1,0.1,0.06,0.09,0.01,0.11,0.0,0.01,496064 milliseconds
20,2,5,8,40,0.0,-0.05,0,0.108,0.1,0.1,0.1,0.05,0.07,0.02,0.08,0.0,0.01,634494 milliseconds
10,2,5,8,40,0.0,0.0,0,0.108,0.1,0.1,0.1,0.02,0.05,0.01,0.07,0.0,0.02,384036 milliseconds
12,2,5,8,40,0.0,0.0,0,0.108,0.1,0.1,0.1,0.05,0.05,0.01,0.08,0.0,0.01,308476 milliseconds
14,2,5,8,40,0.0,0.0,0,0.108,0.1,0.1,0.1,0.06,0.04,0.04,0.03,0.0,0.0,353537 milliseconds
16,2,5,8,40,0.0,0.0,0,0.108,0.1,0.1,0.1,0.04,0.07,0.02,0.08,0.0,0.02,448213 milliseconds
18,2,5,8,40,0.0,0.0,0,0.108,0.1,0.1,0.1,0.03,0.12,0.0,0.09,0.0,0.03,509589 milliseconds
20,2,5,8,40,0.0,0.0,0,0.108,0.1,0.1,0.1,0.04,0.03,0.02,0.08,0.0,0.01,637813 milliseconds
10,2,5,8,40,0.0,0.05,0,0.108,0.1,0.1,0.1,0.03,0.05,0.02,0.12,0.0,0.02,254765 milliseconds
12,2,5,8,40,0.0,0.05,0,0.108,0.1,0.1,0.1,0.05,0.04,0.0,0.1,0.0,0.01,308362 milliseconds
14,2,5,8,40,0.0,0.05,0,0.108,0.1,0.1,0.1,0.04,0.1,0.0,0.11,0.0,0.01,356140 milliseconds
16,2,5,8,40,0.0,0.05,0,0.108,0.1,0.1,0.1,0.05,0.04,0.0,0.09,0.0,0.0,444390 milliseconds
18,2,5,8,40,0.0,0.05,0,0.108,0.1,0.1,0.1,0.03,0.08,0.0,0.1,0.0,0.03,497135 milliseconds
20,2,5,8,40,0.0,0.05,0,0.108,0.1,0.1,0.1,0.03,0.05,0.0,0.08,0.0,0.0,551961 milliseconds
10,2,5,8,40,0.0,0.1,0,0.108,0.1,0.1,0.1,0.02,0.07,0.0,0.1,0.0,0.02,247703 milliseconds
12,2,5,8,40,0.0,0.1,0,0.108,0.1,0.1,0.1,0.06,0.11,0.01,0.21,0.0,0.04,295020 milliseconds
14,2,5,8,40,0.0,0.1,0,0.108,0.1,0.1,0.1,0.05,0.07,0.0,0.18,0.0,0.01,345486 milliseconds
16,2,5,8,40,0.0,0.1,0,0.108,0.1,0.1,0.1,0.05,0.17,0.01,0.22,0.0,0.05,428828 milliseconds
18,2,5,8,40,0.0,0.1,0,0.108,0.1,0.1,0.1,0.04,0.13,0.0,0.18,0.0,0.01,496867 milliseconds
20,2,5,8,40,0.0,0.1,0,0.108,0.1,0.1,0.1,0.03,0.1,0.01,0.2,0.0,0.03,552896 milliseconds
10,2,5,8,40,0.025,-0.1,0,0.108,0.1,0.1,0.1,0.77,0.05,0.5,0.17,0.0,0.01,254862 milliseconds
12,2,5,8,40,0.025,-0.1,0,0.108,0.1,0.1,0.1,0.84,0.09,0.63,0.25,0.0,0.05,303145 milliseconds
14,2,5,8,40,0.025,-0.1,0,0.108,0.1,0.1,0.1,0.88,0.05,0.64,0.24,0.0,0.02,361075 milliseconds
16,2,5,8,40,0.025,-0.1,0,0.108,0.1,0.1,0.1,0.96,0.06,0.79,0.21,0.0,0.03,447061 milliseconds
18,2,5,8,40,0.025,-0.1,0,0.108,0.1,0.1,0.1,0.94,0.11,0.82,0.31,0.0,0.02,523403 milliseconds
20,2,5,8,40,0.025,-0.1,0,0.108,0.1,0.1,0.1,0.94,0.06,0.83,0.24,0.0,0.05,577162 milliseconds
10,2,5,8,40,0.025,-0.05,0,0.108,0.1,0.1,0.1,0.76,0.07,0.52,0.11,0.0,0.01,262746 milliseconds
12,2,5,8,40,0.025,-0.05,0,0.108,0.1,0.1,0.1,0.86,0.06,0.63,0.06,0.0,0.0,307363 milliseconds
14,2,5,8,40,0.025,-0.05,0,0.108,0.1,0.1,0.1,0.87,0.04,0.68,0.12,0.0,0.01,364874 milliseconds
16,2,5,8,40,0.025,-0.05,0,0.108,0.1,0.1,0.1,0.89,0.05,0.78,0.11,0.0,0.03,445983 milliseconds
18,2,5,8,40,0.025,-0.05,0,0.108,0.1,0.1,0.1,0.97,0.02,0.89,0.09,0.0,0.0,501734 milliseconds
20,2,5,8,40,0.025,-0.05,0,0.108,0.1,0.1,0.1,0.98,0.04,0.84,0.06,0.0,0.02,558899 milliseconds
10,2,5,8,40,0.025,0.0,0,0.108,0.1,0.1,0.1,0.75,0.06,0.56,0.09,0.0,0.0,254280 milliseconds
12,2,5,8,40,0.025,0.0,0,0.108,0.1,0.1,0.1,0.9,0.04,0.64,0.08,0.0,0.02,301967 milliseconds
14,2,5,8,40,0.025,0.0,0,0.108,0.1,0.1,0.1,0.92,0.07,0.73,0.08,0.0,0.0,354787 milliseconds
16,2,5,8,40,0.025,0.0,0,0.108,0.1,0.1,0.1,0.91,0.02,0.74,0.05,0.0,0.0,447947 milliseconds
18,2,5,8,40,0.025,0.0,0,0.108,0.1,0.1,0.1,0.96,0.05,0.81,0.05,0.0,0.0,498526 milliseconds
20,2,5,8,40,0.025,0.0,0,0.108,0.1,0.1,0.1,0.97,0.06,0.82,0.06,0.0,0.0,572023 milliseconds
10,2,5,8,40,0.025,0.05,0,0.108,0.1,0.1,0.1,0.7,0.09,0.54,0.13,0.0,0.01,247921 milliseconds
12,2,5,8,40,0.025,0.05,0,0.108,0.1,0.1,0.1,0.77,0.04,0.69,0.09,0.0,0.01,299311 milliseconds
14,2,5,8,40,0.025,0.05,0,0.108,0.1,0.1,0.1,0.86,0.11,0.74,0.08,0.0,0.0,341831 milliseconds
16,2,5,8,40,0.025,0.05,0,0.108,0.1,0.1,0.1,0.9,0.04,0.78,0.02,0.0,0.0,433390 milliseconds
18,2,5,8,40,0.025,0.05,0,0.108,0.1,0.1,0.1,0.9,0.14,0.81,0.14,0.0,0.0,484920 milliseconds
20,2,5,8,40,0.025,0.05,0,0.108,0.1,0.1,0.1,0.95,0.14,0.86,0.15,0.0,0.03,557638 milliseconds
10,2,5,8,40,0.025,0.1,0,0.108,0.1,0.1,0.1,0.7,0.15,0.57,0.16,0.0,0.01,245893 milliseconds
12,2,5,8,40,0.025,0.1,0,0.108,0.1,0.1,0.1,0.76,0.15,0.62,0.18,0.0,0.0,293879 milliseconds
14,2,5,8,40,0.025,0.1,0,0.108,0.1,0.1,0.1,0.88,0.1,0.66,0.17,0.0,0.0,348830 milliseconds
16,2,5,8,40,0.025,0.1,0,0.108,0.1,0.1,0.1,0.91,0.07,0.79,0.16,0.0,0.03,431704 milliseconds
18,2,5,8,40,0.025,0.1,0,0.108,0.1,0.1,0.1,0.93,0.12,0.81,0.22,0.0,0.02,494883 milliseconds
20,2,5,8,40,0.025,0.1,0,0.108,0.1,0.1,0.1,0.95,0.2,0.8,0.23,0.0,0.02,559625 milliseconds
10,2,5,8,40,0.05,-0.1,0,0.108,0.1,0.1,0.1,1.0,0.05,0.99,0.2,0.0,0.03,253526 milliseconds
12,2,5,8,40,0.05,-0.1,0,0.108,0.1,0.1,0.1,1.0,0.04,1.0,0.2,0.01,0.02,306219 milliseconds
14,2,5,8,40,0.05,-0.1,0,0.108,0.1,0.1,0.1,1.0,0.05,1.0,0.24,0.0,0.08,362142 milliseconds
16,2,5,8,40,0.05,-0.1,0,0.108,0.1,0.1,0.1,1.0,0.02,1.0,0.22,0.0,0.04,451669 milliseconds
18,2,5,8,40,0.05,-0.1,0,0.108,0.1,0.1,0.1,1.0,0.03,1.0,0.28,0.0,0.09,501495 milliseconds
20,2,5,8,40,0.05,-0.1,0,0.108,0.1,0.1,0.1,1.0,0.06,1.0,0.3,0.02,0.02,567161 milliseconds
10,2,5,8,40,0.05,-0.05,0,0.108,0.1,0.1,0.1,1.0,0.07,0.99,0.05,0.01,0.03,256229 milliseconds
12,2,5,8,40,0.05,-0.05,0,0.108,0.1,0.1,0.1,1.0,0.07,0.99,0.07,0.0,0.01,309145 milliseconds
14,2,5,8,40,0.05,-0.05,0,0.108,0.1,0.1,0.1,1.0,0.08,1.0,0.11,0.01,0.03,358319 milliseconds
16,2,5,8,40,0.05,-0.05,0,0.108,0.1,0.1,0.1,1.0,0.06,1.0,0.09,0.0,0.01,436283 milliseconds
18,2,5,8,40,0.05,-0.05,0,0.108,0.1,0.1,0.1,1.0,0.06,1.0,0.09,0.01,0.0,519148 milliseconds
20,2,5,8,40,0.05,-0.05,0,0.108,0.1,0.1,0.1,1.0,0.04,1.0,0.13,0.01,0.02,552108 milliseconds
10,2,5,8,40,0.05,0.0,0,0.108,0.1,0.1,0.1,1.0,0.11,1.0,0.03,0.01,0.02,251306 milliseconds
12,2,5,8,40,0.05,0.0,0,0.108,0.1,0.1,0.1,1.0,0.1,1.0,0.06,0.0,0.01,308029 milliseconds
14,2,5,8,40,0.05,0.0,0,0.108,0.1,0.1,0.1,1.0,0.06,1.0,0.04,0.0,0.01,356593 milliseconds
16,2,5,8,40,0.05,0.0,0,0.108,0.1,0.1,0.1,1.0,0.07,1.0,0.11,0.02,0.0,435974 milliseconds
18,2,5,8,40,0.05,0.0,0,0.108,0.1,0.1,0.1,1.0,0.04,1.0,0.04,0.0,0.01,505971 milliseconds
20,2,5,8,40,0.05,0.0,0,0.108,0.1,0.1,0.1,1.0,0.06,1.0,0.03,0.01,0.01,556531 milliseconds
10,2,5,8,40,0.05,0.05,0,0.108,0.1,0.1,0.1,1.0,0.08,0.97,0.05,0.01,0.0,250378 milliseconds
12,2,5,8,40,0.05,0.05,0,0.108,0.1,0.1,0.1,1.0,0.1,1.0,0.07,0.0,0.0,300852 milliseconds
14,2,5,8,40,0.05,0.05,0,0.108,0.1,0.1,0.1,1.0,0.15,1.0,0.09,0.0,0.01,360834 milliseconds
16,2,5,8,40,0.05,0.05,0,0.108,0.1,0.1,0.1,1.0,0.1,1.0,0.06,0.0,0.0,440252 milliseconds
18,2,5,8,40,0.05,0.05,0,0.108,0.1,0.1,0.1,1.0,0.17,1.0,0.11,0.02,0.0,493396 milliseconds
20,2,5,8,40,0.05,0.05,0,0.108,0.1,0.1,0.1,1.0,0.2,1.0,0.07,0.02,0.01,569704 milliseconds
10,2,5,8,40,0.05,0.1,0,0.108,0.1,0.1,0.1,1.0,0.17,1.0,0.17,0.01,0.04,237995 milliseconds
12,2,5,8,40,0.05,0.1,0,0.108,0.1,0.1,0.1,1.0,0.19,1.0,0.17,0.01,0.01,291022 milliseconds
14,2,5,8,40,0.05,0.1,0,0.108,0.1,0.1,0.1,1.0,0.11,1.0,0.11,0.01,0.01,338644 milliseconds
16,2,5,8,40,0.05,0.1,0,0.108,0.1,0.1,0.1,1.0,0.21,1.0,0.14,0.01,0.03,423203 milliseconds
18,2,5,8,40,0.05,0.1,0,0.108,0.1,0.1,0.1,1.0,0.26,1.0,0.17,0.0,0.02,483349 milliseconds
20,2,5,8,40,0.05,0.1,0,0.108,0.1,0.1,0.1,1.0,0.25,1.0,0.19,0.03,0.02,540557 milliseconds
10,2,5,8,70,-0.05,-0.1,0,0.108,0.1,0.1,0.1,1.0,0.17,1.0,0.22,0.0,0.01,333416 milliseconds
12,2,5,8,70,-0.05,-0.1,0,0.108,0.1,0.1,0.1,1.0,0.41,1.0,0.39,0.0,0.05,415565 milliseconds
14,2,5,8,70,-0.05,-0.1,0,0.108,0.1,0.1,0.1,1.0,0.38,1.0,0.32,0.0,0.04,509647 milliseconds
16,2,5,8,70,-0.05,-0.1,0,0.108,0.1,0.1,0.1,1.0,0.4,1.0,0.35,0.0,0.03,595691 milliseconds
18,2,5,8,70,-0.05,-0.1,0,0.108,0.1,0.1,0.1,1.0,0.4,1.0,0.36,0.01,0.04,655900 milliseconds
20,2,5,8,70,-0.05,-0.1,0,0.108,0.1,0.1,0.1,1.0,0.49,1.0,0.39,0.0,0.06,756886 milliseconds
10,2,5,8,70,-0.05,-0.05,0,0.108,0.1,0.1,0.1,1.0,0.14,1.0,0.11,0.0,0.02,311888 milliseconds
12,2,5,8,70,-0.05,-0.05,0,0.108,0.1,0.1,0.1,1.0,0.18,1.0,0.1,0.01,0.01,421473 milliseconds
14,2,5,8,70,-0.05,-0.05,0,0.108,0.1,0.1,0.1,1.0,0.16,1.0,0.11,0.0,0.02,499949 milliseconds
16,2,5,8,70,-0.05,-0.05,0,0.108,0.1,0.1,0.1,1.0,0.23,1.0,0.08,0.02,0.0,585429 milliseconds
18,2,5,8,70,-0.05,-0.05,0,0.108,0.1,0.1,0.1,1.0,0.27,1.0,0.14,0.03,0.02,651530 milliseconds
20,2,5,8,70,-0.05,-0.05,0,0.108,0.1,0.1,0.1,1.0,0.32,1.0,0.2,0.0,0.03,779779 milliseconds
10,2,5,8,70,-0.05,0.0,0,0.108,0.1,0.1,0.1,1.0,0.07,1.0,0.05,0.01,0.0,326776 milliseconds
12,2,5,8,70,-0.05,0.0,0,0.108,0.1,0.1,0.1,1.0,0.11,1.0,0.08,0.01,0.01,424347 milliseconds
14,2,5,8,70,-0.05,0.0,0,0.108,0.1,0.1,0.1,1.0,0.13,1.0,0.07,0.0,0.01,500546 milliseconds
16,2,5,8,70,-0.05,0.0,0,0.108,0.1,0.1,0.1,1.0,0.13,1.0,0.03,0.01,0.01,574507 milliseconds
18,2,5,8,70,-0.05,0.0,0,0.108,0.1,0.1,0.1,1.0,0.14,1.0,0.06,0.02,0.0,674793 milliseconds
20,2,5,8,70,-0.05,0.0,0,0.108,0.1,0.1,0.1,1.0,0.08,1.0,0.03,0.02,0.01,731986 milliseconds
10,2,5,8,70,-0.05,0.05,0,0.108,0.1,0.1,0.1,1.0,0.06,1.0,0.09,0.01,0.03,326474 milliseconds
12,2,5,8,70,-0.05,0.05,0,0.108,0.1,0.1,0.1,1.0,0.05,1.0,0.12,0.0,0.03,425666 milliseconds
14,2,5,8,70,-0.05,0.05,0,0.108,0.1,0.1,0.1,1.0,0.01,1.0,0.07,0.02,0.01,491594 milliseconds
16,2,5,8,70,-0.05,0.05,0,0.108,0.1,0.1,0.1,1.0,0.05,1.0,0.11,0.0,0.01,580655 milliseconds
18,2,5,8,70,-0.05,0.05,0,0.108,0.1,0.1,0.1,1.0,0.03,1.0,0.08,0.0,0.01,664094 milliseconds
20,2,5,8,70,-0.05,0.05,0,0.108,0.1,0.1,0.1,1.0,0.05,1.0,0.18,0.0,0.01,711218 milliseconds
10,2,5,8,70,-0.05,0.1,0,0.108,0.1,0.1,0.1,1.0,0.09,1.0,0.22,0.02,0.03,325766 milliseconds
12,2,5,8,70,-0.05,0.1,0,0.108,0.1,0.1,0.1,1.0,0.04,1.0,0.27,0.0,0.07,419952 milliseconds
14,2,5,8,70,-0.05,0.1,0,0.108,0.1,0.1,0.1,1.0,0.04,1.0,0.3,0.0,0.03,491515 milliseconds
16,2,5,8,70,-0.05,0.1,0,0.108,0.1,0.1,0.1,1.0,0.08,1.0,0.3,0.0,0.02,584908 milliseconds
18,2,5,8,70,-0.05,0.1,0,0.108,0.1,0.1,0.1,1.0,0.09,1.0,0.25,0.01,0.02,671000 milliseconds
20,2,5,8,70,-0.05,0.1,0,0.108,0.1,0.1,0.1,1.0,0.06,1.0,0.4,0.0,0.07,736438 milliseconds
10,2,5,8,70,-0.025,-0.1,0,0.108,0.1,0.1,0.1,0.98,0.18,0.69,0.28,0.0,0.03,353499 milliseconds
12,2,5,8,70,-0.025,-0.1,0,0.108,0.1,0.1,0.1,1.0,0.21,0.82,0.32,0.0,0.05,437422 milliseconds
14,2,5,8,70,-0.025,-0.1,0,0.108,0.1,0.1,0.1,0.99,0.19,0.92,0.27,0.0,0.01,533905 milliseconds
16,2,5,8,70,-0.025,-0.1,0,0.108,0.1,0.1,0.1,1.0,0.28,0.95,0.35,0.0,0.06,610565 milliseconds
18,2,5,8,70,-0.025,-0.1,0,0.108,0.1,0.1,0.1,1.0,0.22,0.93,0.37,0.0,0.03,691030 milliseconds
20,2,5,8,70,-0.025,-0.1,0,0.108,0.1,0.1,0.1,1.0,0.26,0.98,0.31,0.0,0.04,777548 milliseconds
10,2,5,8,70,-0.025,-0.05,0,0.108,0.1,0.1,0.1,0.94,0.07,0.76,0.09,0.0,0.04,334533 milliseconds
12,2,5,8,70,-0.025,-0.05,0,0.108,0.1,0.1,0.1,0.98,0.11,0.87,0.15,0.0,0.02,428180 milliseconds
14,2,5,8,70,-0.025,-0.05,0,0.108,0.1,0.1,0.1,1.0,0.17,0.9,0.13,0.0,0.03,518777 milliseconds
16,2,5,8,70,-0.025,-0.05,0,0.108,0.1,0.1,0.1,1.0,0.12,0.96,0.12,0.0,0.02,575187 milliseconds
18,2,5,8,70,-0.025,-0.05,0,0.108,0.1,0.1,0.1,1.0,0.2,0.98,0.16,0.0,0.02,697758 milliseconds
20,2,5,8,70,-0.025,-0.05,0,0.108,0.1,0.1,0.1,1.0,0.13,0.97,0.12,0.0,0.0,772976 milliseconds
10,2,5,8,70,-0.025,0.0,0,0.108,0.1,0.1,0.1,0.92,0.09,0.7,0.04,0.0,0.0,333256 milliseconds
12,2,5,8,70,-0.025,0.0,0,0.108,0.1,0.1,0.1,1.0,0.03,0.77,0.05,0.0,0.01,440780 milliseconds
14,2,5,8,70,-0.025,0.0,0,0.108,0.1,0.1,0.1,0.99,0.05,0.85,0.06,0.0,0.02,519231 milliseconds
