nIteration,n,reps,DurationGLMM_NeldMeader_AGP0,AIC_NeldMeader_AGP0,Pvalues_NeldMeader_AGP0_Accuracy,Pvalues_NeldMeader_AGP0_Precision,DurationGLMM_bobyqa_AGP0,AIC_bobyqa_AGP0,Pvalues_bobyqa_AGP0_Accuracy,Pvalues_bobyqa_AGP0_Precision,ConditionsOfInterest,StandardValue1,StandardValue2,PSE_Difference,JND_Difference,Multiplicator_PSE_Standard,Multiplicator_SD_Standard,SD_ResponseFunction,Mean_Variability_Between,SD_Variability_Between
14,14,60,47110 milliseconds,4217.780614244517,2.72773560195471e-10,0.00010113018323953816,5159 milliseconds,4217.780614701864,2.721234629725305e-10,0.00010114820029252474,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
15,14,60,22367 milliseconds,4160.744776331107,2.0761682044126767e-10,2.2416954509504833e-8,5512 milliseconds,4160.270210404343,1.6369242693477283e-11,3.79672319833763e-9,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
16,14,60,55462 milliseconds,3965.41305839416,2.6247901393905563e-11,1.7846763791930674e-5,3086 milliseconds,3965.415088434494,2.5769541360394397e-11,1.792640248082185e-5,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
17,14,60,59592 milliseconds,4139.566722358454,1.6072062300998755e-12,0.0011883296257663655,2348 milliseconds,4139.566723066255,1.5820748725791967e-12,0.0011881090741851642,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
18,14,60,42760 milliseconds,3973.02868971355,8.365750013729542e-9,0.047795242073730745,5126 milliseconds,3966.6849056318665,8.036325132480823e-11,0.002178184605346619,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
19,14,60,40636 milliseconds,3949.8239419942997,6.2499589763841365e-12,3.224724529040859e-6,3596 milliseconds,3949.823943245898,6.309539812639588e-12,3.2249184008916534e-6,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
20,14,60,36753 milliseconds,3953.231420794775,7.685650815563277e-13,3.6521276918831393e-6,2967 milliseconds,3953.231582560987,7.130607791346186e-13,3.6360080485934215e-6,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
21,14,60,27064 milliseconds,4185.97376696129,8.256800771207092e-12,1.5535415783892328e-5,2448 milliseconds,4185.973766967927,8.254471639651583e-12,1.553294312925345e-5,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
22,14,60,47812 milliseconds,4120.577109225493,2.0851242208918614e-11,4.964145567756444e-12,3503 milliseconds,4120.5771123310315,2.1170205532080906e-11,4.963274637970751e-12,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
23,14,60,61489 milliseconds,4262.318296359738,5.7425569714889795e-11,0.008625287041847897,2852 milliseconds,4256.860473391349,5.997008461774471e-15,0.0003138885766879262,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
24,14,60,39299 milliseconds,4118.043781661949,3.2438925013630306e-13,0.014595806737098115,1603 milliseconds,4118.066184987904,2.928074001391063e-13,0.014216475865532383,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
25,14,60,95148 milliseconds,4172.29574061606,1.062937063024033e-13,6.16826910941296e-15,2829 milliseconds,4172.295740721912,1.0706733028718729e-13,6.1730033078256226e-15,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
1,16,60,51363 milliseconds,4238.873497828675,5.722531962947786e-17,2.2611794557706472e-8,2137 milliseconds,4238.873497399039,5.69767618613879e-17,2.2632398340647622e-8,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
2,16,60,44278 milliseconds,4058.662644228543,2.8195258140408227e-15,4.850160121826172e-5,2968 milliseconds,4058.6626443854298,2.8272282499638906e-15,4.850668250279481e-5,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
3,16,60,20269 milliseconds,4180.3883987938325,7.889915910703395e-13,0.00016426918004910609,2876 milliseconds,4180.388398164471,7.900548511735786e-13,0.00016429512636025682,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
4,16,60,36362 milliseconds,4181.264823296809,2.819756515851556e-10,4.2737072976730176e-5,3626 milliseconds,4181.264824863674,2.765111458432865e-10,4.2698747915137575e-5,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
5,16,60,46606 milliseconds,4059.1671640818267,3.6960309863600016e-11,2.116644683341495e-7,3057 milliseconds,4059.6901312462314,4.203815810244392e-11,2.2610915390543637e-7,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
6,16,60,29291 milliseconds,4164.447545875599,4.04604843541831e-14,4.1572887409985526e-9,2561 milliseconds,4165.003900790641,5.349146722737173e-14,5.104310538625299e-9,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
7,16,60,28214 milliseconds,4274.569654235029,4.761247233682305e-9,8.856465227123862e-7,2155 milliseconds,4272.543642890217,7.792356338552137e-10,1.132583566415446e-6,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
8,16,60,55303 milliseconds,4092.511442194156,4.0121441844075063e-10,3.8526744071857e-8,3468 milliseconds,4092.511442202142,4.011808353470671e-10,3.851796877871187e-8,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
9,16,60,80665 milliseconds,4132.236398563245,2.498328784042252e-15,1.3038939510896731e-5,2688 milliseconds,4132.2287855987925,2.7041932050322223e-15,1.2788953934481095e-5,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
10,16,60,32492 milliseconds,4167.78113884213,1.705951916262644e-12,1.0552732732327192e-5,2375 milliseconds,4167.781138856209,1.705920823980034e-12,1.0563920800838866e-5,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
11,16,60,42231 milliseconds,4125.797767783211,1.0456233091219929e-9,0.05127615772212761,3554 milliseconds,4125.797767815631,1.0441061360445925e-9,0.05127098779085987,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
12,16,60,55577 milliseconds,4117.310247708514,4.5599167406301604e-12,6.205572370421858e-11,3626 milliseconds,4117.310249466215,4.5692712123701285e-12,6.193663900577435e-11,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
13,16,60,36824 milliseconds,3905.6992361846646,3.0621414791259046e-14,3.593339111726019e-8,2603 milliseconds,3905.6991861003903,3.009096675538539e-14,3.598753579397749e-8,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
14,16,60,38404 milliseconds,3976.1129001118193,3.285045169266665e-12,1.1812150504003107e-6,5099 milliseconds,3976.1129002778553,3.2953343970386013e-12,1.180154644205095e-6,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
15,16,60,64409 milliseconds,3979.101861361462,8.852012210855675e-12,0.0009412669443919696,1731 milliseconds,3979.181668698706,7.77254397160527e-12,0.0009086154274405835,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
16,16,60,30418 milliseconds,4103.027401531927,4.244426035814711e-12,3.451740991897644e-5,2628 milliseconds,4103.469221624128,3.860461319193966e-12,3.1146056807965636e-5,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
17,16,60,48464 milliseconds,4022.8343928875975,5.023465380161033e-12,3.92671241554646e-5,2735 milliseconds,4024.4597477537986,8.898008622551128e-12,5.8269897588045665e-5,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
18,16,60,29659 milliseconds,4114.268325101593,2.89948384766057e-11,2.6537021306680557e-7,4045 milliseconds,4114.26430499822,2.860345028808548e-11,2.6394807709717537e-7,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
19,16,60,47047 milliseconds,4192.770443557774,4.373537486854242e-10,9.89495981130628e-6,5247 milliseconds,4192.770450628281,4.42473525601982e-10,9.847496464382592e-6,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
20,16,60,43834 milliseconds,4006.423908342972,4.940723998016866e-13,2.0458615224154657e-5,3694 milliseconds,4006.8981187141317,4.967416839277831e-13,2.2641982432890437e-5,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
21,16,60,37171 milliseconds,4103.458793303673,5.381213754746134e-10,0.02074675826836617,2322 milliseconds,4103.458792454623,5.42111721248381e-10,0.020737921780659547,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
22,16,60,50787 milliseconds,4191.8325001879075,3.283797939185645e-11,2.3299346885782093e-9,5566 milliseconds,4191.832503949125,3.3097876157878415e-11,2.3304535428671304e-9,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
23,16,60,47442 milliseconds,3936.9992559582206,2.9336680340765914e-14,3.501468322875376e-5,1899 milliseconds,3937.750366820278,6.168030108882062e-14,4.4180293420842454e-5,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
24,16,60,46093 milliseconds,4132.88333723503,3.3620952220000286e-14,4.221935413202964e-7,2192 milliseconds,4132.911002807706,4.0963488117158125e-14,4.575096968536642e-7,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
25,16,60,30116 milliseconds,4039.635523389677,7.139172386680862e-10,0.08634232025289168,2864 milliseconds,4039.8471149996785,7.521156795885099e-10,0.09148591452368962,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
1,18,60,52958 milliseconds,4149.707647135366,7.137445972013417e-13,4.430810918784201e-8,5533 milliseconds,4149.530146347752,4.91647745440117e-13,2.8886418931695223e-8,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
2,18,60,30111 milliseconds,4007.167269284416,2.15252880838916e-13,9.826780442024435e-8,3370 milliseconds,4007.167269357335,2.1543196903223658e-13,9.818070870310931e-8,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
3,18,60,42754 milliseconds,4248.252987460844,3.900966503296647e-10,0.045191391353580974,1524 milliseconds,4248.706999609118,4.487133521731884e-10,0.049030366836177945,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
4,18,60,39990 milliseconds,4131.262544570031,2.1732598534934194e-13,1.9992143323590356e-8,2830 milliseconds,4132.303229630377,3.675190725005952e-13,2.88671908103635e-8,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
5,18,60,28976 milliseconds,4107.992609162821,3.3174016939245076e-12,2.23420292185695e-10,3071 milliseconds,4107.992609462477,3.2635998479296597e-12,2.2285754985359783e-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
6,18,60,27874 milliseconds,4059.390897607972,9.938040732378582e-14,1.8664628234164732e-10,4120 milliseconds,4059.390897502624,9.957330595130469e-14,1.8665125821764095e-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
7,18,60,48451 milliseconds,4052.1993613985646,1.3527206576388858e-9,8.891927902231395e-5,2859 milliseconds,4052.1993607765426,1.3529812676128933e-9,8.890213733235893e-5,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
8,18,60,80147 milliseconds,4019.250555554721,7.043216898701375e-12,0.05263804369435373,2481 milliseconds,4020.0300852510845,7.746449172592231e-12,0.057758644240089085,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
9,18,60,39427 milliseconds,4155.340614676193,8.538669196649883e-11,0.020319740982289843,3366 milliseconds,4155.340614934859,8.542915373665968e-11,0.020305573755508975,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
10,18,60,51774 milliseconds,4016.4022175104237,1.5121160681883067e-11,2.3333756732469334e-7,4371 milliseconds,4016.4022175704868,1.510250992028802e-11,2.3302734020959142e-7,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
11,18,60,37313 milliseconds,4094.030406724109,9.315626679261655e-12,8.145066637793192e-5,2101 milliseconds,4094.109141872444,9.160752365671716e-12,7.983552272040739e-5,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
12,18,60,35708 milliseconds,4135.46335151655,1.6767023386357436e-10,0.035912250061447666,4331 milliseconds,4135.463351653501,1.6829303850980811e-10,0.035900590591790474,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
13,18,60,62668 milliseconds,3970.2923912793926,1.1520391380399495e-12,3.905751106300803e-6,3275 milliseconds,3970.291757926552,8.812081598258066e-13,3.6491280993665737e-6,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
14,18,60,49622 milliseconds,4130.233185506223,1.0918309253545704e-15,4.505483441158632e-8,2229 milliseconds,4130.23318547518,1.0865903152708658e-15,4.5045986505323684e-8,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
15,18,60,35168 milliseconds,4259.282143938695,1.5494824431874725e-9,5.287593688006078e-5,1942 milliseconds,4260.193767326322,1.107291927248219e-9,4.3115991981874745e-5,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
16,18,60,26036 milliseconds,4075.3597741027324,7.81952513809198e-12,4.923229695132377e-7,1822 milliseconds,4075.4616008253315,8.880340701359873e-12,5.150078068998623e-7,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
17,18,60,19669 milliseconds,4076.566205611324,5.25186092545696e-15,5.1638455816062754e-9,2201 milliseconds,4077.870840316655,4.091372459495174e-14,1.519497285902263e-8,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
18,18,60,59960 milliseconds,3989.302813662606,1.4102742127938623e-11,1.4373288378453103e-7,2256 milliseconds,3989.302817669015,1.4113526680044688e-11,1.4401493288927782e-7,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
19,18,60,42261 milliseconds,4120.784472846,9.420963284532097e-14,8.071038536770416e-8,1880 milliseconds,4120.991764655399,2.312015723080123e-13,9.532310072413358e-8,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
20,18,60,72806 milliseconds,4154.251344569692,3.500585376329061e-14,0.0006559257516523775,2562 milliseconds,4154.275663574656,3.7392116328611953e-14,0.000679306719600138,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
21,18,60,24708 milliseconds,4002.413043463542,9.3421856157452e-18,1.0090062368530924e-14,1918 milliseconds,4002.4215849570164,8.455104249636973e-18,9.551245786496425e-15,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
22,18,60,36757 milliseconds,4250.58874013544,5.239832509570384e-13,1.876598737137819e-11,3174 milliseconds,4250.588740123105,5.23364349650558e-13,1.8759787126657047e-11,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
23,18,60,53996 milliseconds,4220.052397918426,3.6129869748987214e-11,6.91012270231601e-5,2054 milliseconds,4220.068002452821,3.638360081492653e-11,7.33202584866057e-5,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
24,18,60,37221 milliseconds,4081.7627276847284,3.002684374709139e-13,1.331258662625315e-5,2751 milliseconds,4081.762727919197,2.998738358529586e-13,1.329984187153761e-5,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
25,18,60,34280 milliseconds,4018.5941196880417,4.723532023588648e-18,1.7035571035987003e-9,3890 milliseconds,4018.610269238246,4.1419471752410325e-18,1.571840362650334e-9,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
1,20,60,33749 milliseconds,4098.080640627069,2.42194790567103e-10,4.5942130480772076e-7,2778 milliseconds,4098.1348939375475,2.0036438324244358e-10,4.1289157490769155e-7,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
2,20,60,35314 milliseconds,3969.860608626101,3.5301321687097767e-11,3.386727183845081e-5,4374 milliseconds,3969.8606093848352,3.53996555845603e-11,3.3906715194577095e-5,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
3,20,60,57318 milliseconds,4134.205958614221,5.5988487439458415e-12,0.0012649205694326697,2785 milliseconds,4134.205960502764,5.5682669312676e-12,0.001264341670747673,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
4,20,60,43066 milliseconds,4120.3156186704455,7.270428741760051e-13,1.615803628028727e-10,2086 milliseconds,4120.453760748463,7.841341509434831e-13,1.645058921408391e-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
5,20,60,57301 milliseconds,4123.999204442491,9.153270162340647e-10,0.0036091689698418876,1534 milliseconds,4124.046292532059,8.652843038719465e-10,0.003535346745100835,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
6,20,60,50005 milliseconds,4117.046694392381,2.160111205355036e-11,1.8166366893198384e-5,9950 milliseconds,4117.046695502587,2.1634200139806867e-11,1.8150075298678948e-5,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
7,20,60,44709 milliseconds,4088.350583862593,1.6123325264764082e-11,1.0150797450973455e-9,2357 milliseconds,4089.2685094224935,1.604064304046278e-11,1.1132353822916758e-9,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
8,20,60,30991 milliseconds,4109.977080622404,1.0367548394415978e-12,9.271593720306321e-8,3168 milliseconds,4109.977080825631,1.042804833601675e-12,9.27887820017879e-8,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
9,20,60,76471 milliseconds,4108.991872213982,8.376433224272292e-12,2.611565950209143e-7,4226 milliseconds,4109.107477288791,6.243525672288654e-12,1.8549299156416134e-7,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
10,20,60,14741 milliseconds,4085.706328036721,1.1274977178629472e-12,2.0364989026633937e-7,2475 milliseconds,4085.706657766013,1.1227980021998796e-12,2.0391873551789374e-7,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
11,20,60,61941 milliseconds,4130.208742109873,1.0061864698483398e-14,9.334714788490132e-10,1771 milliseconds,4130.243763033505,7.292948664137003e-15,6.993602033923425e-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
12,20,60,31051 milliseconds,4095.27950467863,4.948216177672451e-13,9.772008873496967e-10,3687 milliseconds,4094.313828749112,1.0371426119281718e-13,4.972341692822893e-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
13,20,60,48367 milliseconds,4138.275121107883,9.2330556668289e-15,0.0332382637080743,2543 milliseconds,4138.275121778373,9.220767171051402e-15,0.033278927588155816,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
14,20,60,34022 milliseconds,4130.462132304045,2.2675647986240782e-11,1.3103127280964668e-10,2556 milliseconds,4130.690812751793,1.790975527240041e-11,1.1357479513508416e-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
15,20,60,49819 milliseconds,4125.894464583827,7.978509247421423e-9,4.489437157030697e-11,4067 milliseconds,4122.996105628801,3.4376578860940574e-10,2.3980288575533607e-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
16,20,60,47821 milliseconds,4057.687181703026,2.331804423585898e-14,0.05058898726647858,3167 milliseconds,4057.6423728929717,2.62774854772983e-14,0.051996962192515164,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
17,20,60,88442 milliseconds,4055.266063021998,3.6797642482483395e-16,5.268122525207973e-10,5076 milliseconds,4055.2660641826546,3.71693828651701e-16,5.259317833364824e-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
18,20,60,53909 milliseconds,4097.217985150544,3.655488226043374e-12,1.151358929267971e-5,3210 milliseconds,4097.215627893053,2.8823809289126582e-12,1.1240006438208103e-5,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
19,20,60,34848 milliseconds,4075.8661530822224,7.724900796475175e-13,0.01735969727501956,3299 milliseconds,4075.866153130197,7.725503353335495e-13,0.017356314363103177,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
20,20,60,51183 milliseconds,3998.5719710599196,1.8713860810776464e-10,4.169254157427789e-6,4743 milliseconds,3998.5719721666815,1.8873429690599924e-10,4.1664933244716345e-6,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
21,20,60,52854 milliseconds,4100.863800795115,1.4877132455825808e-13,5.956551567585595e-6,3294 milliseconds,4100.863639664141,1.4761002541013687e-13,6.058205289840071e-6,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
22,20,60,26049 milliseconds,4006.9511466881154,0.00020731851587166717,7.86931135906609e-6,2199 milliseconds,4004.9945467519015,1.2995304209292075e-15,3.898292010620042e-6,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
23,20,60,82464 milliseconds,4222.7346165573035,2.7430571258008813e-15,3.300121928382949e-5,2495 milliseconds,4222.734616646374,2.7471591451371466e-15,3.3008806877884365e-5,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
24,20,60,30901 milliseconds,4124.372849604697,4.544264443368281e-12,6.724847013452642e-13,2264 milliseconds,4124.463600335284,3.7448157324184305e-12,5.499380180501059e-13,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
25,20,60,20610 milliseconds,4219.683023765116,2.90477366871865e-11,1.2231949633227935e-6,7284 milliseconds,4219.683020551345,2.905711609748455e-11,1.2238050949228404e-6,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
