nIteration,n,reps,DurationGLMM_NeldMeader_AGP0,AIC_NeldMeader_AGP0,Pvalues_NeldMeader_AGP0_Accuracy,Pvalues_NeldMeader_AGP0_Precision,DurationGLMM_bobyqa_AGP0,AIC_bobyqa_AGP0,Pvalues_bobyqa_AGP0_Accuracy,Pvalues_bobyqa_AGP0_Precision,ConditionsOfInterest,StandardValue1,StandardValue2,PSE_Difference,JND_Difference,Multiplicator_PSE_Standard,Multiplicator_SD_Standard,SD_ResponseFunction,Mean_Variability_Between,SD_Variability_Between
1,10,30,75351 milliseconds,4194.5452382105495,1.4321070396502642e-10,1.1005756789929561e-6,4719 milliseconds,4194.102855820684,1.7584794689693873e-10,1.3726904643832982e-6,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
2,10,30,54882 milliseconds,4153.951351497173,3.0253164634241436e-12,1.1170029050750227e-6,4946 milliseconds,4153.951347187329,3.0287505082170166e-12,1.110696634444507e-6,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
3,10,30,46914 milliseconds,4082.4214727721355,6.479708449012582e-11,1.5700862837125376e-5,3392 milliseconds,4082.4214744797496,6.452238715379778e-11,1.5689130703462737e-5,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
4,10,30,23894 milliseconds,4050.3956304286553,8.89298450130553e-12,4.903069529843364e-5,4192 milliseconds,4050.3954768290337,8.91189623247721e-12,4.9098059922165384e-5,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
5,10,30,50741 milliseconds,4234.773102771038,9.035947632024261e-13,0.005116202929976837,4306 milliseconds,4234.773102954177,8.968796671238422e-13,0.00511542378674246,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
6,10,30,32503 milliseconds,4129.474808059587,6.915258485287855e-9,0.008268084208761494,4784 milliseconds,4129.242862317152,7.923316617517099e-9,0.008402050978116233,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
7,10,30,56188 milliseconds,4098.774850987018,2.151460401863395e-17,0.00029886862266515255,2601 milliseconds,4098.774847931624,2.0813469026558268e-17,0.0002984521310029064,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
8,10,30,35877 milliseconds,4091.7377101434477,1.852855303000101e-16,6.088760392403317e-12,2366 milliseconds,4091.737748794788,2.1323312552402006e-16,6.088934679727132e-12,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
9,10,30,31933 milliseconds,4061.450127929325,2.904444511048246e-10,1.4296734669424078e-5,2703 milliseconds,4061.450120414489,2.892417765306191e-10,1.420980596519438e-5,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
10,10,30,36905 milliseconds,4255.208677048024,1.294897390271678e-10,0.023164402687430655,1803 milliseconds,4256.4284108059455,8.402387373915717e-11,0.0195315070975739,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
11,10,30,86332 milliseconds,4274.53849252489,1.2391990692787757e-12,0.0001129537409113147,5721 milliseconds,4274.5384950847,1.2195126359035594e-12,0.00011245000445795021,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
12,10,30,43205 milliseconds,4073.998967608629,1.5504594250481294e-10,0.00016680373915017413,1798 milliseconds,4074.003914784716,1.5463172971255584e-10,0.00016948095006288964,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
13,10,30,36713 milliseconds,4179.860038897203,2.4242736046430164e-15,2.0580921328579905e-11,2533 milliseconds,4180.187802530417,1.930437698447131e-15,1.475405633086674e-11,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
14,10,30,73605 milliseconds,4031.7754436972923,1.2523674404290808e-16,2.7068917542568477e-6,3101 milliseconds,4027.3654076400053,1.581431306946091e-16,4.8473638808626346e-5,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
15,10,30,64747 milliseconds,4102.956063364234,4.47504241699133e-12,0.000571260894129284,1836 milliseconds,4103.404489258084,4.014461415441721e-12,0.0005212822921069457,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
16,10,30,49890 milliseconds,4172.983283340617,1.1845211809349706e-13,5.807007638596177e-10,4908 milliseconds,4172.653648506616,1.5066875537756858e-13,8.57446084750049e-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
17,10,30,75817 milliseconds,4052.4749231922065,3.513978726719976e-16,3.3873555009922718e-9,3367 milliseconds,4052.4749389221306,3.4193763654801067e-16,3.4297565609796155e-9,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
18,10,30,52834 milliseconds,3975.3149682862527,2.487916452809085e-13,8.45164216041113e-10,3765 milliseconds,3975.3149697697954,2.5147305161236316e-13,8.455088253132422e-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
19,10,30,59011 milliseconds,3958.215203927566,3.613737804561763e-9,0.0005965333954170294,6964 milliseconds,3958.214964502412,3.6057181257508625e-9,0.000595788050452575,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
20,10,30,37286 milliseconds,4200.592848339653,3.670001328927704e-10,0.18672041171688997,2534 milliseconds,4200.592848827655,3.6838775463652266e-10,0.18681908332204566,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
21,10,30,74106 milliseconds,4100.117944191536,1.089690945325739e-12,3.832148221955873e-11,3703 milliseconds,4100.117944891858,1.0790398699165787e-12,3.833158965478746e-11,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
22,10,30,42562 milliseconds,4004.72241134479,2.9082440360856006e-13,1.8739815078312365e-6,2822 milliseconds,4004.7223906504046,2.8966016493160075e-13,1.8728331095374566e-6,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
23,10,30,80102 milliseconds,4039.386493500977,3.1313600962031865e-11,1.4961862666960314e-10,3966 milliseconds,4038.5570385887245,2.8415326319687413e-11,1.3191807054223099e-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
24,10,30,57070 milliseconds,4370.226333140439,1.6955695511948655e-9,1.3465724801047847e-5,2743 milliseconds,4370.334087444223,1.2593181070568043e-9,9.86303888401204e-6,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
25,10,30,28734 milliseconds,4143.053484225029,2.644866401182026e-12,9.558970312997235e-11,6407 milliseconds,4143.053476497453,2.652382755214467e-12,9.559791119775566e-11,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
1,12,30,24548 milliseconds,4217.743754028425,1.1597739583241146e-8,0.05103996859525724,3260 milliseconds,4218.994536532208,1.5369101683154428e-8,0.05795296260483813,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
2,12,30,41985 milliseconds,4003.648057077919,1.4431055789351203e-12,0.07429973558466428,2735 milliseconds,4003.752224717998,1.5496758144962551e-12,0.07431222026095861,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
3,12,30,48501 milliseconds,4188.0471887682,3.7814509427390395e-11,0.0005751934715334786,2784 milliseconds,4188.047189064,3.75962839358753e-11,0.0005748289287010855,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
4,12,30,41429 milliseconds,4018.555570819565,8.715920102903765e-16,8.124304460790011e-14,1740 milliseconds,4019.2090325571103,3.7066839828461344e-16,5.4265392496126376e-14,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
5,12,30,38794 milliseconds,4019.456456252331,9.663066979638437e-11,1.4680163721977256e-5,2561 milliseconds,4019.4862208901923,9.659349133630948e-11,1.436067963573434e-5,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
6,12,30,31816 milliseconds,4036.060205191438,3.777764250483882e-11,1.4395503591144365e-5,4291 milliseconds,4036.060208669886,3.7499661081063194e-11,1.4379973926724311e-5,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
7,12,30,30504 milliseconds,4107.86959576873,9.971580658688814e-9,4.5462548289030865e-8,5846 milliseconds,4107.8695960555815,9.983139981547573e-9,4.5473211545792506e-8,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
8,12,30,89833 milliseconds,4098.710765948353,1.2528659659217379e-14,2.275746507798795e-10,8193 milliseconds,4098.710767515311,1.2640167258402154e-14,2.269718335961079e-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
9,12,30,82553 milliseconds,4267.651786960177,1.5768618946429628e-12,2.4397653621598002e-6,2376 milliseconds,4268.340651749083,2.3861725501685917e-12,3.4601653822856927e-6,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
10,12,30,33109 milliseconds,4031.996274747307,2.0350712270939234e-9,0.007089426845049746,2656 milliseconds,4031.996274769788,2.034446545542595e-9,0.007089390054340244,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
11,12,30,36265 milliseconds,4022.0543616539608,2.2296978316333566e-13,6.745712164071897e-8,2366 milliseconds,4022.054361625456,2.238256392034166e-13,6.746756663431598e-8,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
12,12,30,57427 milliseconds,4165.449395973822,9.13618629374503e-11,0.0007098270801106968,5898 milliseconds,4165.4494383400015,9.20078906889533e-11,0.0007131447750849281,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
13,12,30,45270 milliseconds,3843.5472131996225,7.506349269171118e-14,1.5975681002941633e-9,5411 milliseconds,3843.5472132004415,7.500137399708413e-14,1.596665716453167e-9,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
14,12,30,61628 milliseconds,4128.992237366822,2.929043758106643e-14,4.323849331376554e-8,2213 milliseconds,4128.992237434072,2.915949973504929e-14,4.318600563077322e-8,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
15,12,30,15927 milliseconds,4092.896769611887,1.4093740082155459e-15,7.607993066880943e-8,2380 milliseconds,4092.907044254873,1.527123175079912e-15,7.727872882598675e-8,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
16,12,30,90011 milliseconds,3925.7805652712827,1.2869120066196474e-17,1.4267659359342764e-8,4893 milliseconds,3925.778861998059,1.2475323274328963e-17,1.6107672605436442e-8,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
17,12,30,97296 milliseconds,4126.110941871123,7.200421457075048e-14,1.1262623962721768e-5,3532 milliseconds,4126.1109419248405,7.203009815155957e-14,1.1262961259784316e-5,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
18,12,30,32341 milliseconds,3955.6507844030916,1.2336352218808502e-17,2.3539595259174723e-11,2777 milliseconds,3955.713808780495,1.7004528281031042e-17,2.5508009633705043e-11,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
19,12,30,43460 milliseconds,3984.588956380263,2.3574146802822452e-11,2.9153603866433754e-11,2986 milliseconds,3984.5889722903535,2.379794595266596e-11,2.936953207256891e-11,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
20,12,30,91875 milliseconds,4034.779295002573,1.1912508933505872e-12,6.61462407307736e-8,5060 milliseconds,4034.722940478963,1.1268738984457531e-12,5.926721361026161e-8,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
21,12,30,54378 milliseconds,4051.3903955318888,1.9741865468132383e-12,0.19269875187267616,2017 milliseconds,4051.3903975936546,1.990450919893133e-12,0.1925762847455728,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
22,12,30,26558 milliseconds,4027.5153182674185,0.003973826630000485,0.00014209906664472844,4504 milliseconds,4024.6458800977703,6.504422294013584e-14,0.00010195563601506701,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
23,12,30,29179 milliseconds,4202.483527035501,1.19517322149307e-11,1.477421306643835e-6,3247 milliseconds,4202.455317935724,1.2695475416039993e-11,1.498842516893751e-6,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
24,12,30,43227 milliseconds,4104.2978677015135,3.3188429314583597e-9,2.073844209752336e-7,7654 milliseconds,4103.915947279602,3.04281904000983e-9,2.0307645796212935e-7,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
25,12,30,56737 milliseconds,4127.779710196064,1.5745990780046238e-13,1.7085545443921776e-6,3670 milliseconds,4127.700092214318,1.6291921637801762e-13,4.108791086795256e-6,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
1,14,30,37249 milliseconds,3982.612596589211,5.812424687412168e-13,0.10439601205778319,3972 milliseconds,3982.612596725285,5.830123296677241e-13,0.10443633878251081,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
2,14,30,34850 milliseconds,4087.9385180758795,6.898480070256325e-10,1.8809923814130627e-10,5819 milliseconds,4087.938526093349,6.865008426274076e-10,1.8784860831371148e-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
3,14,30,59130 milliseconds,4016.0871048578883,1.8058432406883314e-10,3.7472808282136467e-6,8068 milliseconds,4012.309101686419,9.802181414781188e-12,1.3067909960043338e-7,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
4,14,30,39391 milliseconds,4145.434751132656,9.958241818878257e-12,0.0008292002333726591,4172 milliseconds,4145.434751166113,9.945940902078184e-12,0.0008291160067939729,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
5,14,30,44292 milliseconds,4002.277416733433,1.547086613252445e-13,0.0006104016885835571,3390 milliseconds,3994.482300331764,1.6163106876537552e-13,0.00022681770777484655,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
6,14,30,51921 milliseconds,4021.897323779404,4.104683095642034e-11,4.779640811303598e-7,4231 milliseconds,4021.8973289121996,4.1633583655838656e-11,4.804308610208368e-7,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
7,14,30,37168 milliseconds,4208.065349386486,1.3347523525623595e-10,0.00020413607801490245,3119 milliseconds,4206.357445393806,6.50458477430068e-11,0.00014926680949675883,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
8,14,30,57659 milliseconds,4148.966750011924,1.321300358166014e-11,2.7165827487864525e-10,3697 milliseconds,4148.966750174496,1.3168620762436459e-11,2.716177345690922e-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
9,14,30,43985 milliseconds,4082.770280654099,1.0303928421575045e-12,2.185239547929191e-5,2261 milliseconds,4082.770280506278,1.0299801782717414e-12,2.188022444449924e-5,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
10,14,30,50185 milliseconds,3925.8693931868847,7.478879218976023e-13,2.073396004533391e-8,4712 milliseconds,3925.8693934169805,7.461621504535559e-13,2.0719892074853762e-8,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
11,14,30,67878 milliseconds,4199.965997049943,5.2698102422490246e-11,1.5388493113879083e-11,3872 milliseconds,4200.295285847997,4.3337470327470066e-11,9.79662525210649e-12,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
12,14,30,46025 milliseconds,4216.557576644524,4.936203968506528e-13,0.0023795404270034333,2939 milliseconds,4216.557578507968,4.936558812639003e-13,0.0023790522380608913,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
13,14,30,26535 milliseconds,3988.628532527015,4.516123623687951e-9,1.5252574918672911e-5,2564 milliseconds,3988.9741313570603,5.127601157517124e-9,1.7485426615075358e-5,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
14,14,30,39939 milliseconds,3970.774938232153,1.9946557963273135e-11,9.816937633089187e-8,5445 milliseconds,3970.774939986008,1.9987453314911963e-11,9.831185455797806e-8,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
15,14,30,39994 milliseconds,4059.032652020236,7.120404016227341e-12,0.0011143731080811108,3519 milliseconds,4059.032652145359,7.136596753538527e-12,0.0011150751108584753,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
16,14,30,23770 milliseconds,4088.002705718871,4.7802037227322674e-9,3.929019514317376e-5,2223 milliseconds,4088.0027068333825,4.791018899787372e-9,3.9320657829602995e-5,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
17,14,30,36014 milliseconds,3946.552452626996,1.2235587848521727e-17,3.922568505156215e-11,5396 milliseconds,3946.55247083353,1.2078215040228972e-17,3.916506046792942e-11,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
18,14,30,71721 milliseconds,4092.753156384733,2.0552781488775336e-11,2.0535247405199167e-6,2308 milliseconds,4092.7531320473736,2.0358428051043993e-11,2.080371184256415e-6,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
19,14,30,29469 milliseconds,4100.322239969519,3.951884530645174e-10,5.853776150232771e-9,6580 milliseconds,4096.594384830255,1.4252525709626396e-12,1.961977668722332e-9,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
20,14,30,35719 milliseconds,4130.462569757784,2.6756286460342533e-15,6.79886750275618e-6,4893 milliseconds,4130.462572433294,2.6691448276805373e-15,6.794170624454315e-6,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
21,14,30,32847 milliseconds,4135.638451470774,1.1259901104966261e-11,1.082580975434799e-8,2494 milliseconds,4135.638451723822,1.1257359767425272e-11,1.084365298829373e-8,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
22,14,30,53349 milliseconds,4073.536730665468,1.7764155243216433e-12,1.5030280640244627e-7,2169 milliseconds,4074.3310303970807,3.1539028703217728e-12,2.687067160607415e-7,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
23,14,30,60213 milliseconds,4084.982161774324,1.1513089404692633e-13,1.504515281879487e-9,4954 milliseconds,4084.982162605529,1.155245340382523e-13,1.5060353498642982e-9,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
24,14,30,34544 milliseconds,4132.15337202749,3.794223377910962e-10,2.502893962006644e-5,3168 milliseconds,4132.157127374908,3.7218476630740366e-10,2.4623197992696614e-5,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
25,14,30,29838 milliseconds,4084.475096499626,2.3484205025858206e-14,3.657182914825034e-7,3546 milliseconds,4084.47509656661,2.3429826818147566e-14,3.662036475693108e-7,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
1,16,30,37977 milliseconds,3872.9987471856602,7.074436346006274e-12,7.202523762869685e-8,3454 milliseconds,3872.9987472847165,7.083695278705806e-12,7.208113387474101e-8,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
2,16,30,70777 milliseconds,4144.587602208255,1.1698213441167053e-14,1.1673455340146764e-7,2796 milliseconds,4144.587602267263,1.1658398270167449e-14,1.16663238825616e-7,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
3,16,30,53598 milliseconds,4135.396158078166,2.7385576507479252e-14,1.7713039571644832e-6,3807 milliseconds,4135.396156305402,2.781491841457636e-14,1.7705219396323413e-6,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
4,16,30,23848 milliseconds,4160.606816898823,3.7610193494814706e-17,4.844169932365242e-9,1394 milliseconds,4164.506148042986,1.5779076891019214e-16,9.726930526608e-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
5,16,30,48554 milliseconds,4208.933458311582,3.686490059339959e-12,4.8970988166233166e-8,5343 milliseconds,4208.93347337717,3.688937817509703e-12,4.8758422811309976e-8,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
6,16,30,51483 milliseconds,3998.779374077214,8.821390273200973e-10,1.2417318483987555e-8,3720 milliseconds,3998.779374110749,8.805227702213256e-10,1.243357673698258e-8,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
7,16,30,23382 milliseconds,4191.789601869587,1.2592512717659479e-11,6.866336079890635e-5,2869 milliseconds,4192.669318464902,2.046583122014463e-11,0.00011551419726299582,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
8,16,30,41729 milliseconds,4072.174998527638,5.482838138049854e-13,9.830641381840507e-5,2424 milliseconds,4072.2459818000775,7.097555065543e-13,0.00011020798213463716,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
9,16,30,28927 milliseconds,3944.9486429023955,6.99552156393069e-13,3.843696541755344e-10,3087 milliseconds,3945.1754155790154,8.652526111704079e-13,4.5939550213816795e-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
10,16,30,45311 milliseconds,4133.155370820137,9.43754969708709e-13,3.838454292123816e-12,2409 milliseconds,4133.155305336147,9.395101517899589e-13,3.861675117250451e-12,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
11,16,30,43749 milliseconds,4018.7320389117267,2.2341943796817562e-13,1.742150906156371e-7,2000 milliseconds,4018.810645744389,2.380358991765798e-13,1.750850020540992e-7,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
12,16,30,41712 milliseconds,4210.469194222871,4.826145447517001e-11,0.020987419121125648,2557 milliseconds,4203.9868522727675,3.48906804503655e-11,0.052898158254882775,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
13,16,30,26069 milliseconds,4078.7665801227104,9.44673722245739e-10,8.610021341266007e-5,2036 milliseconds,4078.7665791979052,9.336699501822042e-10,8.6008329279341e-5,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
14,16,30,45045 milliseconds,4013.8579110913156,1.1773785495123396e-10,0.016553895477459626,3919 milliseconds,4013.85791114012,1.1759446894405208e-10,0.016553499280135026,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
15,16,30,35802 milliseconds,4151.529898962237,1.5159832819628201e-10,8.990855262183582e-10,3065 milliseconds,4148.185701177403,2.8823995202627084e-12,5.682215100642354e-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
16,16,30,51261 milliseconds,4166.955560620411,2.8171648367984688e-11,1.893602061791926e-5,3124 milliseconds,4166.955560612322,2.8208323435131094e-11,1.8938689906194033e-5,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
17,16,30,54602 milliseconds,4304.89438390987,3.526855314599303e-13,6.033451746332669e-11,2691 milliseconds,4304.894383856977,3.513113991170826e-13,6.028799175327075e-11,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
18,16,30,26569 milliseconds,4159.7453979867405,1.5449509527268112e-13,0.06051863076767321,2796 milliseconds,4159.745397884716,1.5427183558185586e-13,0.060515258665946065,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
19,16,30,42881 milliseconds,4052.0664920607405,1.9744059017549025e-9,4.79781508742828e-6,1908 milliseconds,4052.460179587275,1.059528502816328e-9,2.8732279052192403e-6,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
20,16,30,29255 milliseconds,4151.436206464947,1.2725548873486705e-11,2.359348585101925e-6,4304 milliseconds,4151.436206305017,1.2717224851774843e-11,2.36108964615598e-6,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
21,16,30,65150 milliseconds,4125.023994603193,9.047058853736065e-9,1.779284416309831e-5,6930 milliseconds,4125.023943362989,9.206885686762003e-9,1.785484995574833e-5,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
22,16,30,39026 milliseconds,4261.984705715548,4.489250488709899e-14,9.545696084322411e-12,3595 milliseconds,4261.984705378602,4.4503728925509654e-14,9.542896450759061e-12,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
23,16,30,43280 milliseconds,4118.542197910169,1.5016043862787335e-21,4.416793712028941e-6,2237 milliseconds,4118.542197996721,1.5181779573243013e-21,4.4201059836331085e-6,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
24,16,30,38157 milliseconds,3953.9919620945825,1.1802114806354785e-10,0.00012161418186158778,2621 milliseconds,3954.107959720604,1.0538065518866722e-10,0.00010070549588673499,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
25,16,30,50707 milliseconds,4243.750297811535,9.37738157006555e-13,3.2517840494653346e-10,5607 milliseconds,4243.750299274121,9.38199482553953e-13,3.249612637830307e-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
1,18,30,38308 milliseconds,4136.18704053509,6.597811496383813e-14,4.246174715258594e-7,5081 milliseconds,4136.187041857906,6.586244906911759e-14,4.2512030763602464e-7,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
2,18,30,56837 milliseconds,4136.97792238277,1.1983032148042504e-13,1.9144341939510644e-10,3105 milliseconds,4136.977895318585,1.1958507159177943e-13,1.9102829050010853e-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
3,18,30,64860 milliseconds,4012.878740997257,1.201162348305778e-10,0.0004213553602912141,2243 milliseconds,4012.883099815751,1.2441393467332264e-10,0.0004258988075085253,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
4,18,30,64370 milliseconds,4141.192573722853,1.1701373760073937e-15,7.966429918469454e-9,2584 milliseconds,4141.192573772055,1.1652902917078115e-15,7.957439421901715e-9,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
5,18,30,61417 milliseconds,4094.6306304374057,2.8000087925307564e-11,0.011613802853680624,2350 milliseconds,4094.6306304916366,2.8059056809633364e-11,0.011613939019342706,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
6,18,30,40092 milliseconds,3999.035705849876,3.6243899184416694e-14,1.4691759673668092e-5,2716 milliseconds,3999.035706122931,3.618857183508862e-14,1.4703823015591052e-5,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
7,18,30,30413 milliseconds,4149.656754065734,3.673591497330352e-10,2.2827987436979418e-6,3969 milliseconds,4149.656756034061,3.636514866179482e-10,2.2838351056890937e-6,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
8,18,30,136699 milliseconds,4172.5208270880175,2.5660884484132966e-13,8.189531284708904e-6,3504 milliseconds,4172.520827636584,2.5698073671117353e-13,8.17587937911974e-6,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
9,18,30,94916 milliseconds,4111.849241334419,4.879354145658464e-13,7.578398975194235e-9,3980 milliseconds,4111.849241976097,4.898790788661022e-13,7.570219855308219e-9,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
10,18,30,22776 milliseconds,4075.6737209398498,6.597767208335096e-16,5.018693116571563e-15,3395 milliseconds,4074.981278756449,4.980831741974594e-16,3.1410562852735352e-15,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
11,18,30,50423 milliseconds,4066.0800554958855,4.2182198267690064e-13,0.007035663378609579,3142 milliseconds,4066.08005612619,4.18039322191595e-13,0.007037717496329349,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
12,18,30,41604 milliseconds,4049.9993506025567,3.986317104864175e-15,0.00043316993104770515,2637 milliseconds,4049.9993554657076,4.139929345128452e-15,0.0004318488057549266,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
13,18,30,42953 milliseconds,4105.414122207219,4.126385923547624e-13,2.6947811913944015e-6,2551 milliseconds,4107.712689424485,3.12930998996217e-13,2.654062590887572e-6,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
14,18,30,32297 milliseconds,4062.3678651742057,2.1518129896003138e-11,0.0026585521295688823,2740 milliseconds,4062.0826189139143,2.311807390302786e-11,0.0027055994103859582,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
15,18,30,27229 milliseconds,4135.267711332706,2.7011595014751308e-11,0.0035521130077664103,1274 milliseconds,4135.489928337757,2.7849930613331775e-11,0.004162328859656735,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
16,18,30,36267 milliseconds,4204.677351149126,5.266076522590068e-11,1.3639685335694958e-8,1827 milliseconds,4204.34220017541,1.2556824963765669e-11,7.539760596309313e-9,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
17,18,30,40435 milliseconds,4104.243084783986,4.410280361497038e-10,0.47817908001831333,2202 milliseconds,4105.24506332672,3.269504360531563e-10,0.47728038096572356,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
