"","reps","n","iteration","Duration_NelderMead_nAGQ0","Pvalues_NelderMead_nAGQ0_Accuracy","Pvalues_NelderMead_nAGQ0_Precision","AIC_NelderMead_nAGQ0","Duration_NelderMead_nAGQ1","Pvalues_NelderMead_nAGQ1_Accuracy","Pvalues_NelderMead_nAGQ1_Precision","AIC_NelderMead_nAGQ1","Duration_Bobyqa_nAGQ0","Pvalues_Bobyqa_nAGQ0_Accuracy","Pvalues_Bobyqa_nAGQ0_Precision","AIC_Bobyqa_nAGQ0","Duration_Bobyqa_nAGQ1","Pvalues_Bobyqa_nAGQ1_Accuracy","Pvalues_Bobyqa_nAGQ1_Precision","AIC_Bobyqa_nAGQ1","Duration_nloptwrap_nAGQ0","Pvalues_nloptwrap_nAGQ0_Accuracy","Pvalues_nloptwrap_nAGQ0_Precision","AIC_nloptwrap_nAGQ0","Duration_nloptwrap_nAGQ1","Pvalues_nloptwrap_nAGQ1_Accuracy","Pvalues_nloptwrap_nAGQ1_Precision","AIC_nloptwrap_nAGQ1","Range_PSE_Difference","StandardValues","Range_JND_Difference","Multiplicator_PSE_Standard","Multiplicator_SD_Standard","SD_ResponseFunction","Mean_Variability_Between","SD_Variability_Between","nIterations"
"148",30,20,23,4.69471311569214,8.3038427209428e-25,0.0926460767740488,2099.89538082238,15.2447180747986,4.79672817805412e-24,0.174068551171847,2099.80760174223,4.7216317653656,8.3038427209428e-25,0.0926460767740488,2099.89538082238,9.9843111038208,4.97805589515212e-24,0.173527378553733,2099.80754427284,0.685887813568115,2.7361466902451e-29,0.118742944783467,2101.35781398098,2.91721606254578,3.00165281015058e-28,0.200247241987722,2101.28201842367,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"149",30,20,24,5.5942759513855,3.13971767831743e-16,0.0010355134739004,2084.6239081752,16.6081550121307,1.39784710951915e-15,0.0332534297159629,2084.57920232696,5.72651696205139,3.13971767831743e-16,0.0010355134739004,2084.6239081752,10.6678080558777,1.4027515393423e-15,0.0332402323718139,2084.57908602538,1.59356999397278,6.31954227618997e-16,0.000999920547686269,2085.4937001688,3.76593089103699,3.12018493605606e-15,0.0322448426681219,2085.45719726331,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"150",30,20,25,3.66771101951599,1.76655726047622e-14,5.70605532985865e-05,2119.61506532495,15.4527127742767,1.82023103733029e-13,0.0096292449662523,2119.57762444051,3.67313718795776,1.76655726047622e-14,5.70605532985865e-05,2119.61506532495,7.86960601806641,1.9998811890904e-13,0.00935510126041954,2119.57702018409,1.28684496879578,1.81309612112344e-14,5.66317799702936e-05,2119.61508428581,3.21428418159485,2.09669818200608e-13,0.0102898941205816,2119.58926449805,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"151",40,10,1,3.92782592773438,5.76224688990472e-17,0.131207847344452,1392.04091435672,11.7600729465485,1.50751016926597e-16,0.227313635650727,1392.02978769803,3.91690015792847,5.76224688990472e-17,0.131207847344452,1392.04091435672,8.34160590171814,1.49119660057758e-16,0.225942646739112,1392.02959398379,0.571114063262939,1.09458415328472e-17,0.110719649415882,1392.29853157203,1.87722516059875,2.89804447674894e-17,0.201438034148482,1392.28694450623,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"152",40,10,2,2.87090015411377,1.64110214962348e-09,0.0205931170130374,1412.95857703844,8.67389583587646,3.50907741751708e-09,0.0552865788222991,1412.93656128185,2.88775205612183,1.64110214962348e-09,0.0205931170130374,1412.95857703844,5.98453998565674,3.51428761659028e-09,0.055236387553836,1412.93648943395,0.839730978012085,6.42054008470889e-10,0.0157099836464071,1413.45753694988,2.36543107032776,1.73375335328686e-09,0.052760698161484,1413.43094681254,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"153",40,10,3,2.22139692306519,1.24622711902319e-14,0.696032177292059,1354.5322775692,6.25413608551025,5.68704039725203e-14,0.754509163952813,1354.51255035724,2.22996997833252,1.24622711902319e-14,0.696032177292059,1354.5322775692,4.90716004371643,5.72055102462739e-14,0.754737700451342,1354.51255007298,1.40082001686096,2.23800912986304e-15,0.680378672820117,1354.45200166805,3.09958577156067,1.41620754472078e-14,0.75134397252168,1354.43105735471,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"154",40,10,4,2.79059910774231,2.13970920425513e-12,2.62201812084015e-05,1384.63144049044,9.17088794708252,2.21027640097241e-12,0.00146669019415847,1384.60319353472,2.78310298919678,2.13970920425513e-12,2.62201812084015e-05,1384.63144049044,5.76690006256104,2.23635188241759e-12,0.00146262134059297,1384.60315076628,0.929797887802124,1.56025504348939e-12,2.73407728438081e-05,1384.8374986648,2.44245195388794,1.3109724488483e-12,0.00156898643076671,1384.81721235232,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"155",40,10,5,8.08860492706299,1.55795463956641e-09,0.0203944538448089,1331.84168307307,15.1266169548035,1.41730700652998e-08,0.136671494381144,1331.82483124107,8.08550906181335,1.55795463956641e-09,0.0203944538448089,1331.84168307307,14.4848189353943,1.41816188913699e-08,0.136585811586598,1331.82482112121,1.14538908004761,3.10837135559325e-09,0.0194569351180355,1331.89316487839,2.52034783363342,2.85089937159428e-08,0.138544386752261,1331.87905630896,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"156",40,10,6,4.94638514518738,8.29436647171664e-07,0.00315904740002456,1384.95236726589,14.2072567939758,1.53034880524048e-06,0.029846922375292,1384.94006876663,4.95296406745911,8.29436647171664e-07,0.00315904740002456,1384.95236726589,9.06243395805359,1.48853824501325e-06,0.0299482527291394,1384.9399897702,0.808238983154297,3.10106850281048e-06,0.00294321267889822,1385.06467459833,2.01849102973938,6.31463496872435e-06,0.0311591839014951,1385.06116279919,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"157",40,10,7,2.38484597206116,1.70301063858555e-06,0.0939934329934571,1469.0748897853,10.0870680809021,6.70977054661973e-06,0.163657931458632,1469.05126928811,2.39133405685425,1.70301063858555e-06,0.0939934329934571,1469.0748897853,5.15618586540222,6.75197944843567e-06,0.163237449321551,1469.05115502123,0.781169891357422,1.66005674501858e-06,0.0951121547427009,1469.07507924533,2.32547497749329,6.63656699373108e-06,0.16400210685256,1469.051322963,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"158",40,10,8,8.71570801734924,6.94275248846715e-05,0.164161799633257,1439.17574182708,16.8776459693909,0.000130772498246052,0.385708541051544,1439.16099389072,8.72049403190613,6.94275248846715e-05,0.164161799633257,1439.17574182708,12.0630638599396,0.000130646347208068,0.385815301066694,1439.16098534567,1.08100199699402,6.30162179431841e-05,0.165673039305038,1439.1855848283,2.32712197303772,0.000165791139525995,0.396507112739133,1439.18557918174,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"159",40,10,9,7.11762809753418,2.00201081290114e-05,0.23132159876663,1371.79823802482,21.4077560901642,5.55150892598083e-05,0.298246898078913,1371.77158644662,7.1209671497345,2.00201081290114e-05,0.23132159876663,1371.79823802482,10.841315984726,5.58278702141894e-05,0.298318376797304,1371.77157811654,0.610014915466309,2.06540805003047e-05,0.224895831811656,1371.80252488151,1.98433399200439,4.13434089333449e-05,0.272299257197752,1371.77645938481,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"160",40,10,10,4.68924784660339,7.03739368669837e-06,0.187008853718512,1376.50193924875,10.9374160766602,1.1599487654963e-05,0.354672979873238,1376.46162285863,4.69268488883972,7.03739368669837e-06,0.187008853718512,1376.50193924875,9.29025197029114,1.15576212723382e-05,0.355031816595516,1376.46161434155,0.739917039871216,3.5191439803648e-06,0.189071244203142,1376.55526412698,2.24326992034912,6.47297453195252e-06,0.352858312427218,1376.51671849351,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"161",40,10,11,3.62421703338623,4.9341778685575e-05,0.0258350553425733,1343.27276085622,11.8304879665375,5.32542230564638e-05,0.0692626184806602,1343.24438087813,3.63466501235962,4.9341778685575e-05,0.0258350553425733,1343.27276085622,7.54625177383423,5.32787206833266e-05,0.0690844513576781,1343.24426437497,0.953493118286133,4.77552421467618e-05,0.0263078391667062,1343.2733844265,2.43328380584717,5.13168573288195e-05,0.0695961432510477,1343.24453950155,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"162",40,10,12,1.7236270904541,0.000323860313263479,1.39336365539524e-06,1324.71499220224,18.9022481441498,0.000288438055068469,0.000301728401029852,1324.68442846036,1.75738477706909,0.000323860313263479,1.39336365539524e-06,1324.71499220224,4.72975301742554,0.000283891961887873,0.000293589887199584,1324.68361455496,0.759486198425293,0.000332661594621388,1.50897927883933e-06,1324.70932150845,2.1666259765625,0.000292073694810189,0.000304590744710611,1324.67857577946,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"163",40,10,13,2.93014407157898,6.27296146380632e-08,0.461639606670965,1370.49869816409,10.3882248401642,3.59462557920635e-07,0.61304039168881,1370.46947315891,2.94133520126343,6.27296146380632e-08,0.461639606670965,1370.49869816409,6.26438593864441,3.63807282301635e-07,0.611254996814142,1370.46941969786,0.591404914855957,3.02253458892319e-08,0.410798167283272,1371.5527170796,1.87404012680054,1.59355670760954e-07,0.561924469800854,1371.52864925816,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"164",40,10,14,1.95174312591553,3.77383103108596e-11,0.580071719046349,1351.5210161766,9.51960396766663,3.31087832350729e-11,0.611782052723753,1351.4783171245,1.93561601638794,3.77383103108596e-11,0.580071719046349,1351.5210161766,4.40462708473206,3.29272299177098e-11,0.607958121349293,1351.47831671001,0.775166034698486,5.82200646134364e-11,0.575873048626617,1351.516872101,2.21191692352295,5.56534729678306e-11,0.615597940874264,1351.47391589437,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"165",40,10,15,3.72586393356323,8.42570298599527e-16,0.519967540518407,1329.86266518368,14.368793964386,2.63719435040579e-15,0.675896125554443,1329.84579854826,3.71953701972961,8.42570298599527e-16,0.519967540518407,1329.86266518368,6.76433992385864,2.63770369362962e-15,0.675988941049296,1329.84579714207,1.15576314926147,4.96845824806985e-15,0.521497654339228,1329.68029659603,2.46555089950562,1.62273423499013e-14,0.679227106304933,1329.66578676978,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"166",40,10,16,1.96455192565918,8.2522406546052e-14,0.000689659927254111,1325.42400798024,10.9507448673248,3.85259188718351e-13,0.00779372508139082,1325.4046740317,1.95289015769958,8.2522406546052e-14,0.000689659927254111,1325.42400798024,4.73914194107056,3.73791063720735e-13,0.00774390775235263,1325.40426136775,0.7866530418396,7.75107300650729e-14,0.000687974544137278,1325.42432572602,2.30782604217529,3.90031932128498e-13,0.00754141194066783,1325.40518809959,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"167",40,10,17,8.3855938911438,1.67364965874781e-09,1.95764764090067e-05,1357.36804687665,16.3958489894867,4.24287224609072e-09,0.00132656286027689,1357.32185170883,8.3905611038208,1.67364965874781e-09,1.95764764090067e-05,1357.36804687665,14.2405099868774,4.23193692597766e-09,0.00132633729991766,1357.32180042126,0.93166708946228,1.53264928126671e-09,1.94766158343101e-05,1357.37326808008,2.1159839630127,7.84798025749024e-09,0.00141725501312821,1357.37091048328,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"168",40,10,18,1.50223398208618,7.44451919721898e-09,0.000209846202797266,1381.59750899229,10.7976927757263,8.07338255358158e-09,0.00229953811530217,1381.56958219978,1.49534487724304,7.44451919721898e-09,0.000209846202797266,1381.59750899229,3.93831992149353,8.11110262999222e-09,0.00229194187335015,1381.56951459202,0.746978044509888,5.59226943074697e-09,0.000215233400956634,1381.59106941818,2.11090302467346,4.6959400861027e-09,0.00162266594369606,1381.56418791609,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"169",40,10,19,2.89020490646362,5.25960938469053e-05,0.0301860683162892,1403.18493285931,13.1397581100464,6.30097847880559e-05,0.143994390317349,1403.17388027434,2.908686876297,5.25960938469053e-05,0.0301860683162892,1403.18493285931,6.4760057926178,6.35976077965147e-05,0.143252750450862,1403.17354284061,0.835056066513062,1.36537821636007e-05,0.0320912173379113,1403.55834105827,2.20800709724426,1.7228179857905e-05,0.149329583956478,1403.54758171858,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"170",40,10,20,1.4666051864624,0.000601300919466979,0.0107955822224538,1468.45829960987,8.02810001373291,0.00140477484679598,0.0774713202425015,1468.43174578266,1.45864987373352,0.000601300919466979,0.0107955822224538,1468.45829960987,4.42936205863953,0.00142427387976029,0.0767834933397039,1468.43145310956,0.779762983322144,0.000600284423731238,0.0108176841734465,1468.45830320954,2.0756208896637,0.00159872222138843,0.0858692531214081,1468.45181903131,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"171",40,10,21,1.71121978759766,5.67370706218066e-05,3.43130350316092e-05,1380.83700002528,13.9452271461487,5.45816688216964e-05,0.00752276565853655,1380.76112703046,1.71202802658081,5.67370706218066e-05,3.43130350316092e-05,1380.83700002528,5.38585996627808,5.42230006091661e-05,0.0073618641766804,1380.75859974291,0.822728157043457,2.66098387862694e-05,5.08338625651702e-05,1380.77964914397,2.02298593521118,6.70283570417692e-05,0.00814564201663092,1380.77559724895,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"172",40,10,22,7.66556715965271,4.31162431467091e-05,0.0108939876890863,1401.69766820249,15.4690599441528,4.68986146038201e-05,0.0338723649395105,1401.67330897603,7.62467503547668,4.31162431467091e-05,0.0108939876890863,1401.69766820249,11.2946619987488,4.67578254476111e-05,0.0338271688046818,1401.67329229492,0.728893995285034,3.28437068072633e-05,0.0108607686031542,1401.72392675889,2.03187084197998,3.7435656750193e-05,0.0366870803182311,1401.70969845396,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"173",40,10,23,1.86175990104675,0.000263333147249898,0.00631922248753019,1389.06669215768,17.8899331092834,0.000266467084695404,0.0342890804452192,1389.04926621468,1.86332488059998,0.000263333147249898,0.00631922248753019,1389.06669215768,5.04998111724854,0.000293296116741545,0.0323896399175155,1389.047307653,1.23444604873657,0.000613983641989373,0.00540603195375534,1388.6476835454,2.48860502243042,0.000775886436027844,0.0316521799287923,1388.63740015083,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"174",40,10,24,1.33519005775452,2.49210852670255e-07,0.0428270375902638,1359.73895519215,13.9535810947418,9.47146187104556e-07,0.127412548856343,1359.71062465595,1.34810400009155,2.49210852670255e-07,0.0428270375902638,1359.73895519215,3.8003408908844,9.81153269864265e-07,0.126331154263321,1359.71043390011,0.71144700050354,2.59068710384394e-07,0.0352757581895494,1359.37355039272,1.91381120681763,1.54054237658162e-06,0.123944995206278,1359.3694543303,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"175",40,10,25,4.07376408576965,3.12925141457475e-09,0.000765916657729809,1371.46951595754,14.6675350666046,5.93025235522213e-09,0.0311561006941437,1371.4529766312,4.06145977973938,3.12925141457475e-09,0.000765916657729809,1371.46951595754,8.25541615486145,5.99387774571544e-09,0.031057407847331,1371.4528953712,0.876083135604858,3.04871272061649e-09,0.000779479253013105,1371.46958891246,2.10823607444763,8.76773944225033e-09,0.0328198943478983,1371.46796133924,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"176",40,12,1,8.97363090515137,1.57789085552838e-07,0.000814617161799202,1580.40522614745,23.505175113678,1.09081305156902e-07,0.0112189615054195,1580.34855063506,8.90431904792786,1.57789085552838e-07,0.000814617161799202,1580.40522614745,14.1741540431976,1.09059146971636e-07,0.0111997822305924,1580.3484990479,2.27944111824036,1.64096877609234e-07,0.000810808732959988,1580.4061643753,3.83049488067627,1.64634709058509e-07,0.0111215923619853,1580.36412567115,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"177",40,12,2,3.57767391204834,2.78592152927712e-08,0.568060721434371,1635.74087732404,9.75731301307678,6.90211833763055e-08,0.733897990171344,1635.72496439039,3.58287405967712,2.78592152927712e-08,0.568060721434371,1635.74087732404,7.49847412109375,7.04138908870743e-08,0.729818735230329,1635.72468692562,1.33937788009644,2.86209711583166e-08,0.566722535291735,1635.74091379218,2.82498693466187,1.37336459448465e-07,0.739629162261897,1635.74090690587,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"178",40,12,3,2.72482299804688,3.07838075048984e-08,0.000368439810305011,1712.70450960365,12.1432139873505,4.76008167830807e-08,0.00566551251473006,1712.68780614557,2.72194194793701,3.07838075048984e-08,0.000368439810305011,1712.70450960365,6.25933384895325,4.76351925954738e-08,0.00561063601723966,1712.68744576352,0.936545848846436,3.09297399967203e-08,0.000369310450945829,1712.70456479533,2.3902280330658,6.88749018742576e-08,0.00636731132391951,1712.69660363083,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"179",40,12,4,4.67943787574768,3.5686246311197e-07,0.00609369979428458,1669.30843440142,13.7996799945831,4.21553073037935e-07,0.0517886028106602,1669.27310455995,4.69059991836548,3.5686246311197e-07,0.00609369979428458,1669.30843440142,8.156818151474,4.27795734000841e-07,0.0516169916661542,1669.2730970752,1.63512706756592,3.56793489565514e-07,0.00609017200614549,1669.30848143285,3.07673978805542,7.82516046093863e-07,0.0555955909393486,1669.30251947739,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"180",40,12,5,3.21464395523071,0.000110982001695599,0.0112773631509536,1604.33387937967,11.3832669258118,0.000193172304004575,0.0401544512134539,1604.30633658024,3.22578907012939,0.000110982001695599,0.0112773631509536,1604.33387937967,7.29115509986877,0.000192020829914555,0.0399310580165264,1604.30627283867,0.920569896697998,0.000112645401691245,0.01116481683789,1604.33398523081,2.37263584136963,0.000311722082363488,0.0422622193687841,1604.3318656533,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"181",40,12,6,3.6912682056427,9.49346135957539e-07,0.00127078660386178,1726.8739152304,16.4496958255768,1.62804801658594e-06,0.0200946926431476,1726.85168707575,3.69101715087891,9.49346135957539e-07,0.00127078660386178,1726.8739152304,7.05035901069641,1.6434945904117e-06,0.0200819067933245,1726.85161248033,1.08382797241211,5.92392403061508e-07,0.00180816039430952,1727.14970555774,2.83712100982666,1.31006239515266e-06,0.0231122556728739,1727.1331269112,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"182",40,12,7,2.7949960231781,1.21919264053159e-07,0.220040427510694,1684.41617604963,9.00048112869263,1.41447354176043e-07,0.369654263687506,1684.39116735271,2.7869279384613,1.21919264053159e-07,0.220040427510694,1684.41617604963,7.01712918281555,1.40418768349476e-07,0.369617854418858,1684.39114903742,1.0099401473999,1.17502193874948e-07,0.2164338446738,1684.42601250691,2.64064812660217,1.4428177772872e-07,0.367917436552343,1684.40208464034,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"183",40,12,8,4.47151589393616,6.62879346238668e-16,0.0776853175060104,1621.91805290389,11.5971047878265,7.54261420234248e-16,0.21406719968286,1621.88528139437,4.48561215400696,6.62879346238668e-16,0.0776853175060104,1621.91805290389,8.7048499584198,7.61573873771263e-16,0.213889931324115,1621.88526672951,1.73640394210815,6.4730560702591e-16,0.0780860771849457,1621.91812827266,3.55825996398926,7.23938293897076e-16,0.215563595434959,1621.88542491486,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"184",40,12,9,14.1131539344788,3.42494491531093e-06,0.441970705896082,1663.59414353919,27.9843380451202,3.37326272909503e-06,0.602664584526187,1663.5885558676,14.1277091503143,3.42494491531093e-06,0.441970705896082,1663.59414353919,24.2316298484802,3.37371544556698e-06,0.602759100172663,1663.58855381856,1.10881805419922,3.21083719872629e-06,0.446879586991417,1663.5953696304,2.6901969909668,3.43178189895825e-06,0.621033114378841,1663.59174760039,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"185",40,12,10,2.29951620101929,7.33741652691911e-11,0.0167208676975885,1611.96621496726,9.03243684768677,8.03033792513073e-11,0.0882455516458742,1611.95247984313,2.28880715370178,7.33741652691911e-11,0.0167208676975885,1611.96621496726,5.82309699058533,7.85938806212321e-11,0.0864841649869497,1611.95168501656,1.1400830745697,7.48225142988781e-11,0.01671139402385,1611.96623246152,2.64593887329102,9.9714800066505e-11,0.0871721850318664,1611.9560529131,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"186",40,12,11,3.33382987976074,1.53493244321595e-18,0.355427331521212,1604.64274302887,15.7412710189819,2.56831111555106e-18,0.440618429300073,1604.60859164575,3.34326910972595,1.53493244321595e-18,0.355427331521212,1604.64274302887,6.72771620750427,2.55482251900499e-18,0.437020540553344,1604.6085879151,1.56098079681396,1.35099544803351e-18,0.355463276574147,1604.64237927552,3.2897801399231,2.41969806094007e-18,0.438557526720021,1604.60816523134,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"187",40,12,12,2.68264412879944,3.99569513806125e-13,0.00115254149801378,1653.43127512903,17.3099839687347,4.51481552488873e-13,0.0140784367162083,1653.39517922637,2.68300104141235,3.99569513806125e-13,0.00115254149801378,1653.43127512903,5.94980716705322,4.46440833500468e-13,0.0141038925686483,1653.39517428363,1.36514401435852,3.04746058068789e-14,0.00125214541593445,1652.93266371941,3.29753398895264,3.47716994907374e-14,0.0146106334597276,1652.90068651631,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"188",40,12,13,4.06453800201416,2.22817975484032e-09,2.05398618527576e-05,1682.9875079311,14.7764279842377,2.48501087395171e-09,0.000575690651756256,1682.96337063606,4.06210422515869,2.22817975484032e-09,2.05398618527576e-05,1682.9875079311,10.1764578819275,2.49493412562433e-09,0.000573255854095903,1682.96329855473,1.19022703170776,2.14312827682883e-09,2.06860478927357e-05,1682.99109356421,2.75941610336304,2.33396317499948e-09,0.000587310070270735,1682.96772663719,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"189",40,12,14,6.24295902252197,4.72031779185651e-10,0.0333431190386891,1743.19243709605,25.9732410907745,2.32740694456987e-09,0.152958405394716,1743.17766380392,6.28033113479614,4.72031779185651e-10,0.0333431190386891,1743.19243709605,13.1586358547211,2.35541505605872e-09,0.152350227763484,1743.17760258745,0.809337139129639,3.85240671211724e-10,0.0298601187056156,1743.25166190291,2.45634794235229,1.30629743870194e-09,0.131214604025617,1743.23779517974,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"190",40,12,15,3.16737604141235,7.42848409028332e-06,0.019776540965772,1656.98656711243,11.6503548622131,9.50320058114635e-06,0.0704793724110056,1656.9354409296,3.17434310913086,7.42848409028332e-06,0.019776540965772,1656.98656711243,7.96365809440613,9.53623911601522e-06,0.0702831856451306,1656.93540508363,1.41493010520935,7.71583241241331e-06,0.0199772997366113,1656.9877631985,3.13165378570557,9.35425257410201e-06,0.0705068171053215,1656.93577674129,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"191",40,12,16,3.20138382911682,5.5503269006091e-07,0.000597504848414681,1665.11651080268,10.1180939674377,9.52568655690323e-07,0.0120750445144945,1665.09818413249,3.19171500205994,5.5503269006091e-07,0.000597504848414681,1665.11651080268,7.07993698120117,9.63871602660388e-07,0.011962571837492,1665.09801126454,1.37278604507446,5.88064357765735e-07,0.000606210958591877,1665.11699408072,2.83643913269043,1.11687850431168e-06,0.0125732267292421,1665.100326359,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"192",40,12,17,3.51802802085876,0.00253589531656789,7.93608034329498e-05,1691.31191128713,27.8257620334625,0.00529210131189056,0.00125011693535669,1691.29569942003,3.51830697059631,0.00253589531656789,7.93608034329498e-05,1691.31191128713,6.98281097412109,0.00531940154032808,0.00124199897897658,1691.29565854178,1.12462401390076,0.00231479089961533,8.34815938037243e-05,1691.30438347345,2.5560200214386,0.00525325280375645,0.00148923973244045,1691.30200839886,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"193",40,12,18,3.624027967453,6.93271536882731e-18,0.00046483833508799,1649.12350546043,9.48458290100098,1.56968132633579e-17,0.0173075638995703,1649.10615181967,3.61201000213623,6.93271536882731e-18,0.00046483833508799,1649.12350546043,7.27885103225708,1.61224349735657e-17,0.0172174179827126,1649.10608557745,1.37227988243103,7.16229472290443e-18,0.000462248101939717,1649.12358693707,3.03009796142578,1.7166956475362e-17,0.0174889140258935,1649.10688885348,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"194",40,12,19,4.47623801231384,0.000135731759040293,9.91023165325663e-07,1639.2057658304,11.8596739768982,0.000601850230618186,0.000647513746181961,1639.18696654347,4.47337007522583,0.000135731759040293,9.91023165325663e-07,1639.2057658304,8.95316290855408,0.000604832045004544,0.000643595116541546,1639.18680924739,1.47267413139343,3.04482295490183e-05,2.04781051328831e-06,1639.7673548339,3.10918688774109,0.000246953281294577,0.000924455824341022,1639.74916635746,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"195",40,12,20,3.06940221786499,7.98746528444999e-06,0.0191417404657057,1661.5241682014,12.6597599983215,5.86129855441653e-06,0.133034291798086,1661.49683835236,3.07745289802551,7.98746528444999e-06,0.0191417404657057,1661.5241682014,7.06692004203796,5.87404251493058e-06,0.132368229821507,1661.49673575415,1.1956741809845,8.09860401563463e-06,0.0190915843659903,1661.52421674277,3.19171786308289,5.92784245158681e-06,0.133512563140036,1661.49745650603,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"196",40,12,21,7.99226999282837,4.39802553860863e-07,0.00416239271815242,1695.63315341105,18.9060781002045,5.50970257066958e-07,0.0801710080286802,1695.61883312666,7.98503684997559,4.39802553860863e-07,0.00416239271815242,1695.63315341105,13.9644849300385,5.65111992650349e-07,0.0795134490635611,1695.61864912537,0.928567171096802,5.33692784603112e-07,0.00391605655066198,1695.80640229651,2.64603781700134,6.10414202479526e-07,0.0749185712273931,1695.79082530741,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"197",40,12,22,3.33675813674927,1.72141845827471e-15,0.0398514727280671,1663.33859520528,10.5985350608826,7.54309005134124e-15,0.143088315598907,1663.28438666907,3.39788889884949,1.72141845827471e-15,0.0398514727280671,1663.33859520528,6.82709288597107,7.54626621998783e-15,0.142976396756208,1663.2843794321,1.15859794616699,1.73692157679063e-15,0.0397469377635443,1663.33861748856,2.74561905860901,7.99797823545882e-15,0.14096273677589,1663.28672130273,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"198",40,12,23,4.3179919719696,4.76083836741933e-11,0.00216649523479272,1675.65479145097,14.5280990600586,4.99314852253115e-11,0.0316596645578558,1675.63712942563,4.30940008163452,4.76083836741933e-11,0.00216649523479272,1675.65479145097,8.65882992744446,5.13472139153467e-11,0.0313447279513286,1675.63688147617,1.29415702819824,6.17993610441112e-12,0.00275942282461548,1676.42519014431,2.85049891471863,8.39075603883746e-12,0.0344289329912314,1676.41047752968,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"199",40,12,24,2.17613697052002,1.8337344581098e-07,0.00102421904885414,1631.05494415872,7.78702187538147,3.23435374646779e-07,0.013282798280954,1631.02684081202,2.2601420879364,1.8337344581098e-07,0.00102421904885414,1631.05494415872,5.4664409160614,3.22012819010486e-07,0.0131126880706334,1631.02642831403,0.750297069549561,1.7741738841162e-07,0.00104148707236745,1631.05516070647,2.55869507789612,3.66782238756194e-07,0.0127706811282257,1631.02740230551,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
