"","reps","n","iteration","Duration_NelderMead_nAGQ0","Pvalues_NelderMead_nAGQ0_Accuracy","Pvalues_NelderMead_nAGQ0_Precision","AIC_NelderMead_nAGQ0","Duration_NelderMead_nAGQ1","Pvalues_NelderMead_nAGQ1_Accuracy","Pvalues_NelderMead_nAGQ1_Precision","AIC_NelderMead_nAGQ1","Duration_Bobyqa_nAGQ0","Pvalues_Bobyqa_nAGQ0_Accuracy","Pvalues_Bobyqa_nAGQ0_Precision","AIC_Bobyqa_nAGQ0","Duration_Bobyqa_nAGQ1","Pvalues_Bobyqa_nAGQ1_Accuracy","Pvalues_Bobyqa_nAGQ1_Precision","AIC_Bobyqa_nAGQ1","Duration_nloptwrap_nAGQ0","Pvalues_nloptwrap_nAGQ0_Accuracy","Pvalues_nloptwrap_nAGQ0_Precision","AIC_nloptwrap_nAGQ0","Duration_nloptwrap_nAGQ1","Pvalues_nloptwrap_nAGQ1_Accuracy","Pvalues_nloptwrap_nAGQ1_Precision","AIC_nloptwrap_nAGQ1","Range_PSE_Difference","StandardValues","Range_JND_Difference","Multiplicator_PSE_Standard","Multiplicator_SD_Standard","SD_ResponseFunction","Mean_Variability_Between","SD_Variability_Between","nIterations"
"11",30,10,11,1.58695793151855,4.88150435888513e-10,0.0177192482363555,1081.89181230369,11.7694540023804,6.27778949488447e-10,0.0469528400979211,1081.86440671379,1.57376408576965,4.88150435888513e-10,0.0177192482363555,1081.89181230369,3.4108989238739,6.26115943258347e-10,0.0468468542828433,1081.86436309398,0.567132949829102,4.86691515957172e-10,0.0177472732466389,1081.89181934309,1.6602349281311,6.31568931291055e-10,0.0474561380256026,1081.86471936633,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"12",30,10,12,2.33276700973511,7.62545931766083e-05,0.00606328308461895,1027.8486158537,8.35314393043518,7.16983407069574e-05,0.0617760646754477,1027.83147109002,2.25754380226135,7.62545931766083e-05,0.00606328308461895,1027.8486158537,5.11331820487976,7.21090874812053e-05,0.0614175235082323,1027.83125224468,0.786378860473633,7.51253020745298e-05,0.00606467362737969,1027.86078737365,1.93241095542908,7.28262720757833e-05,0.0618159627621714,1027.84520845898,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"13",30,10,13,2.33857893943787,3.76952748385217e-08,0.803589229703294,1118.62814432189,6.3797869682312,1.25149836014683e-07,0.869635370259458,1118.60325472438,2.33886289596558,3.76952748385217e-08,0.803589229703294,1118.62814432189,5.01509308815002,1.25269510352068e-07,0.869597971982793,1118.60325318008,0.792949199676514,3.74553133826367e-08,0.806252812335794,1118.62828940082,1.92195606231689,1.46040002867232e-07,0.87535319871599,1118.6047093741,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"14",30,10,14,1.73975110054016,9.32211695707704e-07,0.0729860777139736,996.153507316026,5.3512020111084,6.14643013315032e-06,0.285595724282048,996.134918618681,1.72945785522461,9.32211695707704e-07,0.0729860777139736,996.153507316026,4.25826215744019,6.16635641471069e-06,0.284459032291966,996.134755008168,0.869823932647705,9.55420450720409e-07,0.0732364693765868,996.153656830524,1.98506784439087,6.15740577944754e-06,0.284610895888634,996.135061456103,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"15",30,10,15,0.819653034210205,5.37795589298295e-06,0.0590228161996903,1056.44329443941,6.0577380657196,6.87090993355718e-06,0.0910840968889667,1056.39577570771,0.78151798248291,5.37795589298295e-06,0.0590228161996903,1056.44329443941,3.11252808570862,6.8699027895038e-06,0.0912475234229913,1056.39577013836,0.789296865463257,5.64637447595601e-06,0.0576653672706986,1056.43303428486,1.7156240940094,8.99595387095031e-06,0.0967382687484376,1056.43252938253,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"16",30,10,16,1.20679092407227,1.32501276984548e-12,0.0195214501618319,1052.96181942511,7.59933495521545,5.22362684537714e-12,0.0652836619739984,1052.94092537804,1.18937611579895,1.32501276984548e-12,0.0195214501618319,1052.96181942511,3.18549394607544,5.26304125915196e-12,0.0648016399360401,1052.94063466923,0.678035020828247,1.3349728995587e-12,0.0194700273963125,1052.96182435446,1.57346081733704,8.28709678406189e-12,0.0697670364239697,1052.9595351099,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"17",30,10,17,1.33061695098877,1.74252993662215e-05,0.325147036934519,1106.313027193,18.8388240337372,6.06846025630816e-05,0.427072384763762,1106.25278531635,1.33464598655701,1.74252993662215e-05,0.325147036934519,1106.313027193,3.39484596252441,2.01204443176668e-05,0.487571560373444,1106.29400472421,0.703185081481934,1.75131168689379e-05,0.324565547979697,1106.31303140159,1.76621007919312,1.96894466711428e-05,0.495708672710912,1106.29505502129,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"18",30,10,18,3.5536630153656,3.70576153569114e-06,4.11650610059372e-05,1042.7250643636,7.32702088356018,3.65732116235036e-06,0.0012633494812394,1042.67098314395,3.56722807884216,3.70576153569114e-06,4.11650610059372e-05,1042.7250643636,6.00925803184509,3.67339278539183e-06,0.00126135530272241,1042.6709483664,0.549889802932739,3.93712698112777e-06,3.91528798759988e-05,1042.7309644878,1.96049284934998,3.38051684670627e-06,0.00125528823004397,1042.6752049185,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"19",30,10,19,2.1064350605011,1.7969028247745e-10,0.846851398838483,1042.26426058996,9.25982904434204,5.09284583498975e-10,0.89201799187252,1042.19135335029,2.11105990409851,1.7969028247745e-10,0.846851398838483,1042.26426058996,4.85645294189453,5.10475674332413e-10,0.891896829428879,1042.19134771601,0.649271011352539,5.42021277950147e-12,0.864066858777298,1042.6067479626,1.84520316123962,2.21808649811128e-11,0.89581758292959,1042.54200807166,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"20",30,10,20,1.76922106742859,3.75285954429382e-05,0.0611351946277519,1016.5859991516,9.61584901809692,3.75891620188283e-05,0.159444620964842,1016.51987181228,1.77690696716309,3.75285954429382e-05,0.0611351946277519,1016.5859991516,4.07812595367432,3.76470093080827e-05,0.159529006256494,1016.51984644462,0.602258920669556,3.86322665101001e-05,0.061519985429818,1016.58646084424,1.87896704673767,3.70068079855955e-05,0.161241535381954,1016.51996204941,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"21",30,10,21,1.61816501617432,1.59908518878385e-10,0.324472379456766,1054.34945390322,6.98435997962952,6.96003422274823e-10,0.47886602291726,1054.3355731547,1.64847898483276,1.59908518878385e-10,0.324472379456766,1054.34945390322,3.48050093650818,6.95693309670954e-10,0.478860651013325,1054.33557315477,0.649772882461548,3.57450080092524e-10,0.321821455639989,1054.32662891146,1.79767799377441,1.60095878478525e-09,0.480013162072402,1054.31361314964,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"22",30,10,22,1.71621513366699,7.99520517086807e-06,0.0107144924486617,1057.0234304532,6.27501106262207,1.04061661850217e-05,0.0407971755817704,1057.0012502678,1.72151494026184,7.99520517086807e-06,0.0107144924486617,1057.0234304532,3.58299279212952,1.02094777384727e-05,0.0407472985133877,1057.00124705651,0.544853925704956,7.89540439740603e-06,0.0106898665449942,1057.0235745415,1.52448701858521,9.46054677549863e-06,0.0426020059567782,1057.00288413158,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"23",30,10,23,1.6277289390564,0.0798024324456607,0.00188742938499324,1084.90239037712,8.10394597053528,0.0868621223597678,0.00977555668775135,1084.85776112132,1.62197685241699,0.0798024324456607,0.00188742938499324,1084.90239037712,3.76722502708435,0.0869928075250245,0.00974756594237414,1084.85765757879,0.693465948104858,0.101466678797445,0.00108733783094408,1086.58826012947,1.6349561214447,0.121709102022824,0.00830218869901233,1086.58821243355,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"24",30,10,24,1.33175802230835,0.00817166578927575,0.0103255230821522,1042.53454846738,10.3097050189972,0.0141164823369884,0.120911767875139,1042.52122175537,1.32611703872681,0.00817166578927575,0.0103255230821522,1042.53454846738,3.54885601997375,0.0142560725888174,0.119422842979659,1042.52080023581,0.549729108810425,0.008367420841914,0.00978420789312341,1042.5353211494,1.45971012115479,0.0159112926360938,0.12314613263494,1042.53153420941,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"25",30,10,25,1.98918700218201,6.72357738986734e-09,0.24639857551819,1066.04260572393,19.6537098884583,7.0200739920324e-09,0.300830825834614,1066.02355263463,1.98477792739868,6.72357738986734e-09,0.24639857551819,1066.04260572393,4.10928392410278,7.00200803169409e-09,0.301157998004303,1066.02355093082,1.06271910667419,1.02681470218607e-08,0.238767962920453,1066.01692466356,2.04714894294739,1.05821190597872e-08,0.304059947595009,1066.00193074496,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"26",30,12,1,2.00465703010559,4.50291539132189e-11,0.250321661311725,1234.00733126533,13.737753868103,2.7741467708498e-09,0.396460923520588,1233.96360688494,2.01527214050293,4.50291539132189e-11,0.250321661311725,1234.00733126533,5.04831194877625,2.77314234807556e-09,0.396222102352893,1233.96360432381,0.85545802116394,1.57279579263028e-10,0.232541464199256,1233.58535376135,2.15862011909485,5.11416358566718e-09,0.356946257463373,1233.55053042189,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"27",30,12,2,2.51781702041626,0.00217263329955596,0.000872334175953462,1298.35681967589,7.25492596626282,0.00202980162090121,0.00996492811061173,1298.34269188215,2.51558685302734,0.00217263329955596,0.000872334175953462,1298.35681967589,5.59712886810303,0.00201921521162139,0.00993988660698029,1298.34254627592,0.648596048355103,0.000160565536766547,0.00121080716533073,1299.64363570457,1.83959197998047,0.000197814861126014,0.0130352650102294,1299.63615282478,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"28",30,12,3,3.07815599441528,0.000173570215446174,7.74039144632331e-07,1274.95128032664,11.496376991272,0.00021076604620104,0.000415728044068292,1274.89992184457,3.06364989280701,0.000173570215446174,7.74039144632331e-07,1274.95128032664,6.71791005134583,0.000210080946423506,0.000415242265831326,1274.89987805139,0.953490018844604,0.000174856753068484,7.66488383151953e-07,1274.95140911562,2.37523603439331,0.000212075283137936,0.000414363293044624,1274.9010301698,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"29",30,12,4,2.83077502250671,0.00287964124808094,0.160257063771509,1256.59477305276,10.5404100418091,0.00311503230734759,0.323933676390172,1256.56024217829,2.81833410263062,0.00287964124808094,0.160257063771509,1256.59477305276,5.77827286720276,0.00310846401561258,0.323485742092379,1256.56012371847,0.831584215164185,0.0028600177766097,0.159762207329572,1256.59479405965,1.89080190658569,0.00354925609165991,0.342733660098654,1256.58417359127,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"30",30,12,5,2.52745604515076,2.61479446734875e-11,0.000641542044178822,1254.14876753035,8.93233895301819,3.64869617557468e-11,0.0643900336689409,1254.1047465203,2.53258514404297,2.61479446734875e-11,0.000641542044178822,1254.14876753035,5.73156094551086,3.75814316233186e-11,0.0639789558995541,1254.10463339366,0.79488205909729,9.28043522951554e-11,0.000672471855863586,1256.01878058702,2.00248098373413,1.78674033172368e-10,0.0625656430106724,1255.98821115109,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"31",30,12,6,6.19031596183777,3.32457239466902e-05,0.00414691356042084,1306.46158450435,15.0355629920959,6.17979628400509e-05,0.0130758686103638,1306.43274381171,6.29543590545654,3.32457239466902e-05,0.00414691356042084,1306.46158450435,11.9815871715546,6.19527172079051e-05,0.0130346717259032,1306.43267515401,0.530428886413574,3.07425378816214e-05,0.00448010717910364,1306.47926070308,1.58763909339905,7.82706124008923e-05,0.0158896307193867,1306.47682873331,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"32",30,12,7,2.41604685783386,1.23838155247264e-07,0.00972938574973742,1292.42481671956,10.3987350463867,2.83741498562983e-07,0.121260859658215,1292.4120263052,2.4062340259552,1.23838155247264e-07,0.00972938574973742,1292.42481671956,5.13440585136414,2.96163606913347e-07,0.11972341375395,1292.41158804526,0.995603084564209,1.24816096613453e-07,0.00968568819310266,1292.42481910988,2.14915895462036,3.27587056728446e-07,0.120764912380758,1292.41748738525,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"33",30,12,8,3.80206894874573,7.06876596622452e-12,0.18143220208703,1218.63329694728,18.6774399280548,3.16011684671272e-11,0.226543353937151,1218.59669108936,3.81920790672302,7.06876596622452e-12,0.18143220208703,1218.63329694728,6.1390368938446,3.15423205503287e-11,0.226499459933239,1218.59669049201,1.01558208465576,9.41642457528156e-12,0.175949234963766,1218.63659554381,2.46049189567566,3.69531577695078e-11,0.22724008061213,1218.59839555651,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"34",30,12,9,5.72699308395386,1.5258915572741e-16,0.612057027775431,1215.38823390078,15.8830261230469,1.21388211101766e-15,0.664088940455153,1215.34952444164,5.73698711395264,1.5258915572741e-16,0.612057027775431,1215.38823390078,7.56753396987915,1.20391895667825e-15,0.664604510460385,1215.34945723304,0.575833082199097,1.08165143048857e-16,0.610797052863629,1215.38366363775,1.82488799095154,9.47984993789845e-16,0.662997469082653,1215.34482859683,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"35",30,12,10,4.67777800559998,4.95350584974917e-10,0.00344936589035247,1239.22939865135,9.06286096572876,5.29175934138722e-10,0.0259402113281263,1239.19208948469,4.66742086410522,4.95350584974917e-10,0.00344936589035247,1239.22939865135,8.84321212768555,5.29822480454566e-10,0.0259342694978891,1239.1920854511,0.701459169387817,2.83972379759667e-10,0.00348727702449687,1239.24720790237,1.89980483055115,3.19647945852911e-10,0.0267175164746274,1239.21118965463,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"36",30,12,11,2.97814011573792,1.80612506713167e-13,0.503644170579054,1225.49194349459,21.9688827991486,4.65545139074291e-12,0.612272463638596,1225.46602774395,2.9886040687561,1.80612506713167e-13,0.503644170579054,1225.49194349459,6.27443408966064,4.54257786237692e-12,0.612502167438476,1225.46594779465,0.552932977676392,5.42050987996786e-14,0.492212342628476,1225.80183294521,1.85848307609558,1.55284003594926e-12,0.598332643720769,1225.77773004486,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"37",30,12,12,7.00365591049194,2.39573345764523e-05,0.0279891397625578,1298.20659034232,11.1236410140991,2.12333498642613e-05,0.120426674658962,1298.19737109405,6.99488306045532,2.39573345764523e-05,0.0279891397625578,1298.20659034232,13.4687690734863,2.122945171485e-05,0.120279952870952,1298.1973430219,0.721330881118774,2.38712820308815e-05,0.027934432298863,1298.20715870687,1.81044507026672,2.78544019416336e-05,0.128832090194879,1298.20715096948,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"38",30,12,13,5.98282694816589,3.94329708097316e-07,0.171002027361496,1314.56994960523,11.9068970680237,7.60207430168386e-07,0.36438682139146,1314.55658494614,5.99892592430115,3.94329708097316e-07,0.171002027361496,1314.56994960523,9.80974793434143,7.67303268200437e-07,0.363570575907485,1314.55652042997,1.16961598396301,2.34239874392352e-07,0.176977638554515,1314.67494926199,2.34275484085083,4.42393284572788e-07,0.375827896075389,1314.66217113951,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"39",30,12,14,3.13666105270386,2.10265818985495e-06,0.105387910233794,1237.12982934883,11.1745710372925,5.9064549523563e-06,0.276245214125435,1237.08197969314,3.21158385276794,2.10265818985495e-06,0.105387910233794,1237.12982934883,6.8363630771637,5.95370153093947e-06,0.275952748836188,1237.08189248519,0.754436016082764,2.04090678811781e-06,0.105992099404472,1237.12987082821,2.03110504150391,6.69934924937422e-06,0.269390634543278,1237.08334575576,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"40",30,12,15,6.21240496635437,8.11390732040118e-05,0.000154268353088214,1261.46566828875,22.3801519870758,7.52116305742464e-05,0.00351747710057681,1261.44203008535,6.18361902236938,8.11390732040118e-05,0.000154268353088214,1261.46566828875,9.82981204986572,7.52206513856451e-05,0.00351914833542681,1261.44202992749,1.11518907546997,8.20574616670829e-05,0.000152572612198857,1261.4669082232,2.41681003570557,8.3543520372284e-05,0.00384384469790034,1261.44410947125,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"41",30,12,16,1.99779891967773,4.94517464280952e-11,0.737591179636706,1212.35759103387,6.43090391159058,2.48533848893865e-09,0.791108133611,1212.33542350447,2.01572012901306,4.94517464280952e-11,0.737591179636706,1212.35759103387,4.66391801834106,2.49153110059595e-09,0.790642313052998,1212.33541561755,0.713937044143677,3.0211031287684e-11,0.740467708902145,1212.36245075872,2.03006100654602,1.86586532807492e-09,0.802567933209981,1212.34221937341,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"42",30,12,17,1.49911999702454,6.11305781683678e-10,0.494072277383961,1300.12585328582,21.4765870571136,6.34211651829387e-09,0.565701848317125,1300.08319175529,1.50609111785889,6.11305781683678e-10,0.494072277383961,1300.12585328582,3.51835489273071,6.3769092702648e-09,0.565421552458958,1300.08318805205,0.694000005722046,6.02225967217613e-10,0.495171680756038,1300.12603160637,2.05874300003052,6.26859838048357e-09,0.586626784217234,1300.08349952137,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"43",30,12,18,3.42275500297546,6.04397759189894e-09,0.659865156770631,1284.50790058364,10.0158851146698,7.4873659293246e-09,0.697756895506692,1284.49431070165,3.39543890953064,6.04397759189894e-09,0.659865156770631,1284.50790058364,6.70928692817688,7.50809041265531e-09,0.697016502515489,1284.49424068786,1.06215000152588,5.99458851467119e-09,0.659388417618922,1284.50795529924,2.23205614089966,1.28392930324839e-08,0.716243857333744,1284.5049700748,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"44",30,12,19,1.73488402366638,1.06493219970151e-06,0.0112938045458512,1327.15176653273,6.95366716384888,1.75683152586672e-06,0.0626428801854026,1327.124816441,1.72509694099426,1.06493219970151e-06,0.0112938045458512,1327.15176653273,3.98412990570068,1.74642540010532e-06,0.0623728123511276,1327.12466115404,0.370764017105103,2.53193655645165e-09,0.0106549101833861,1328.19470755731,1.7204909324646,9.72519680960896e-09,0.0612885097245485,1328.16646698662,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"45",30,12,20,2.0986659526825,2.56505981424983e-08,0.223638365276919,1275.16028300009,9.4028959274292,4.39036622704107e-08,0.294747968993354,1275.14015432288,2.08292818069458,2.56505981424983e-08,0.223638365276919,1275.16028300009,4.51493000984192,4.40191242465711e-08,0.294473140980087,1275.13991262633,0.782319784164429,2.58577428019453e-08,0.223398641437009,1275.16029312584,1.90409016609192,5.59873454968509e-08,0.297565094528995,1275.1583716931,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"46",30,12,21,1.54431200027466,9.72852734076769e-05,0.000238612869904806,1244.2265020041,8.92359900474548,0.000121307193173974,0.00599178323034342,1244.19356034904,1.52346086502075,9.72852734076769e-05,0.000238612869904806,1244.2265020041,4.21702790260315,0.000116059955806527,0.00593264974439259,1244.19257487045,0.999835014343262,0.000121104916631141,0.000171263270680003,1244.23963706617,2.36584281921387,0.000133145932004535,0.00575691501546266,1244.19713746356,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"47",30,12,22,4.27256488800049,0.000113550860677947,0.00314343421698272,1259.72491729109,8.17581105232239,0.000106050488760999,0.0211046104804887,1259.68883510603,4.34154200553894,0.000113550860677947,0.00314343421698272,1259.72491729109,7.92392897605896,0.000106141960150805,0.0210891802558393,1259.68881455592,0.705538034439087,5.58282877882229e-05,0.00313106718403909,1259.86432913371,1.95149397850037,5.8416871444811e-05,0.0204192994250626,1259.83108417959,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"48",30,12,23,3.07822012901306,1.30412974890997e-06,0.00366289252615876,1305.4392257148,8.46714401245117,2.18743386238088e-06,0.0418026870028836,1305.41382918604,3.08247089385986,1.30412974890997e-06,0.00366289252615876,1305.4392257148,6.11062598228455,2.21769208056327e-06,0.041635099696748,1305.41370419349,1.11473202705383,1.25756273680466e-06,0.00367962390234514,1305.44095326292,2.47437191009521,2.16070421001615e-06,0.0421375245400728,1305.41644697792,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"49",30,12,24,3.48495101928711,1.58542962592715e-06,0.594579640062554,1328.75539460747,8.16713976860046,2.37925453590006e-06,0.66278394492289,1328.67886926307,3.46706104278564,1.58542962592715e-06,0.594579640062554,1328.75539460747,6.30702209472656,2.38183297560809e-06,0.662609328169641,1328.67886078412,0.840388059616089,1.51992701308152e-06,0.599874017850404,1328.75800041082,2.23424005508423,2.4051183334557e-06,0.662321258522978,1328.68106760664,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
"50",30,12,25,3.81034016609192,0.000789499787879023,0.00104743758895673,1295.51687299091,21.3548581600189,0.00136369868958954,0.0195642676273028,1295.48280172685,3.83277797698975,0.000789499787879023,0.00104743758895673,1295.51687299091,6.42444801330566,0.00136349780296939,0.0195746273358327,1295.48279289556,1.01605486869812,0.000845286992090254,0.000900794369450687,1295.48609096268,2.2620530128479,0.00180406326691487,0.0223754396861137,1295.46003587927,0.1,"5 8",0.2,0,0.108,0.1,0.1,0.1,25
