,Model,StandardValues,ConditionOfInterest,ID,Repetition,Mean_Modeled,SD_Modeled,AIC,CoefCond,CoefInteract,PvaluesCoI,PvaluesInterac,SECoI,SEInterac,Mean_Actual,SD_Actual,PSE_Difference,JND_Difference,Condition_PSEJND,ActualPSEs,ActualSDs,Condition,AIC_Norm
1211,M14,7,1,s3,2,-2.152164387,0.894747292,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-2.053653853,0.792886093,-0.05,-0.125,-0.175,-0.7,1.3125,Condition of Interest,255.0592624
1212,M14,8,1,s3,2,-2.449203071,1.008826971,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-2.347032975,0.906155535,-0.05,-0.125,-0.175,-0.8,1.5,Condition of Interest,255.0592624
1213,M14,5,1,s4,2,-1.29807383,0.638366065,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-1.228979289,0.716319561,-0.05,-0.125,-0.175,-0.5,0.9375,Condition of Interest,255.0592624
1214,M14,6,1,s4,2,-1.560779646,0.767660593,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-1.474775147,0.859583474,-0.05,-0.125,-0.175,-0.6,1.125,Condition of Interest,255.0592624
1215,M14,7,1,s4,2,-1.788630295,0.883941936,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-1.720571005,1.002847386,-0.05,-0.125,-0.175,-0.7,1.3125,Condition of Interest,255.0592624
1216,M14,8,1,s4,2,-2.054583206,1.006822038,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-1.966366863,1.146111298,-0.05,-0.125,-0.175,-0.8,1.5,Condition of Interest,255.0592624
1217,M14,5,1,s5,2,0.80293462,0.652554419,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,0.738333731,0.676600429,-0.05,-0.125,-0.175,-0.5,0.9375,Condition of Interest,255.0592624
1218,M14,6,1,s5,2,0.93997696,0.76862135,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,0.886000477,0.811920515,-0.05,-0.125,-0.175,-0.6,1.125,Condition of Interest,255.0592624
1219,M14,7,1,s5,2,1.086862422,0.892005087,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,1.033667223,0.947240601,-0.05,-0.125,-0.175,-0.7,1.3125,Condition of Interest,255.0592624
1220,M14,8,1,s5,2,1.260377399,1.023259312,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,1.18133397,1.082560687,-0.05,-0.125,-0.175,-0.8,1.5,Condition of Interest,255.0592624
1221,M14,5,1,s6,2,-1.355194619,0.642158533,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-1.380082816,0.600029298,-0.05,-0.125,-0.175,-0.5,0.9375,Condition of Interest,255.0592624
1222,M14,6,1,s6,2,-1.596067966,0.762898328,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-1.656099379,0.720035158,-0.05,-0.125,-0.175,-0.6,1.125,Condition of Interest,255.0592624
1223,M14,7,1,s6,2,-1.880686018,0.888034296,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-1.932115942,0.840041018,-0.05,-0.125,-0.175,-0.7,1.3125,Condition of Interest,255.0592624
1224,M14,8,1,s6,2,-2.13033343,1.011463629,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-2.208132505,0.960046877,-0.05,-0.125,-0.175,-0.8,1.5,Condition of Interest,255.0592624
1225,M14,5,1,s7,2,0.240761122,0.646641627,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,0.246480864,0.605273681,-0.05,-0.125,-0.175,-0.5,0.9375,Condition of Interest,255.0592624
1226,M14,6,1,s7,2,0.252983173,0.773807159,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,0.295777037,0.726328418,-0.05,-0.125,-0.175,-0.6,1.125,Condition of Interest,255.0592624
1227,M14,7,1,s7,2,0.308699816,0.893982196,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,0.345073209,0.847383154,-0.05,-0.125,-0.175,-0.7,1.3125,Condition of Interest,255.0592624
1228,M14,8,1,s7,2,0.404044157,1.019447533,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,0.394369382,0.96843789,-0.05,-0.125,-0.175,-0.8,1.5,Condition of Interest,255.0592624
1229,M14,5,1,s8,2,-0.273924374,0.64420068,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-0.256251261,0.777390449,-0.05,-0.125,-0.175,-0.5,0.9375,Condition of Interest,255.0592624
1230,M14,6,1,s8,2,-0.308847056,0.766796471,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-0.307501514,0.932868539,-0.05,-0.125,-0.175,-0.6,1.125,Condition of Interest,255.0592624
1231,M14,7,1,s8,2,-0.36607819,0.88842511,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-0.358751766,1.088346629,-0.05,-0.125,-0.175,-0.7,1.3125,Condition of Interest,255.0592624
1232,M14,8,1,s8,2,-0.426334291,1.011135745,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-0.410002018,1.243824719,-0.05,-0.125,-0.175,-0.8,1.5,Condition of Interest,255.0592624
1233,M14,5,1,s9,2,0.915880351,0.652616339,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,0.962782013,0.70008163,-0.05,-0.125,-0.175,-0.5,0.9375,Condition of Interest,255.0592624
1234,M14,6,1,s9,2,1.101969818,0.762202363,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,1.155338415,0.840097956,-0.05,-0.125,-0.175,-0.6,1.125,Condition of Interest,255.0592624
1235,M14,7,1,s9,2,1.266521168,0.893782604,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,1.347894818,0.980114282,-0.05,-0.125,-0.175,-0.7,1.3125,Condition of Interest,255.0592624
1236,M14,8,1,s9,2,1.464472931,1.019072181,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,1.54045122,1.120130608,-0.05,-0.125,-0.175,-0.8,1.5,Condition of Interest,255.0592624
1237,M14,5,1,s10,2,0.948299095,0.647926052,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,0.920042862,0.646045614,-0.05,-0.125,-0.175,-0.5,0.9375,Condition of Interest,255.0592624
1238,M14,6,1,s10,2,1.111559659,0.774594213,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,1.104051434,0.775254737,-0.05,-0.125,-0.175,-0.6,1.125,Condition of Interest,255.0592624
1239,M14,7,1,s10,2,1.345612528,0.897502935,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,1.288060006,0.90446386,-0.05,-0.125,-0.175,-0.7,1.3125,Condition of Interest,255.0592624
1240,M14,8,1,s10,2,1.470835008,1.017389299,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,1.472068579,1.033672983,-0.05,-0.125,-0.175,-0.8,1.5,Condition of Interest,255.0592624
1241,M14,5,1,s11,2,-0.164191898,0.646841396,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-0.122531751,0.644205326,-0.05,-0.125,-0.175,-0.5,0.9375,Condition of Interest,255.0592624
1242,M14,6,1,s11,2,-0.204090606,0.769662675,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-0.147038102,0.773046391,-0.05,-0.125,-0.175,-0.6,1.125,Condition of Interest,255.0592624
1243,M14,7,1,s11,2,-0.208776236,0.894454909,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-0.171544452,0.901887456,-0.05,-0.125,-0.175,-0.7,1.3125,Condition of Interest,255.0592624
1244,M14,8,1,s11,2,-0.263476184,1.022276192,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-0.196050802,1.030728521,-0.05,-0.125,-0.175,-0.8,1.5,Condition of Interest,255.0592624
1245,M14,5,1,s12,2,-0.493046723,0.643832801,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-0.519438071,0.650784206,-0.05,-0.125,-0.175,-0.5,0.9375,Condition of Interest,255.0592624
1246,M14,6,1,s12,2,-0.61231437,0.762984918,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-0.623325686,0.780941047,-0.05,-0.125,-0.175,-0.6,1.125,Condition of Interest,255.0592624
1247,M14,7,1,s12,2,-0.717004593,0.887846073,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-0.7272133,0.911097888,-0.05,-0.125,-0.175,-0.7,1.3125,Condition of Interest,255.0592624
1248,M14,8,1,s12,2,-0.838032745,1.009209129,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-0.831100914,1.04125473,-0.05,-0.125,-0.175,-0.8,1.5,Condition of Interest,255.0592624
1249,M14,5,1,s13,2,-0.451219341,0.647539138,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-0.473081791,0.72019158,-0.05,-0.125,-0.175,-0.5,0.9375,Condition of Interest,255.0592624
1250,M14,6,1,s13,2,-0.546428414,0.762986632,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-0.567698149,0.864229896,-0.05,-0.125,-0.175,-0.6,1.125,Condition of Interest,255.0592624
1251,M14,7,1,s13,2,-0.622477552,0.899721466,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-0.662314507,1.008268212,-0.05,-0.125,-0.175,-0.7,1.3125,Condition of Interest,255.0592624
1252,M14,8,1,s13,2,-0.712821184,1.020706454,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-0.756930866,1.152306528,-0.05,-0.125,-0.175,-0.8,1.5,Condition of Interest,255.0592624
1253,M14,5,1,s14,2,1.040075465,0.650176903,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,0.991501387,0.187733192,-0.05,-0.125,-0.175,-0.5,0.9375,Condition of Interest,255.0592624
1254,M14,6,1,s14,2,1.219939325,0.769081596,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,1.189801665,0.22527983,-0.05,-0.125,-0.175,-0.6,1.125,Condition of Interest,255.0592624
1255,M14,7,1,s14,2,1.413568899,0.891508611,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,1.388101942,0.262826468,-0.05,-0.125,-0.175,-0.7,1.3125,Condition of Interest,255.0592624
1256,M14,8,1,s14,2,1.65397969,1.026030924,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,1.58640222,0.300373107,-0.05,-0.125,-0.175,-0.8,1.5,Condition of Interest,255.0592624
1257,M14,5,1,s15,2,1.66986652,0.647838739,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,1.593154185,0.646074196,-0.05,-0.125,-0.175,-0.5,0.9375,Condition of Interest,255.0592624
1258,M14,6,1,s15,2,1.922435244,0.769926268,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,1.911785022,0.775289035,-0.05,-0.125,-0.175,-0.6,1.125,Condition of Interest,255.0592624
1259,M14,7,1,s15,2,2.262855023,0.892370152,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,2.230415859,0.904503874,-0.05,-0.125,-0.175,-0.7,1.3125,Condition of Interest,255.0592624
1260,M14,8,1,s15,2,2.539802033,0.995102283,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,2.549046696,1.033718713,-0.05,-0.125,-0.175,-0.8,1.5,Condition of Interest,255.0592624
1261,M14,5,1,s16,2,-1.618872711,0.644559551,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-1.592516306,0.879135144,-0.05,-0.125,-0.175,-0.5,0.9375,Condition of Interest,255.0592624
1262,M14,6,1,s16,2,-1.916166468,0.760401132,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-1.911019568,1.054962173,-0.05,-0.125,-0.175,-0.6,1.125,Condition of Interest,255.0592624
1263,M14,7,1,s16,2,-2.226151778,0.884846937,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-2.229522829,1.230789202,-0.05,-0.125,-0.175,-0.7,1.3125,Condition of Interest,255.0592624
1264,M14,8,1,s16,2,-2.55408325,1.007119335,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-2.54802609,1.40661623,-0.05,-0.125,-0.175,-0.8,1.5,Condition of Interest,255.0592624
1265,M14,5,1,s17,2,0.788950671,0.648979855,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,0.809974841,0.55292962,-0.05,-0.125,-0.175,-0.5,0.9375,Condition of Interest,255.0592624
1266,M14,6,1,s17,2,0.972723567,0.761808257,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,0.971969809,0.663515544,-0.05,-0.125,-0.175,-0.6,1.125,Condition of Interest,255.0592624
1267,M14,7,1,s17,2,1.102384349,0.893970613,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,1.133964777,0.774101468,-0.05,-0.125,-0.175,-0.7,1.3125,Condition of Interest,255.0592624
1268,M14,8,1,s17,2,1.260543284,1.021646338,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,1.295959745,0.884687392,-0.05,-0.125,-0.175,-0.8,1.5,Condition of Interest,255.0592624
1269,M14,5,1,s18,2,-1.694996904,0.647948178,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-1.655366904,0.512275036,-0.05,-0.125,-0.175,-0.5,0.9375,Condition of Interest,255.0592624
1270,M14,6,1,s18,2,-1.993901704,0.765109685,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-1.986440285,0.614730043,-0.05,-0.125,-0.175,-0.6,1.125,Condition of Interest,255.0592624
1271,M14,7,1,s18,2,-2.342356457,0.886622456,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-2.317513666,0.71718505,-0.05,-0.125,-0.175,-0.7,1.3125,Condition of Interest,255.0592624
1272,M14,8,1,s18,2,-2.643498963,1.011921935,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-2.648587047,0.819640057,-0.05,-0.125,-0.175,-0.8,1.5,Condition of Interest,255.0592624
1273,M14,5,1,s19,2,-0.529296896,0.648590071,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-0.486523655,0.533795565,-0.05,-0.125,-0.175,-0.5,0.9375,Condition of Interest,255.0592624
1274,M14,6,1,s19,2,-0.6279815,0.762418609,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-0.583828386,0.640554678,-0.05,-0.125,-0.175,-0.6,1.125,Condition of Interest,255.0592624
1275,M14,7,1,s19,2,-0.7128864,0.89266791,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-0.681133117,0.747313791,-0.05,-0.125,-0.175,-0.7,1.3125,Condition of Interest,255.0592624
1276,M14,8,1,s19,2,-0.838185171,1.010613687,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-0.778437848,0.854072904,-0.05,-0.125,-0.175,-0.8,1.5,Condition of Interest,255.0592624
1277,M14,5,1,s20,2,-0.625892117,0.650116479,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-0.589297014,0.704047848,-0.05,-0.125,-0.175,-0.5,0.9375,Condition of Interest,255.0592624
1278,M14,6,1,s20,2,-0.73883503,0.760828482,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-0.707156417,0.844857418,-0.05,-0.125,-0.175,-0.6,1.125,Condition of Interest,255.0592624
1279,M14,7,1,s20,2,-0.86937074,0.894762324,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-0.825015819,0.985666988,-0.05,-0.125,-0.175,-0.7,1.3125,Condition of Interest,255.0592624
1280,M14,8,1,s20,2,-0.991905616,1.014859645,14119.54326,0.627229254,0.181404117,9.16E-21,0.006954164,0.06711696,0.067210824,-0.942875222,1.126476557,-0.05,-0.125,-0.175,-0.8,1.5,Condition of Interest,255.0592624
1281,M14,5,0,s1,1,0.683602694,0.762735425,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,0.68733645,0.935258353,0.05,-0.125,-0.1250.05,0,0.75,Baseline,567.5375106
1282,M14,6,0,s1,1,0.799152435,0.892789568,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,0.82480374,1.122310024,0.05,-0.125,-0.1250.05,0,0.9,Baseline,567.5375106
1283,M14,7,0,s1,1,0.992377082,1.064421041,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,0.96227103,1.309361694,0.05,-0.125,-0.1250.05,0,1.05,Baseline,567.5375106
1284,M14,8,0,s1,1,1.181068161,1.25806592,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,1.09973832,1.496413365,0.05,-0.125,-0.1250.05,0,1.2,Baseline,567.5375106
1285,M14,5,0,s2,1,-0.662585296,0.761492485,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,-0.643277767,1.091431611,0.05,-0.125,-0.1250.05,0,0.75,Baseline,567.5375106
1286,M14,6,0,s2,1,-0.760806786,0.885139703,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,-0.77193332,1.309717933,0.05,-0.125,-0.1250.05,0,0.9,Baseline,567.5375106
1287,M14,7,0,s2,1,-0.902898374,1.049555282,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,-0.900588874,1.528004255,0.05,-0.125,-0.1250.05,0,1.05,Baseline,567.5375106
1288,M14,8,0,s2,1,-1.058734527,1.267369737,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,-1.029244427,1.746290577,0.05,-0.125,-0.1250.05,0,1.2,Baseline,567.5375106
1289,M14,5,0,s3,1,-1.533523232,0.762603912,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,-1.53480784,1.036860275,0.05,-0.125,-0.1250.05,0,0.75,Baseline,567.5375106
1290,M14,6,0,s3,1,-1.773477935,0.891451384,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,-1.841769409,1.24423233,0.05,-0.125,-0.1250.05,0,0.9,Baseline,567.5375106
1291,M14,7,0,s3,1,-2.099045927,1.051973409,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,-2.148730977,1.451604385,0.05,-0.125,-0.1250.05,0,1.05,Baseline,567.5375106
1292,M14,8,0,s3,1,-2.481983504,1.258356031,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,-2.455692545,1.65897644,0.05,-0.125,-0.1250.05,0,1.2,Baseline,567.5375106
1293,M14,5,0,s4,1,-0.95356377,0.761112417,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,-0.946706849,0.947637644,0.05,-0.125,-0.1250.05,0,0.75,Baseline,567.5375106
1294,M14,6,0,s4,1,-1.102982693,0.883738218,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,-1.136048218,1.137165173,0.05,-0.125,-0.1250.05,0,0.9,Baseline,567.5375106
1295,M14,7,0,s4,1,-1.318029945,1.058113068,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,-1.325389588,1.326692702,0.05,-0.125,-0.1250.05,0,1.05,Baseline,567.5375106
1296,M14,8,0,s4,1,-1.549476922,1.254563216,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,-1.514730958,1.516220231,0.05,-0.125,-0.1250.05,0,1.2,Baseline,567.5375106
1297,M14,5,0,s5,1,0.37652477,0.767344526,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,0.443834084,0.738566973,0.05,-0.125,-0.1250.05,0,0.75,Baseline,567.5375106
1298,M14,6,0,s5,1,0.456873884,0.890421499,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,0.5326009,0.886280367,0.05,-0.125,-0.1250.05,0,0.9,Baseline,567.5375106
1299,M14,7,0,s5,1,0.532096951,1.064535332,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,0.621367717,1.033993762,0.05,-0.125,-0.1250.05,0,1.05,Baseline,567.5375106
1300,M14,8,0,s5,1,0.644010814,1.267040485,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,0.710134534,1.181707156,0.05,-0.125,-0.1250.05,0,1.2,Baseline,567.5375106
1301,M14,5,0,s6,1,-0.62937533,0.770695787,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,-0.573291747,1.095546917,0.05,-0.125,-0.1250.05,0,0.75,Baseline,567.5375106
1302,M14,6,0,s6,1,-0.747188308,0.885716234,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,-0.687950096,1.3146563,0.05,-0.125,-0.1250.05,0,0.9,Baseline,567.5375106
1303,M14,7,0,s6,1,-0.88012702,1.057502846,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,-0.802608445,1.533765683,0.05,-0.125,-0.1250.05,0,1.05,Baseline,567.5375106
1304,M14,8,0,s6,1,-1.00538679,1.2601728,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,-0.917266794,1.752875067,0.05,-0.125,-0.1250.05,0,1.2,Baseline,567.5375106
1305,M14,5,0,s7,1,0.816926087,0.768550009,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,0.844506118,0.806192031,0.05,-0.125,-0.1250.05,0,0.75,Baseline,567.5375106
1306,M14,6,0,s7,1,0.972812926,0.893414851,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,1.013407342,0.967430438,0.05,-0.125,-0.1250.05,0,0.9,Baseline,567.5375106
1307,M14,7,0,s7,1,1.145644381,1.059546952,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,1.182308565,1.128668844,0.05,-0.125,-0.1250.05,0,1.05,Baseline,567.5375106
1308,M14,8,0,s7,1,1.360443353,1.259170314,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,1.351209789,1.28990725,0.05,-0.125,-0.1250.05,0,1.2,Baseline,567.5375106
1309,M14,5,0,s8,1,1.455317713,0.767146513,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,1.509269968,0.704467213,0.05,-0.125,-0.1250.05,0,0.75,Baseline,567.5375106
1310,M14,6,0,s8,1,1.73964614,0.892427999,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,1.811123961,0.845360655,0.05,-0.125,-0.1250.05,0,0.9,Baseline,567.5375106
1311,M14,7,0,s8,1,2.051755461,1.062853822,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,2.112977955,0.986254098,0.05,-0.125,-0.1250.05,0,1.05,Baseline,567.5375106
1312,M14,8,0,s8,1,2.449914312,1.25986434,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,2.414831948,1.127147541,0.05,-0.125,-0.1250.05,0,1.2,Baseline,567.5375106
1313,M14,5,0,s9,1,-1.457917427,0.758391006,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,-1.394497953,0.513672061,0.05,-0.125,-0.1250.05,0,0.75,Baseline,567.5375106
1314,M14,6,0,s9,1,-1.68235974,0.886737075,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,-1.673397543,0.616406473,0.05,-0.125,-0.1250.05,0,0.9,Baseline,567.5375106
1315,M14,7,0,s9,1,-1.999561752,1.057463683,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,-1.952297134,0.719140885,0.05,-0.125,-0.1250.05,0,1.05,Baseline,567.5375106
1316,M14,8,0,s9,1,-2.39307142,1.263060064,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,-2.231196724,0.821875297,0.05,-0.125,-0.1250.05,0,1.2,Baseline,567.5375106
1317,M14,5,0,s10,1,0.688712838,0.762232628,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,0.743938781,0.801795692,0.05,-0.125,-0.1250.05,0,0.75,Baseline,567.5375106
1318,M14,6,0,s10,1,0.857025332,0.890066235,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,0.892726538,0.96215483,0.05,-0.125,-0.1250.05,0,0.9,Baseline,567.5375106
1319,M14,7,0,s10,1,1.053352036,1.058782919,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,1.041514294,1.122513969,0.05,-0.125,-0.1250.05,0,1.05,Baseline,567.5375106
1320,M14,8,0,s10,1,1.250273734,1.273440572,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,1.19030205,1.282873107,0.05,-0.125,-0.1250.05,0,1.2,Baseline,567.5375106
1321,M14,5,0,s11,1,-0.860992068,0.763644232,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,-0.883452814,0.706514672,0.05,-0.125,-0.1250.05,0,0.75,Baseline,567.5375106
1322,M14,6,0,s11,1,-0.993406083,0.882845101,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,-1.060143377,0.847817606,0.05,-0.125,-0.1250.05,0,0.9,Baseline,567.5375106
1323,M14,7,0,s11,1,-1.173542545,1.051440773,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,-1.23683394,0.989120541,0.05,-0.125,-0.1250.05,0,1.05,Baseline,567.5375106
1324,M14,8,0,s11,1,-1.397154291,1.250467673,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,-1.413524503,1.130423475,0.05,-0.125,-0.1250.05,0,1.2,Baseline,567.5375106
1325,M14,5,0,s12,1,1.499865758,0.767585254,14322.87772,-0.608162462,0.124436451,1.37E-16,0.045725987,0.073558996,0.062283188,1.444614408,0.799050612,0.05,-0.125,-0.1250.05,0,0.75,Baseline,567.5375106
