,Model,StandardValues,ConditionOfInterest,ID,Repetition,Mean_Modeled,SD_Modeled,AIC,CoefCond,CoefInteract,PvaluesCoI,PvaluesInterac,SECoI,SEInterac,Mean_Actual,SD_Actual,PSE_Difference,JND_Difference,Condition_PSEJND,ActualPSEs,ActualSDs,Condition,AIC_Norm
5281,M24,5,0,s1,2,0.605460625,0.687660192,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.567449126,0.871470049,0.05,-0.125,-0.1250.05,0,0.75,Baseline,-460.2562596
5282,M24,6,0,s1,2,0.739220753,0.804067011,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.680938952,1.045764059,0.05,-0.125,-0.1250.05,0,0.9,Baseline,-460.2562596
5283,M24,7,0,s1,2,0.916250561,1.009354911,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.794428777,1.220058069,0.05,-0.125,-0.1250.05,0,1.05,Baseline,-460.2562596
5284,M24,8,0,s1,2,1.003444866,1.117514525,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.907918602,1.394352079,0.05,-0.125,-0.1250.05,0,1.2,Baseline,-460.2562596
5285,M24,5,0,s2,2,-0.158217487,0.681892756,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,-0.166479064,0.999347668,0.05,-0.125,-0.1250.05,0,0.75,Baseline,-460.2562596
5286,M24,6,0,s2,2,-0.156067259,0.80178915,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,-0.199774876,1.199217202,0.05,-0.125,-0.1250.05,0,0.9,Baseline,-460.2562596
5287,M24,7,0,s2,2,-0.223778746,1.004873634,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,-0.233070689,1.399086736,0.05,-0.125,-0.1250.05,0,1.05,Baseline,-460.2562596
5288,M24,8,0,s2,2,-0.250160361,1.11129496,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,-0.266366502,1.59895627,0.05,-0.125,-0.1250.05,0,1.2,Baseline,-460.2562596
5289,M24,5,0,s3,2,0.124619316,0.681864283,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.07245668,0.752109723,0.05,-0.125,-0.1250.05,0,0.75,Baseline,-460.2562596
5290,M24,6,0,s3,2,0.165535601,0.805176824,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.086948016,0.902531667,0.05,-0.125,-0.1250.05,0,0.9,Baseline,-460.2562596
5291,M24,7,0,s3,2,0.188831173,1.007971343,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.101439352,1.052953612,0.05,-0.125,-0.1250.05,0,1.05,Baseline,-460.2562596
5292,M24,8,0,s3,2,0.212875164,1.111962986,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.115930688,1.203375556,0.05,-0.125,-0.1250.05,0,1.2,Baseline,-460.2562596
5293,M24,5,0,s4,2,1.107765506,0.695242465,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,1.104234266,0.745830081,0.05,-0.125,-0.1250.05,0,0.75,Baseline,-460.2562596
5294,M24,6,0,s4,2,1.254660302,0.815187704,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,1.32508112,0.894996097,0.05,-0.125,-0.1250.05,0,0.9,Baseline,-460.2562596
5295,M24,7,0,s4,2,1.59430766,1.004713835,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,1.545927973,1.044162113,0.05,-0.125,-0.1250.05,0,1.05,Baseline,-460.2562596
5296,M24,8,0,s4,2,1.776214117,1.109937374,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,1.766774826,1.19332813,0.05,-0.125,-0.1250.05,0,1.2,Baseline,-460.2562596
5297,M24,5,0,s5,2,-0.186456733,0.682758043,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,-0.223762319,0.798956301,0.05,-0.125,-0.1250.05,0,0.75,Baseline,-460.2562596
5298,M24,6,0,s5,2,-0.217762792,0.803355952,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,-0.268514782,0.958747561,0.05,-0.125,-0.1250.05,0,0.9,Baseline,-460.2562596
5299,M24,7,0,s5,2,-0.270727726,1.004533522,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,-0.313267246,1.118538821,0.05,-0.125,-0.1250.05,0,1.05,Baseline,-460.2562596
5300,M24,8,0,s5,2,-0.301760291,1.11745328,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,-0.35801971,1.278330082,0.05,-0.125,-0.1250.05,0,1.2,Baseline,-460.2562596
5301,M24,5,0,s6,2,0.396799677,0.689859778,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.356490257,0.631761585,0.05,-0.125,-0.1250.05,0,0.75,Baseline,-460.2562596
5302,M24,6,0,s6,2,0.468758393,0.803532365,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.427788309,0.758113902,0.05,-0.125,-0.1250.05,0,0.9,Baseline,-460.2562596
5303,M24,7,0,s6,2,0.607773376,1.006578412,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.49908636,0.884466219,0.05,-0.125,-0.1250.05,0,1.05,Baseline,-460.2562596
5304,M24,8,0,s6,2,0.636980339,1.114505196,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.570384412,1.010818536,0.05,-0.125,-0.1250.05,0,1.2,Baseline,-460.2562596
5305,M24,5,0,s7,2,-0.219817721,0.688172247,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,-0.251206239,0.741241469,0.05,-0.125,-0.1250.05,0,0.75,Baseline,-460.2562596
5306,M24,6,0,s7,2,-0.265184638,0.803304886,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,-0.301447487,0.889489763,0.05,-0.125,-0.1250.05,0,0.9,Baseline,-460.2562596
5307,M24,7,0,s7,2,-0.318384707,1.006895131,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,-0.351688735,1.037738057,0.05,-0.125,-0.1250.05,0,1.05,Baseline,-460.2562596
5308,M24,8,0,s7,2,-0.383382219,1.110169871,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,-0.401929982,1.185986351,0.05,-0.125,-0.1250.05,0,1.2,Baseline,-460.2562596
5309,M24,5,0,s8,2,-0.297793708,0.684198814,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,-0.359982766,0.552580598,0.05,-0.125,-0.1250.05,0,0.75,Baseline,-460.2562596
5310,M24,6,0,s8,2,-0.280876845,0.815993763,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,-0.43197932,0.663096718,0.05,-0.125,-0.1250.05,0,0.9,Baseline,-460.2562596
5311,M24,7,0,s8,2,-0.432057245,1.006156507,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,-0.503975873,0.773612838,0.05,-0.125,-0.1250.05,0,1.05,Baseline,-460.2562596
5312,M24,8,0,s8,2,-0.441894617,1.118421913,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,-0.575972426,0.884128957,0.05,-0.125,-0.1250.05,0,1.2,Baseline,-460.2562596
5313,M24,5,0,s9,2,0.977413511,0.690428361,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.925354636,0.496865509,0.05,-0.125,-0.1250.05,0,0.75,Baseline,-460.2562596
5314,M24,6,0,s9,2,1.098548761,0.802496946,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,1.110425563,0.596238611,0.05,-0.125,-0.1250.05,0,0.9,Baseline,-460.2562596
5315,M24,7,0,s9,2,1.352892833,1.003425698,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,1.29549649,0.695611713,0.05,-0.125,-0.1250.05,0,1.05,Baseline,-460.2562596
5316,M24,8,0,s9,2,1.527634108,1.110844296,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,1.480567417,0.794984815,0.05,-0.125,-0.1250.05,0,1.2,Baseline,-460.2562596
5317,M24,5,0,s10,2,-0.48944886,0.682867726,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,-0.554553888,0.69621426,0.05,-0.125,-0.1250.05,0,0.75,Baseline,-460.2562596
5318,M24,6,0,s10,2,-0.567491581,0.79703234,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,-0.665464665,0.835457112,0.05,-0.125,-0.1250.05,0,0.9,Baseline,-460.2562596
5319,M24,7,0,s10,2,-0.711679579,1.001196667,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,-0.776375443,0.974699964,0.05,-0.125,-0.1250.05,0,1.05,Baseline,-460.2562596
5320,M24,8,0,s10,2,-0.804870743,1.110688487,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,-0.88728622,1.113942816,0.05,-0.125,-0.1250.05,0,1.2,Baseline,-460.2562596
5321,M24,5,0,s11,2,0.723658748,0.685792697,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.734156124,0.696053929,0.05,-0.125,-0.1250.05,0,0.75,Baseline,-460.2562596
5322,M24,6,0,s11,2,0.859225314,0.802412926,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.880987349,0.835264714,0.05,-0.125,-0.1250.05,0,0.9,Baseline,-460.2562596
5323,M24,7,0,s11,2,1.068837829,1.010270147,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,1.027818574,0.9744755,0.05,-0.125,-0.1250.05,0,1.05,Baseline,-460.2562596
5324,M24,8,0,s11,2,1.169577173,1.112203377,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,1.174649799,1.113686286,0.05,-0.125,-0.1250.05,0,1.2,Baseline,-460.2562596
5325,M24,5,0,s12,2,0.580821145,0.681711088,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.558334412,0.794528296,0.05,-0.125,-0.1250.05,0,0.75,Baseline,-460.2562596
5326,M24,6,0,s12,2,0.718980413,0.804214942,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.670001295,0.953433955,0.05,-0.125,-0.1250.05,0,0.9,Baseline,-460.2562596
5327,M24,7,0,s12,2,0.90360571,1.013907974,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.781668177,1.112339614,0.05,-0.125,-0.1250.05,0,1.05,Baseline,-460.2562596
5328,M24,8,0,s12,2,0.984576807,1.110266666,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.893335059,1.271245273,0.05,-0.125,-0.1250.05,0,1.2,Baseline,-460.2562596
5329,M24,5,0,s13,2,0.605942611,0.684695247,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.559555194,0.511369926,0.05,-0.125,-0.1250.05,0,0.75,Baseline,-460.2562596
5330,M24,6,0,s13,2,0.738935977,0.803258379,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.671466232,0.613643911,0.05,-0.125,-0.1250.05,0,0.9,Baseline,-460.2562596
5331,M24,7,0,s13,2,0.920309118,1.009955766,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.783377271,0.715917897,0.05,-0.125,-0.1250.05,0,1.05,Baseline,-460.2562596
5332,M24,8,0,s13,2,0.994455202,1.112509148,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.89528831,0.818191882,0.05,-0.125,-0.1250.05,0,1.2,Baseline,-460.2562596
5333,M24,5,0,s14,2,1.007348539,0.688232405,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,1.0506027,1.094270989,0.05,-0.125,-0.1250.05,0,0.75,Baseline,-460.2562596
5334,M24,6,0,s14,2,1.164158716,0.805107357,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,1.26072324,1.313125187,0.05,-0.125,-0.1250.05,0,0.9,Baseline,-460.2562596
5335,M24,7,0,s14,2,1.454036776,1.012445904,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,1.470843781,1.531979385,0.05,-0.125,-0.1250.05,0,1.05,Baseline,-460.2562596
5336,M24,8,0,s14,2,1.597486259,1.110646513,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,1.680964321,1.750833583,0.05,-0.125,-0.1250.05,0,1.2,Baseline,-460.2562596
5337,M24,5,0,s15,2,0.163871503,0.688741442,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.177274859,0.807258183,0.05,-0.125,-0.1250.05,0,0.75,Baseline,-460.2562596
5338,M24,6,0,s15,2,0.209643888,0.800060188,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.212729831,0.968709819,0.05,-0.125,-0.1250.05,0,0.9,Baseline,-460.2562596
5339,M24,7,0,s15,2,0.268300415,1.002200481,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.248184803,1.130161456,0.05,-0.125,-0.1250.05,0,1.05,Baseline,-460.2562596
5340,M24,8,0,s15,2,0.292161001,1.111773035,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.283639775,1.291613093,0.05,-0.125,-0.1250.05,0,1.2,Baseline,-460.2562596
5341,M24,5,0,s16,2,1.058724188,0.694216979,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.980780629,0.690638829,0.05,-0.125,-0.1250.05,0,0.75,Baseline,-460.2562596
5342,M24,6,0,s16,2,1.237458609,0.804535876,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,1.176936755,0.828766594,0.05,-0.125,-0.1250.05,0,0.9,Baseline,-460.2562596
5343,M24,7,0,s16,2,1.570761699,1.017148376,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,1.373092881,0.96689436,0.05,-0.125,-0.1250.05,0,1.05,Baseline,-460.2562596
5344,M24,8,0,s16,2,1.70802379,1.117164098,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,1.569249007,1.105022126,0.05,-0.125,-0.1250.05,0,1.2,Baseline,-460.2562596
5345,M24,5,0,s17,2,0.319321272,0.688399084,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.307923258,0.844080045,0.05,-0.125,-0.1250.05,0,0.75,Baseline,-460.2562596
5346,M24,6,0,s17,2,0.388299295,0.809467756,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.369507909,1.012896054,0.05,-0.125,-0.1250.05,0,0.9,Baseline,-460.2562596
5347,M24,7,0,s17,2,0.508134832,1.0107559,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.431092561,1.181712063,0.05,-0.125,-0.1250.05,0,1.05,Baseline,-460.2562596
5348,M24,8,0,s17,2,0.52795562,1.111503868,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.492677213,1.350528072,0.05,-0.125,-0.1250.05,0,1.2,Baseline,-460.2562596
5349,M24,5,0,s18,2,0.556976085,0.696928846,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.536580316,0.49592863,0.05,-0.125,-0.1250.05,0,0.75,Baseline,-460.2562596
5350,M24,6,0,s18,2,0.627774197,0.808910196,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.643896379,0.595114357,0.05,-0.125,-0.1250.05,0,0.9,Baseline,-460.2562596
5351,M24,7,0,s18,2,0.794391741,1.0042225,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.751212442,0.694300083,0.05,-0.125,-0.1250.05,0,1.05,Baseline,-460.2562596
5352,M24,8,0,s18,2,0.884518101,1.117782004,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.858528505,0.793485809,0.05,-0.125,-0.1250.05,0,1.2,Baseline,-460.2562596
5353,M24,5,0,s19,2,0.040457546,0.679905246,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,-0.023181019,0.692113859,0.05,-0.125,-0.1250.05,0,0.75,Baseline,-460.2562596
5354,M24,6,0,s19,2,0.016464133,0.802914397,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,-0.027817223,0.830536631,0.05,-0.125,-0.1250.05,0,0.9,Baseline,-460.2562596
5355,M24,7,0,s19,2,0.022657806,1.004825007,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,-0.032453427,0.968959403,0.05,-0.125,-0.1250.05,0,1.05,Baseline,-460.2562596
5356,M24,8,0,s19,2,0.019221463,1.107341431,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,-0.03708963,1.107382175,0.05,-0.125,-0.1250.05,0,1.2,Baseline,-460.2562596
5357,M24,5,0,s20,2,-0.193137593,0.690364441,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,-0.171976996,0.923136191,0.05,-0.125,-0.1250.05,0,0.75,Baseline,-460.2562596
5358,M24,6,0,s20,2,-0.231115228,0.801931397,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,-0.206372395,1.107763429,0.05,-0.125,-0.1250.05,0,0.9,Baseline,-460.2562596
5359,M24,7,0,s20,2,-0.287777086,1.004223836,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,-0.240767795,1.292390667,0.05,-0.125,-0.1250.05,0,1.05,Baseline,-460.2562596
5360,M24,8,0,s20,2,-0.293864153,1.104355796,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,-0.275163194,1.477017905,0.05,-0.125,-0.1250.05,0,1.2,Baseline,-460.2562596
5361,M24,5,1,s1,2,0.859662526,0.640314797,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.845821583,0.762536293,0.05,-0.125,-0.1250.05,-0.5,0.9375,Condition of Interest,-460.2562596
5362,M24,6,1,s1,2,0.996111497,0.740389528,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,1.014985899,0.915043552,0.05,-0.125,-0.1250.05,-0.6,1.125,Condition of Interest,-460.2562596
5363,M24,7,1,s1,2,1.276029827,0.908416415,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,1.184150216,1.067550811,0.05,-0.125,-0.1250.05,-0.7,1.3125,Condition of Interest,-460.2562596
5364,M24,8,1,s1,2,1.405485443,0.988979811,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,1.353314532,1.220058069,0.05,-0.125,-0.1250.05,-0.8,1.5,Condition of Interest,-460.2562596
5365,M24,5,1,s2,2,0.032646501,0.637581468,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.075196983,0.87442921,0.05,-0.125,-0.1250.05,-0.5,0.9375,Condition of Interest,-460.2562596
5366,M24,6,1,s2,2,0.060002726,0.73693066,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.09023638,1.049315052,0.05,-0.125,-0.1250.05,-0.6,1.125,Condition of Interest,-460.2562596
5367,M24,7,1,s2,2,0.069750235,0.908684685,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.105275777,1.224200894,0.05,-0.125,-0.1250.05,-0.7,1.3125,Condition of Interest,-460.2562596
5368,M24,8,1,s2,2,0.099874372,0.990913215,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.120315173,1.399086736,0.05,-0.125,-0.1250.05,-0.8,1.5,Condition of Interest,-460.2562596
5369,M24,5,1,s3,2,0.32945118,0.637342725,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.326079514,0.658096007,0.05,-0.125,-0.1250.05,-0.5,0.9375,Condition of Interest,-460.2562596
5370,M24,6,1,s3,2,0.392679909,0.733938657,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.391295417,0.789715209,0.05,-0.125,-0.1250.05,-0.6,1.125,Condition of Interest,-460.2562596
5371,M24,7,1,s3,2,0.533887659,0.921308424,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.45651132,0.92133441,0.05,-0.125,-0.1250.05,-0.7,1.3125,Condition of Interest,-460.2562596
5372,M24,8,1,s3,2,0.555112834,0.996206594,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.521727223,1.052953612,0.05,-0.125,-0.1250.05,-0.8,1.5,Condition of Interest,-460.2562596
5373,M24,5,1,s4,2,1.379105184,0.647881386,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,1.40944598,0.652601321,0.05,-0.125,-0.1250.05,-0.5,0.9375,Condition of Interest,-460.2562596
5374,M24,6,1,s4,2,1.611819046,0.736083634,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,1.691335176,0.783121585,0.05,-0.125,-0.1250.05,-0.6,1.125,Condition of Interest,-460.2562596
5375,M24,7,1,s4,2,1.972696007,0.906324973,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,1.973224372,0.913641849,0.05,-0.125,-0.1250.05,-0.7,1.3125,Condition of Interest,-460.2562596
5376,M24,8,1,s4,2,2.169908708,0.994636788,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,2.255113568,1.044162113,0.05,-0.125,-0.1250.05,-0.8,1.5,Condition of Interest,-460.2562596
5377,M24,5,1,s5,2,-0.006354443,0.641478922,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.015049565,0.699086763,0.05,-0.125,-0.1250.05,-0.5,0.9375,Condition of Interest,-460.2562596
5378,M24,6,1,s5,2,-0.014858073,0.74580152,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.018059478,0.838904116,0.05,-0.125,-0.1250.05,-0.6,1.125,Condition of Interest,-460.2562596
5379,M24,7,1,s5,2,0.005398269,0.907365427,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.021069392,0.978721469,0.05,-0.125,-0.1250.05,-0.7,1.3125,Condition of Interest,-460.2562596
5380,M24,8,1,s5,2,0.043171677,0.993585186,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.024079305,1.118538821,0.05,-0.125,-0.1250.05,-0.8,1.5,Condition of Interest,-460.2562596
5381,M24,5,1,s6,2,0.624045354,0.641708654,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.62431477,0.552791387,0.05,-0.125,-0.1250.05,-0.5,0.9375,Condition of Interest,-460.2562596
5382,M24,6,1,s6,2,0.738603783,0.739596465,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.749177724,0.663349664,0.05,-0.125,-0.1250.05,-0.6,1.125,Condition of Interest,-460.2562596
5383,M24,7,1,s6,2,0.925731211,0.905431033,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.874040679,0.773907942,0.05,-0.125,-0.1250.05,-0.7,1.3125,Condition of Interest,-460.2562596
5384,M24,8,1,s6,2,1.028529464,0.992048025,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,0.998903633,0.884466219,0.05,-0.125,-0.1250.05,-0.8,1.5,Condition of Interest,-460.2562596
5385,M24,5,1,s7,2,-0.055173471,0.640472548,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,-0.013766551,0.648586286,0.05,-0.125,-0.1250.05,-0.5,0.9375,Condition of Interest,-460.2562596
5386,M24,6,1,s7,2,-0.040166826,0.73968412,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,-0.016519861,0.778303543,0.05,-0.125,-0.1250.05,-0.6,1.125,Condition of Interest,-460.2562596
5387,M24,7,1,s7,2,-0.033748272,0.904440844,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,-0.019273171,0.9080208,0.05,-0.125,-0.1250.05,-0.7,1.3125,Condition of Interest,-460.2562596
5388,M24,8,1,s7,2,-0.022300323,0.995696188,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,-0.022026482,1.037738057,0.05,-0.125,-0.1250.05,-0.8,1.5,Condition of Interest,-460.2562596
5389,M24,5,1,s8,2,-0.111827968,0.63440681,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,-0.127981905,0.483508024,0.05,-0.125,-0.1250.05,-0.5,0.9375,Condition of Interest,-460.2562596
5390,M24,6,1,s8,2,-0.099347948,0.738582299,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,-0.153578286,0.580209628,0.05,-0.125,-0.1250.05,-0.6,1.125,Condition of Interest,-460.2562596
5391,M24,7,1,s8,2,-0.168792583,0.906403908,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,-0.179174667,0.676911233,0.05,-0.125,-0.1250.05,-0.7,1.3125,Condition of Interest,-460.2562596
5392,M24,8,1,s8,2,-0.144525693,0.992456896,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,-0.204771048,0.773612838,0.05,-0.125,-0.1250.05,-0.8,1.5,Condition of Interest,-460.2562596
5393,M24,5,1,s9,2,1.208789535,0.637998136,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,1.221622368,0.434757321,0.05,-0.125,-0.1250.05,-0.5,0.9375,Condition of Interest,-460.2562596
5394,M24,6,1,s9,2,1.41741074,0.739616977,13295.08395,-0.679415226,0.18049926,2.49E-19,0.010633546,0.075581385,0.075581385,1.465946841,0.521708785,0.05,-0.125,-0.1250.05,-0.6,1.125,Condition of Interest,-460.2562596
