nIteration,n,reps,DurationGLMM_NeldMeader_AGP0,AIC_NeldMeader_AGP0,Pvalues_NeldMeader_AGP0_Accuracy,Pvalues_NeldMeader_AGP0_Precision,DurationGLMM_bobyqa_AGP0,AIC_bobyqa_AGP0,Pvalues_bobyqa_AGP0_Accuracy,Pvalues_bobyqa_AGP0_Precision,ConditionsOfInterest,StandardValue1,StandardValue2,PSE_Difference,JND_Difference,Multiplicator_PSE_Standard,Multiplicator_SD_Standard,SD_ResponseFunction,Mean_Variability_Between,SD_Variability_Between
9,12,50,77072,4051.130924,2.53E-11,1.22E-09,9137,4051.043916,2.73E-11,1.29E-09,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
10,12,50,33126,4062.317331,1.86E-11,0.001263735,7203,4062.312753,1.80E-11,0.001262295,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
11,12,50,42791,4126.097912,9.06E-11,3.79E-07,3559,4126.097913,8.98E-11,3.79E-07,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
12,12,50,36430,4095.990639,2.76E-10,5.05E-09,4161,4095.99064,2.76E-10,5.05E-09,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
13,12,50,44349,4218.628027,9.94E-10,0.162953129,4252,4218.628032,1.03E-09,0.162990406,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
14,12,50,51879,4148.545084,2.81E-09,4.43E-05,2617,4148.545081,2.84E-09,4.42E-05,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
15,12,50,50253,3949.007436,2.31E-12,2.44E-08,3257,3949.007437,2.31E-12,2.45E-08,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
16,12,50,51380,4208.717788,2.61E-14,3.35E-08,3254,4209.043558,2.89E-14,3.54E-08,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
17,12,50,47906,4158.918789,2.93E-18,8.06E-09,3574,4158.918789,2.95E-18,8.06E-09,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
18,12,50,41096,4177.934592,6.68E-10,0.003992662,5076,4177.934593,6.68E-10,0.00399428,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
19,12,50,83951,4054.229405,1.11E-10,1.56E-08,2818,4053.649143,1.16E-10,2.30E-08,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
20,12,50,45020,4102.399488,2.86E-13,3.37E-08,2525,4102.399488,2.88E-13,3.37E-08,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
21,12,50,55211,3934.96147,8.24E-11,0.002632959,1585,3935.231779,1.03E-10,0.003019466,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
22,12,50,33678,4074.047727,1.40E-09,4.66E-05,3218,4074.047728,1.40E-09,4.66E-05,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
23,12,50,48370,4127.769366,1.17E-10,0.001158493,3466,4127.769366,1.17E-10,0.001159148,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
24,12,50,48125,4088.777806,5.18E-12,5.77E-10,5063,4088.777821,5.09E-12,5.78E-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
25,12,50,46893,4148.111694,1.42E-11,4.54E-05,3711,4148.111695,1.42E-11,4.55E-05,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
1,14,50,101878,4082.519224,3.64E-13,0.035412888,11317,4082.519224,3.63E-13,0.035439892,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
2,14,50,28034,3968.968149,3.75E-12,5.51E-09,2858,3968.968149,3.74E-12,5.51E-09,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
3,14,50,60627,4057.976438,3.71E-12,9.53E-10,5762,4057.976438,3.69E-12,9.52E-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
4,14,50,29900,4030.6666,2.83E-13,1.19E-05,3393,4030.666202,2.94E-13,1.20E-05,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
5,14,50,37234,4137.912571,5.00E-15,0.00453627,4828,4137.913011,6.07E-15,0.004525059,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
6,14,50,32674,4244.242203,1.32E-10,0.000130468,2950,4243.023257,9.25E-11,0.000132924,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
7,14,50,61953,4105.372345,8.24E-11,2.33E-07,11447,4105.003131,1.34E-11,2.46E-07,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
8,14,50,47741,4120.135451,2.45E-09,0.000334561,2687,4120.22315,2.17E-09,0.000309078,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
9,14,50,84532,4149.744176,3.11E-09,4.78E-06,2759,4150.054955,2.42E-09,4.22E-06,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
10,14,50,27937,4133.352031,7.44E-12,1.26E-08,3934,4133.352036,7.47E-12,1.25E-08,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
11,14,50,78569,4225.320089,3.21E-13,2.26E-12,7202,4225.32009,3.16E-13,2.25E-12,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
12,14,50,30395,4032.980548,1.55E-11,7.10E-10,2109,4033.907337,2.51E-11,1.53E-09,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
13,14,50,62004,3909.834132,3.43E-10,4.58E-06,7506,3909.834139,3.43E-10,4.57E-06,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
14,14,50,38182,4033.164668,2.96E-19,7.15E-10,2015,4033.359342,2.72E-19,5.92E-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
15,14,50,45539,4069.356023,7.35E-12,0.001921495,3160,4069.356024,7.37E-12,0.001923709,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
16,14,50,57522,4177.090545,9.08E-17,0.000152818,2859,4177.090546,9.24E-17,0.000153068,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
17,14,50,34801,4277.461543,8.89E-11,5.98E-07,5496,4277.461548,8.92E-11,5.97E-07,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
18,14,50,66768,4205.595836,1.14E-12,1.50E-05,1617,4205.631597,8.38E-13,1.28E-05,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
19,14,50,27971,3954.138031,5.36E-11,0.02088977,5497,3954.735173,1.28E-10,0.023831078,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
20,14,50,79982,3966.861787,1.60E-11,7.66E-08,1997,3966.98123,2.54E-11,9.76E-08,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
21,14,50,39034,4046.843012,2.97E-16,0.005294091,2015,4046.711616,2.64E-16,0.005585036,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
22,14,50,64912,4091.958245,8.62E-12,1.41E-07,2260,4092.499059,1.17E-11,2.00E-07,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
23,14,50,61546,4291.039544,1.99E-12,0.000345616,2454,4291.088908,1.61E-12,0.000325887,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
24,14,50,41846,4143.669724,1.29E-14,5.98E-05,2088,4143.698193,1.30E-14,5.98E-05,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
25,14,50,47350,4010.760162,3.87E-14,3.91E-09,3298,4010.760162,3.86E-14,3.91E-09,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
1,16,50,25633,4094.22011,9.53E-12,1.40E-08,1671,4094.304508,9.65E-12,1.39E-08,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
2,16,50,75527,4270.514848,2.39E-12,3.06E-15,2806,4270.605123,1.68E-12,2.03E-15,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
3,16,50,45975,4073.266996,7.19E-13,1.52E-08,2198,4073.21899,7.26E-13,1.54E-08,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
4,16,50,50422,4092.285874,2.81E-13,1.74E-12,3333,4092.285875,2.81E-13,1.75E-12,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
5,16,50,56056,4122.360395,8.66E-11,1.80E-07,3751,4122.360398,8.66E-11,1.81E-07,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
6,16,50,47348,4272.43132,3.84E-13,6.74E-09,3182,4272.431317,3.76E-13,6.76E-09,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
7,16,50,64554,4088.923349,3.41E-16,2.35E-08,1530,4089.042627,7.01E-16,3.03E-08,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
8,16,50,61430,4177.86714,2.36E-13,3.31E-08,4246,4177.867109,2.36E-13,3.28E-08,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
9,16,50,94345,4079.362488,2.05E-12,4.78E-07,2160,4079.989804,1.65E-12,3.84E-07,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
10,16,50,40136,4120.650087,1.97E-11,2.30E-12,2733,4120.723624,2.11E-11,2.67E-12,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
11,16,50,89650,4168.742171,1.42E-12,3.61E-06,3308,4168.834099,1.46E-12,3.49E-06,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
12,16,50,41464,3918.075177,1.15E-14,0.000132717,1910,3918.760763,1.02E-14,0.000156295,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
13,16,50,40533,4058.953133,4.47E-10,0.000725251,5458,4058.44137,1.15E-10,0.00024973,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
14,16,50,37742,4067.593573,2.51E-11,3.68E-05,1687,4067.593574,2.51E-11,3.68E-05,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
15,16,50,38322,4065.076268,8.49E-14,6.83E-07,1868,4065.811616,9.09E-14,6.75E-07,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
16,16,50,59087,3809.498806,1.23E-13,3.18E-10,2156,3809.636161,1.07E-13,2.87E-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
17,16,50,43562,4140.795736,1.28E-13,8.61E-07,3625,4140.795738,1.26E-13,8.62E-07,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
18,16,50,80479,3946.436723,9.24E-12,0.000130164,3083,3946.60737,1.17E-11,0.000137699,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
19,16,50,73193,3932.431302,4.47E-13,1.30E-08,2059,3932.799918,4.33E-13,1.30E-08,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
20,16,50,59266,4230.130182,1.10E-13,1.74E-06,6165,4230.053548,1.21E-13,1.80E-06,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
21,16,50,34539,4074.134521,2.09E-15,0.046044895,3331,4074.134524,2.15E-15,0.045941643,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
22,16,50,66815,4283.920812,1.28E-12,6.96E-08,2825,4283.920812,1.28E-12,6.96E-08,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
23,16,50,46698,4006.792219,1.62E-16,6.77E-11,1475,4007.023771,1.61E-16,8.01E-11,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
24,16,50,36849,4083.533758,8.08E-11,9.08E-09,1943,4084.187987,7.46E-11,7.94E-09,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
25,16,50,58209,4307.471802,4.79E-14,1.73E-10,4116,4307.471803,4.81E-14,1.73E-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
1,18,50,60265,4202.8923,6.11E-10,4.31E-05,2264,4203.313674,6.22E-10,4.89E-05,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
2,18,50,129393,4139.208903,6.76E-12,3.83E-09,4687,4136.390425,4.44E-15,2.07E-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
3,18,50,36902,4129.921197,5.73E-13,0.000314247,2186,4130.32032,8.51E-13,0.00037975,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
4,18,50,73838,4178.377838,2.96E-19,4.61E-12,2297,4178.37143,2.40E-19,4.70E-12,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
5,18,50,47944,4154.633998,3.95E-12,0.038696443,3077,4154.602561,3.68E-12,0.039885817,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
6,18,50,40535,4203.32449,0.622629203,3.63E-11,2106,4193.767263,2.03E-14,3.82E-11,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
7,18,50,76704,4007.625453,1.17E-11,6.43E-07,3285,4007.67131,1.36E-11,7.01E-07,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
8,18,50,26204,4100.498141,3.46E-15,0.000808342,2094,4102.920929,1.59E-14,0.001088261,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
9,18,50,26241,4059.053669,4.59E-15,2.61E-06,3720,4059.05367,4.63E-15,2.61E-06,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
10,18,50,31135,4077.451927,1.38E-13,0.116640878,2436,4078.035145,1.17E-13,0.112920289,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
11,18,50,42094,4082.797697,5.91E-11,9.06E-06,3096,4082.797673,5.94E-11,9.06E-06,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
12,18,50,49495,4174.418099,1.55E-09,0.00028561,3750,4174.4181,1.54E-09,0.000285458,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
13,18,50,57980,4194.538231,8.21E-15,6.48E-05,2661,4195.476745,1.08E-14,6.38E-05,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
14,18,50,37973,4157.029674,1.13E-10,4.40E-05,3797,4157.029671,1.15E-10,4.39E-05,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
15,18,50,39556,4220.437257,7.33E-13,1.34E-11,2509,4220.437257,7.29E-13,1.34E-11,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
16,18,50,48177,4100.565025,2.61E-10,0.000836582,3815,4100.56503,2.58E-10,0.000837192,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
17,18,50,18155,4089.699016,2.26E-15,1.87E-05,3855,4089.699017,2.25E-15,1.86E-05,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
18,18,50,30037,3963.777301,2.69E-16,2.02E-10,2398,3964.434408,3.65E-16,2.55E-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
19,18,50,27450,4054.161272,3.59E-19,7.00E-10,2747,4055.125065,1.34E-19,5.74E-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
20,18,50,28520,4160.322718,1.62E-15,2.57E-05,3158,4160.322718,1.62E-15,2.57E-05,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
21,18,50,32703,4028.111468,1.82E-14,0.005644778,2156,4028.277616,1.36E-14,0.005528307,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
22,18,50,26977,4005.149766,2.54E-12,1.01E-09,3171,4005.149766,2.54E-12,1.01E-09,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
23,18,50,28059,3974.642148,1.42E-11,9.10E-10,2835,3974.642148,1.42E-11,9.09E-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
24,18,50,27181,4009.120951,2.12E-10,0.001097179,3560,4009.120953,2.14E-10,0.001096183,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
25,18,50,57251,4196.061915,6.74E-11,5.12E-08,2871,4196.061915,6.74E-11,5.12E-08,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
1,20,50,47759,4032.105639,1.65E-12,9.43E-06,3131,4032.10564,1.65E-12,9.44E-06,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
2,20,50,46495,3920.448365,2.83E-10,7.08E-08,2847,3920.448289,2.87E-10,7.09E-08,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
3,20,50,40758,4061.090186,3.56E-10,9.49E-10,3607,4061.413503,3.28E-10,8.48E-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
4,20,50,32409,4013.959886,5.48E-13,3.38E-06,2362,4014.123156,8.60E-13,4.08E-06,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
5,20,50,30537,4173.2808,7.68E-13,0.00034303,2993,4173.280796,7.68E-13,0.000342843,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
6,20,50,47287,4164.534876,6.34E-10,3.09E-10,5313,4164.534876,6.33E-10,3.09E-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
7,20,50,20026,4105.166178,0.021310489,1.48E-10,4534,4101.569285,1.67E-13,1.02E-09,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
8,20,50,30641,4064.249814,7.97E-12,0.010888212,4285,4064.249814,7.96E-12,0.010881699,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
9,20,50,33575,4185.836096,5.63E-14,2.72E-08,4177,4185.510074,5.41E-14,2.37E-08,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
10,20,50,38951,4003.637111,1.07E-12,7.18E-09,4563,4003.637112,1.07E-12,7.18E-09,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
11,20,50,50379,4093.747964,2.09E-21,2.62E-07,2360,4093.747964,2.09E-21,2.62E-07,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
12,20,50,56190,4133.068076,3.85E-14,2.70E-06,1983,4133.570444,3.42E-14,1.53E-06,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
13,20,50,35874,4073.285889,1.50E-11,4.62E-05,2600,4073.286891,1.50E-11,4.74E-05,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
14,20,50,33028,4057.129075,6.95E-14,0.015887541,2000,4058.433328,2.49E-14,0.014462237,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
15,20,50,34971,4149.707745,2.40E-13,6.16E-09,2360,4150.296152,2.44E-13,5.80E-09,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
16,20,50,55022,4110.500377,5.14E-11,2.18E-07,2038,4111.68033,6.38E-11,3.05E-07,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
17,20,50,42668,4194.555234,3.01E-11,2.41E-09,2513,4194.758635,2.24E-11,2.17E-09,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
18,20,50,38466,4177.848,5.71E-10,3.25E-06,4516,4177.949278,4.87E-10,2.60E-06,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
19,20,50,34485,4127.296382,2.13E-12,0.000351751,2471,4127.296383,2.14E-12,0.000351815,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
20,20,50,30105,4212.275915,2.76E-10,8.25E-05,2762,4212.730074,1.83E-10,6.20E-05,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
21,20,50,37582,4032.091938,2.41E-12,2.56E-10,2007,4032.283195,2.80E-12,3.02E-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
22,20,50,58921,4155.431834,6.62E-12,2.93E-06,3542,4155.431834,6.60E-12,2.93E-06,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
23,20,50,57710,4124.678454,1.83E-13,5.04E-07,3271,4124.678454,1.83E-13,5.05E-07,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
24,20,50,51603,4056.467872,5.96E-11,8.99E-05,3019,4057.703536,5.95E-11,0.000100085,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
25,20,50,43772,4184.252392,4.50E-14,5.33E-09,3646,4184.331524,3.78E-14,5.00E-09,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
1,10,60,40924,4173.56344,9.88E-12,6.30E-06,2237,4173.654796,7.63E-12,5.21E-06,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
2,10,60,55104,4171.122904,5.67E-17,4.23E-07,1930,4171.133557,4.33E-17,3.94E-07,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
3,10,60,29460,4031.132415,8.64E-11,0.001733815,6405,4031.132416,8.65E-11,0.001733188,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
4,10,60,40834,4106.116194,1.74E-09,0.29874525,2623,4106.821533,1.74E-09,0.327240085,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
5,10,60,33683,4070.696267,1.87E-14,9.77E-08,6565,4070.691229,1.74E-14,9.98E-08,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
6,10,60,41353,3928.113624,2.08E-10,4.02E-06,1708,3928.113579,2.03E-10,3.97E-06,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
7,10,60,34759,4122.926593,4.32E-13,8.32E-06,2911,4123.530616,2.64E-13,7.59E-06,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
8,10,60,48353,4190.121806,9.17E-10,4.95E-11,2686,4190.121806,9.17E-10,4.95E-11,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
9,10,60,101503,4183.522774,3.84E-15,6.53E-06,3403,4183.522774,3.82E-15,6.54E-06,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
10,10,60,33232,4073.158939,3.69E-10,5.00E-05,3316,4061.166952,6.67E-13,4.76E-06,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
11,10,60,66594,3946.513762,4.01E-13,7.56E-05,3033,3946.513762,4.00E-13,7.56E-05,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
12,10,60,35919,4013.909798,3.45E-13,2.27E-16,3531,4013.909798,3.45E-13,2.27E-16,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
13,10,60,50238,4160.145418,2.23E-15,3.00E-12,2995,4160.145419,2.26E-15,2.99E-12,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
14,10,60,41777,4192.117073,8.16E-11,0.00012614,2394,4192.1373,7.82E-11,0.000123027,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
15,10,60,117233,4087.110003,2.57E-14,2.34E-10,2037,4087.109995,2.61E-14,2.34E-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
16,10,60,28859,4263.845594,9.34E-11,0.106874976,2869,4263.845594,9.25E-11,0.106880745,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
17,10,60,66553,4152.162795,8.81E-11,1.04E-06,3223,4152.162798,8.79E-11,1.04E-06,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
18,10,60,60482,3876.99108,4.61E-10,0.000484074,2038,3877.014997,5.06E-10,0.000508888,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
19,10,60,31158,3990.693652,8.35E-13,0.001820545,1979,3991.516806,6.47E-13,0.001671906,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
20,10,60,40867,4158.675594,1.29E-11,1.51E-11,3408,4158.675599,1.29E-11,1.51E-11,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
21,10,60,51323,4096.496451,3.38E-12,2.95E-09,3717,4096.64177,4.18E-12,3.07E-09,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
22,10,60,28417,4091.623997,1.22E-14,1.01E-10,4524,4091.582004,1.22E-14,1.16E-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
23,10,60,80149,4115.650038,7.09E-11,0.000241597,3026,4115.650039,7.05E-11,0.000241642,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
24,10,60,52818,4167.138635,8.69E-16,4.93E-06,2844,4167.138635,8.72E-16,4.93E-06,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
25,10,60,64647,4169.192294,2.04E-10,8.93E-06,2721,4169.309069,2.21E-10,1.02E-05,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
1,12,60,41484,4244.092063,7.14E-11,0.008381116,5746,4244.06479,8.06E-11,0.008906854,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
2,12,60,39285,4168.762024,2.16E-11,0.000145257,2178,4168.762024,2.15E-11,0.000145177,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
3,12,60,38609,4144.544768,2.66E-10,0.083517022,4530,4144.544761,2.62E-10,0.08320215,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
4,12,60,33692,4136.630057,2.50E-05,1.46E-08,3476,4130.583217,1.33E-11,1.47E-08,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
5,12,60,49985,4113.470353,2.06E-16,0.006782833,3340,4113.470354,2.07E-16,0.006791655,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
6,12,60,48403,4021.254065,3.05E-15,1.86E-09,5987,4020.98655,2.09E-15,1.40E-09,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
7,12,60,40716,4051.966355,6.92E-13,4.49E-07,3726,4051.966355,6.93E-13,4.49E-07,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
8,12,60,50019,3955.439504,1.63E-12,3.37E-05,6347,3955.439503,1.65E-12,3.37E-05,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
9,12,60,69018,3990.203083,4.89E-11,6.50E-06,3565,3990.203083,4.91E-11,6.50E-06,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
10,12,60,49920,4156.531462,4.31E-14,0.005543034,1705,4157.431007,1.37E-14,0.004593011,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
11,12,60,34546,4190.076328,5.07E-14,5.86E-09,3859,4190.076328,5.08E-14,5.86E-09,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
12,12,60,36809,4156.193374,4.88E-15,5.97E-11,1827,4156.193893,4.91E-15,6.00E-11,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
13,12,60,27009,4061.098208,7.41E-13,0.000270868,3970,4060.428116,5.78E-13,0.000174376,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
14,12,60,52166,4055.600778,1.79E-15,1.69E-05,2403,4056.377856,3.08E-15,1.96E-05,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
15,12,60,26666,4028.85075,3.36E-09,0.205519436,4829,4028.861176,3.35E-09,0.201216601,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
16,12,60,53577,3994.468386,2.27E-12,3.70E-19,3426,3994.468387,2.28E-12,3.73E-19,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
17,12,60,52863,4127.667766,6.00E-14,1.25E-08,4184,4127.667772,5.92E-14,1.25E-08,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
18,12,60,57495,4284.422775,4.96E-13,6.47E-07,1828,4284.422807,4.85E-13,6.49E-07,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
19,12,60,30704,4022.124612,1.24E-09,0.000198368,2967,4022.465946,1.30E-09,0.000198824,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
20,12,60,67782,4155.344908,1.31E-11,0.001201173,1703,4156.087188,8.64E-12,0.001015327,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
21,12,60,21101,4136.937842,1.40E-11,0.041802244,1946,4136.937824,1.36E-11,0.041856647,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
22,12,60,32913,4260.416101,1.07E-11,3.50E-06,2697,4260.416101,1.07E-11,3.51E-06,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
