iteration,reps,n,label,AIC,Pvalues_Accuracy,Pvalues_Interaction,Duration,ConditionsOfInterest,StandardValue1,StandardValue2,PSE_Difference,JND_Difference,Multiplicator_PSE_Standard,Multiplicator_SD_Standard,SD_ResponseFunction,Mean_Variability_Between,SD_Variability_Between,Program
18,30,16,nloptwrap_nAGQ1,1624.30328854015,0.6494127149972431,0.8821971464053147,3.144237995147705,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
18,30,16,JuliaAIC_NeldMeader_AGP0,1624.2237570085947,0.6290663331841213,0.8514915451295397,17.284,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
18,30,16,JuliaAIC_bobyqa_AGP0,1624.3215303622092,0.636564529470171,0.8384440949134665,0.547,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
19,30,16,NelderMead_nAGQ0,1510.3860197999431,0.5424135073332389,0.0021580192829022122,4.297259092330933,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
19,30,16,NelderMead_nAGQ1,1510.3708740394147,0.5607719351966999,0.09240825612383034,13.346245050430298,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
19,30,16,Bobyqa_nAGQ0,1510.3860197999431,0.5424135073332389,0.0021580192829022122,4.299266815185547,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
19,30,16,Bobyqa_nAGQ1,1510.3706411807138,0.558148241308234,0.09157879528827623,9.09793996810913,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
19,30,16,nloptwrap_nAGQ0,1510.3868103394966,0.5412903812509446,0.002175846275980504,1.1247570514678955,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
19,30,16,nloptwrap_nAGQ1,1510.3709857988629,0.5573023764432328,0.09322665702373704,2.8897929191589355,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
19,30,16,JuliaAIC_NeldMeader_AGP0,1511.9915784784982,0.3899326151585516,0.0008327232502861508,8.536,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
19,30,16,JuliaAIC_bobyqa_AGP0,1510.3859761572103,0.47897997801600206,0.0003639530011231759,1.843,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
20,30,16,NelderMead_nAGQ0,1488.274478605389,0.8315432207598996,0.4773561028389489,43.12774705886841,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
20,30,16,NelderMead_nAGQ1,1488.2678119048223,0.8403585126908328,0.6836977055978989,64.37183690071106,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
20,30,16,Bobyqa_nAGQ0,1488.274478605389,0.8315432207598996,0.4773561028389489,43.117576122283936,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
20,30,16,Bobyqa_nAGQ1,1488.2678165661387,0.840353590846687,0.68338905523177,68.98272895812988,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
20,30,16,nloptwrap_nAGQ0,1488.2748366563994,0.8321813159262281,0.47494994971016835,0.6563601493835449,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
20,30,16,nloptwrap_nAGQ1,1488.274729346222,0.8436263191446551,0.6836400390682629,2.043210983276367,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
20,30,16,JuliaAIC_NeldMeader_AGP0,1488.2744388323465,0.8116278668466163,0.4256866583578466,12.844,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
20,30,16,JuliaAIC_bobyqa_AGP0,1488.2744386896993,0.8115747675615302,0.4258036462141038,0.719,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
21,30,16,NelderMead_nAGQ0,1625.6046489675894,0.5721292089120203,0.30618200378342203,1.942384958267212,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
21,30,16,NelderMead_nAGQ1,1625.5945586010305,0.5779727022319179,0.5122781411511417,12.157088041305542,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
21,30,16,Bobyqa_nAGQ0,1625.6046489675894,0.5721292089120203,0.30618200378342203,1.9378290176391602,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
21,30,16,Bobyqa_nAGQ1,1625.5945585972718,0.5779624319804786,0.5122654209353841,4.687873125076294,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
21,30,16,nloptwrap_nAGQ0,1625.408403690563,0.6083351539045438,0.34515209624213744,1.1963279247283936,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
21,30,16,nloptwrap_nAGQ1,1625.3980024386422,0.5995205028248238,0.5350151075907734,2.843080997467041,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
21,30,16,JuliaAIC_NeldMeader_AGP0,1625.405134914725,0.596811378609875,0.32980468095647825,15.658,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
21,30,16,JuliaAIC_bobyqa_AGP0,1625.4051364349589,0.5968469679490365,0.32987089625919497,1.063,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
22,30,16,NelderMead_nAGQ0,1525.5136953427975,0.8316511352605532,0.32788247317555524,3.6397669315338135,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
22,30,16,NelderMead_nAGQ1,1525.483700395116,0.8123657972386057,0.5316867988631895,12.064777135848999,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
22,30,16,Bobyqa_nAGQ0,1525.5136953427975,0.8316511352605532,0.32788247317555524,3.6496238708496094,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
22,30,16,Bobyqa_nAGQ1,1525.4836793160662,0.8122988539543767,0.5317399336975358,6.74976921081543,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
22,30,16,nloptwrap_nAGQ0,1525.5137483874428,0.831699870908626,0.3287011536051012,1.4142498970031738,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
22,30,16,nloptwrap_nAGQ1,1525.485271437945,0.8346690670905538,0.5366929460166705,2.932480812072754,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
22,30,16,JuliaAIC_NeldMeader_AGP0,1525.5136849948046,0.8139435509897595,0.2787509774451818,7.991,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
22,30,16,JuliaAIC_bobyqa_AGP0,1525.5136850944407,0.8139398978353818,0.2788319558521615,0.765,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
23,30,16,NelderMead_nAGQ0,1556.1174806271983,0.9760430673726627,0.12288363542974587,7.034362077713013,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
23,30,16,NelderMead_nAGQ1,1556.0699825182767,0.9672126501516601,0.33276151526896075,13.027251958847046,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
23,30,16,Bobyqa_nAGQ0,1556.1174806271983,0.9760430673726627,0.12288363542974587,7.03196907043457,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
23,30,16,Bobyqa_nAGQ1,1556.0699800394884,0.9671920742281453,0.332646994595228,10.096377849578857,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
23,30,16,nloptwrap_nAGQ0,1556.1230699822252,0.9773339271722854,0.1220685090933389,0.8278789520263672,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
23,30,16,nloptwrap_nAGQ1,1556.0761216818646,0.9588102411645503,0.33333580931947476,2.5400609970092773,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
23,30,16,JuliaAIC_NeldMeader_AGP0,1555.7144823429078,0.973381198731517,0.08319676302323964,7.393,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
23,30,16,JuliaAIC_bobyqa_AGP0,1556.1109340171379,0.9731799376939829,0.08146049075166702,0.89,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
24,30,16,NelderMead_nAGQ0,1605.252992216663,0.5711674857439564,0.23007315136564876,2.532130002975464,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
24,30,16,NelderMead_nAGQ1,1605.2311724509198,0.5983069227048212,0.4415980680998048,8.876750946044922,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
24,30,16,Bobyqa_nAGQ0,1605.252992216663,0.5711674857439564,0.23007315136564876,2.529326915740967,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
24,30,16,Bobyqa_nAGQ1,1605.2311724494998,0.598543770225948,0.4421801129936982,5.439604043960571,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
24,30,16,nloptwrap_nAGQ0,1605.8174428624034,0.5500958969258434,0.20124549331959507,1.1091320514678955,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
24,30,16,nloptwrap_nAGQ1,1605.8015107129802,0.5546844349461915,0.4271938800290187,2.8414440155029297,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
24,30,16,JuliaAIC_NeldMeader_AGP0,1604.2203430808547,0.5755544609870367,0.22542494710060718,13.462,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
24,30,16,JuliaAIC_bobyqa_AGP0,1604.2203447200945,0.5755550566283306,0.22514354317493332,0.594,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
25,30,16,NelderMead_nAGQ0,1587.646208071917,0.5538065420068604,0.026468516669023296,42.67208003997803,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
25,30,16,NelderMead_nAGQ1,1587.6307943575803,0.577956690916725,0.09590799827162326,54.96798396110535,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
25,30,16,Bobyqa_nAGQ0,1587.646208071917,0.5538065420068604,0.026468516669023296,42.63201904296875,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
25,30,16,Bobyqa_nAGQ1,1587.6307883222291,0.577535603215926,0.09591911028373086,47.397603034973145,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
25,30,16,nloptwrap_nAGQ0,1586.9181019199198,0.5686177045318584,0.03090816198578144,1.4294819831848145,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
25,30,16,nloptwrap_nAGQ1,1586.8660370677571,0.5780672123807751,0.10369660726034256,3.093003988265991,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
25,30,16,JuliaAIC_NeldMeader_AGP0,1586.8756406846,0.5194725062273341,0.011839031617014502,10.939,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
25,30,16,JuliaAIC_bobyqa_AGP0,1586.8756411307593,0.5194706916157131,0.011832505084684468,0.812,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
1,30,18,NelderMead_nAGQ0,1828.435042329651,0.3070812809220579,0.8755638292371061,6.12277889251709,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
1,30,18,NelderMead_nAGQ1,1828.4018275065316,0.3196907526361347,0.9105607390694533,15.843822956085205,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
1,30,18,Bobyqa_nAGQ0,1828.435042329651,0.3070812809220579,0.8755638292371061,6.1082727909088135,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
1,30,18,Bobyqa_nAGQ1,1828.4018271868415,0.3197325741806316,0.910587550082143,11.437187194824219,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
1,30,18,nloptwrap_nAGQ0,1828.6902038892354,0.29072924689070617,0.8337996613562577,1.0774180889129639,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
1,30,18,nloptwrap_nAGQ1,1828.6527157239027,0.2911527154095568,0.889709946140705,3.0171589851379395,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
1,30,18,JuliaAIC_NeldMeader_AGP0,1828.4284771598868,0.25342492477548345,0.8600459930973139,12.375,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
1,30,18,JuliaAIC_bobyqa_AGP0,1828.4284781551298,0.2533480934674433,0.8593076653997892,1.062,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
2,30,18,NelderMead_nAGQ0,1757.86618413689,0.18072519393765088,0.6914414336471227,4.500273942947388,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
2,30,18,NelderMead_nAGQ1,1757.8559653162247,0.19301914170883305,0.8064924761757953,11.11044716835022,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
2,30,18,Bobyqa_nAGQ0,1757.86618413689,0.18072519393765088,0.6914414336471227,4.4866509437561035,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
2,30,18,Bobyqa_nAGQ1,1757.855963633682,0.1931064644336071,0.8062828638877881,9.625082969665527,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
2,30,18,nloptwrap_nAGQ0,1757.8662900837783,0.18131083970039713,0.6897825187240512,1.6162991523742676,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
2,30,18,nloptwrap_nAGQ1,1757.8578245377782,0.19246751914853635,0.8097343339475019,3.390820026397705,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
2,30,18,JuliaAIC_NeldMeader_AGP0,1757.8673144871684,0.1275821483942999,0.6499942034086317,8.266,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
2,30,18,JuliaAIC_bobyqa_AGP0,1757.8665061164775,0.12753778446604602,0.6505310541428965,0.906,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
3,30,18,NelderMead_nAGQ0,1821.1917865645928,0.7572044625698645,0.016013181132830824,4.5160040855407715,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
3,30,18,NelderMead_nAGQ1,1821.1829842642755,0.7515877919192437,0.14596256715288994,25.110058069229126,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
3,30,18,Bobyqa_nAGQ0,1821.1917865645928,0.7572044625698645,0.016013181132830824,4.53049898147583,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
3,30,18,Bobyqa_nAGQ1,1821.182979304002,0.7512774375043735,0.1461580524896405,9.254110097885132,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
3,30,18,nloptwrap_nAGQ0,1820.8166174404168,0.7918738081643661,0.014237818946609925,1.4193480014801025,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
3,30,18,nloptwrap_nAGQ1,1820.8027878313128,0.8046735931614075,0.1454464713361821,3.2505300045013428,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
3,30,18,JuliaAIC_NeldMeader_AGP0,1820.8081409391452,0.7731067464375532,0.008386405162650419,13.677,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
3,30,18,JuliaAIC_bobyqa_AGP0,1820.8081411912542,0.7731064220679321,0.008387277046002053,1.296,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
4,30,18,NelderMead_nAGQ0,1725.2909317938888,0.2802774004886458,0.5011313468714533,13.34437894821167,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
4,30,18,NelderMead_nAGQ1,1725.2813388418751,0.2757056327768271,0.6355676133201258,22.925469875335693,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
4,30,18,Bobyqa_nAGQ0,1725.2909317938888,0.2802774004886458,0.5011313468714533,13.39938497543335,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
4,30,18,Bobyqa_nAGQ1,1725.2813322567058,0.2757739132036392,0.6356576536444094,21.230350017547607,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
4,30,18,nloptwrap_nAGQ0,1726.9499093372503,0.2132586978953973,0.4922092689865358,1.0167641639709473,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
4,30,18,nloptwrap_nAGQ1,1726.9410064027074,0.21040391123853017,0.6350929504693035,2.8118607997894287,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
4,30,18,JuliaAIC_NeldMeader_AGP0,1725.2909260431845,0.23881581967349705,0.46296205581552025,8.863,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
4,30,18,JuliaAIC_bobyqa_AGP0,1726.944962433914,0.17441442501431664,0.45170085522575115,0.765,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
5,30,18,NelderMead_nAGQ0,1753.0148463518467,0.028147762862489198,0.03027493634728632,13.573934078216553,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
5,30,18,NelderMead_nAGQ1,1752.9770521672503,0.0273699343533627,0.10932000441703243,21.67474913597107,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
5,30,18,Bobyqa_nAGQ0,1753.0148463518467,0.028147762862489198,0.03027493634728632,13.365689992904663,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
5,30,18,Bobyqa_nAGQ1,1752.9770471420231,0.02736503468383592,0.10930890141827525,23.580801963806152,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
5,30,18,nloptwrap_nAGQ0,1753.1988010104344,0.026919821863968022,0.028227425282709922,0.5777969360351562,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
5,30,18,nloptwrap_nAGQ1,1753.1632771037862,0.02703087215085283,0.10194410464480982,2.422574996948242,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
5,30,18,JuliaAIC_NeldMeader_AGP0,1753.0080272394846,0.019086207501318064,0.02072845890289563,12.728,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
5,30,18,JuliaAIC_bobyqa_AGP0,1753.0080412021828,0.01907455749666369,0.020754811794241376,1.621,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
6,30,18,NelderMead_nAGQ0,1768.0078015766946,0.4179119862073008,0.18228750669252644,17.956639051437378,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
6,30,18,NelderMead_nAGQ1,1767.995314719035,0.41361950143730536,0.35925642799682334,27.674556016921997,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
6,30,18,Bobyqa_nAGQ0,1768.0078015766946,0.4179119862073008,0.18228750669252644,18.02608895301819,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
6,30,18,Bobyqa_nAGQ1,1767.9953147060876,0.41362859130032664,0.35925792496474623,24.627077102661133,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
6,30,18,nloptwrap_nAGQ0,1767.9928724138197,0.4142237028875,0.17928672261866935,3.202317953109741,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
6,30,18,nloptwrap_nAGQ1,1767.992855763543,0.4180087118822357,0.367942830206997,4.813600063323975,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
6,30,18,JuliaAIC_NeldMeader_AGP0,1768.0077955868708,0.3807872998199268,0.14896043006049664,8.674,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
6,30,18,JuliaAIC_bobyqa_AGP0,1767.9916526183856,0.37671785894258136,0.14709084982699083,2.002,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
7,30,18,NelderMead_nAGQ0,1706.9745250369178,0.792602887893412,0.5197528502889219,4.3707051277160645,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
7,30,18,NelderMead_nAGQ1,1706.9655176012566,0.7793372619700185,0.6825405755689308,9.963023900985718,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
7,30,18,Bobyqa_nAGQ0,1706.9745250369178,0.792602887893412,0.5197528502889219,4.3907999992370605,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
7,30,18,Bobyqa_nAGQ1,1706.9655154110224,0.7794263232044809,0.682616172587464,8.70328402519226,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
7,30,18,nloptwrap_nAGQ0,1706.9858501316144,0.7978943554251099,0.5197666677147832,2.0538010597229004,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
7,30,18,nloptwrap_nAGQ1,1706.978854529651,0.7916840722689229,0.6619192704480623,3.8145010471343994,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
7,30,18,JuliaAIC_NeldMeader_AGP0,1706.9858293664167,0.7707336951866308,0.4633292805365611,19.044,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
7,30,18,JuliaAIC_bobyqa_AGP0,1706.9746345729068,0.7650216424683253,0.464788608476975,2.292,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
8,30,18,NelderMead_nAGQ0,1803.0446820054212,0.4231689384446288,0.7856496050070755,4.240801811218262,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
8,30,18,NelderMead_nAGQ1,1803.0313695343757,0.4458926066965932,0.8387309418205287,10.979308128356934,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
8,30,18,Bobyqa_nAGQ0,1803.0446820054212,0.4231689384446288,0.7856496050070755,4.2454400062561035,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
8,30,18,Bobyqa_nAGQ1,1803.0313691275567,0.4459319138364091,0.8387005818005461,8.68806505203247,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
8,30,18,nloptwrap_nAGQ0,1803.0452054338905,0.4230087076780458,0.7927330566519144,1.7651779651641846,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
8,30,18,nloptwrap_nAGQ1,1803.0316345719339,0.4420740814269451,0.8407229980665409,3.656820058822632,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
8,30,18,JuliaAIC_NeldMeader_AGP0,1803.0446757533964,0.3714469493605616,0.7615050371383969,6.735,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
8,30,18,JuliaAIC_bobyqa_AGP0,1803.0446770674048,0.3714701888566283,0.7618254461727906,1.093,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
9,30,18,NelderMead_nAGQ0,1829.6326949363151,0.9747007363718346,0.5488699349281787,3.8598861694335938,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
9,30,18,NelderMead_nAGQ1,1829.6201197474695,0.9697138627563625,0.701764454418189,10.779508113861084,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
9,30,18,Bobyqa_nAGQ0,1829.6326949363151,0.9747007363718346,0.5488699349281787,3.8762340545654297,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
9,30,18,Bobyqa_nAGQ1,1829.620119488067,0.9696967723702281,0.7016504741960736,7.500638008117676,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
9,30,18,nloptwrap_nAGQ0,1831.4459909429822,0.9692873463070535,0.6434162542080405,1.1362600326538086,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
9,30,18,nloptwrap_nAGQ1,1831.4382782856317,0.9907624082990473,0.7607386693387158,2.9677960872650146,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
9,30,18,JuliaAIC_NeldMeader_AGP0,1829.6326880475656,0.97190968051401,0.5056472565021033,17.721,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
9,30,18,JuliaAIC_bobyqa_AGP0,1829.6326886137758,0.9718936996463877,0.5057562889661937,1.015,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
10,30,18,NelderMead_nAGQ0,1786.4689110228476,0.5972328486425476,0.5052348505672013,3.4691970348358154,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
10,30,18,NelderMead_nAGQ1,1786.4462769579184,0.6131102135274441,0.6181410167876868,10.85960578918457,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
10,30,18,Bobyqa_nAGQ0,1786.4689110228476,0.5972328486425476,0.5052348505672013,3.4681918621063232,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
10,30,18,Bobyqa_nAGQ1,1786.4462763776862,0.6132486996173124,0.6182976055015932,7.012681007385254,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
10,30,18,nloptwrap_nAGQ0,1786.468973594595,0.5977394311593784,0.5039072097100579,1.368798017501831,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
10,30,18,nloptwrap_nAGQ1,1786.4473657431586,0.6154828838279363,0.6130247050345918,3.2639241218566895,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
10,30,18,JuliaAIC_NeldMeader_AGP0,1786.463482663129,0.5583708962046525,0.46112422414934484,10.721,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
10,30,18,JuliaAIC_bobyqa_AGP0,1786.4634949464041,0.5582101569290594,0.4611942026781516,0.719,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
11,30,18,NelderMead_nAGQ0,1839.5050720062654,0.3122023701166934,0.5331597216876811,20.45732092857361,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
11,30,18,NelderMead_nAGQ1,1839.4993082067112,0.3225219903044797,0.7140175508184827,30.089982986450195,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
11,30,18,Bobyqa_nAGQ0,1839.5050720062654,0.3122023701166934,0.5331597216876811,20.612547159194946,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
11,30,18,Bobyqa_nAGQ1,1839.4991922230438,0.32067752325167537,0.7124503583814348,25.127168893814087,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
11,30,18,nloptwrap_nAGQ0,1839.5594251907053,0.3106738228555688,0.5258032102651365,0.99497389793396,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
11,30,18,nloptwrap_nAGQ1,1839.5593999337411,0.32657132811982215,0.7159265943359807,2.546444892883301,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
11,30,18,JuliaAIC_NeldMeader_AGP0,1839.5050676067601,0.25807803860410417,0.4855171717094581,24.317,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
11,30,18,JuliaAIC_bobyqa_AGP0,1839.5406034316372,0.2570190908051777,0.4644178507653808,0.844,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
12,30,18,NelderMead_nAGQ0,1789.8812501152836,0.6798537204097945,0.007157203657374149,5.079262018203735,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
12,30,18,NelderMead_nAGQ1,1789.866025079944,0.6828711830966643,0.15509069714836493,15.204731941223145,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
12,30,18,Bobyqa_nAGQ0,1789.8812501152836,0.6798537204097945,0.007157203657374149,5.0383570194244385,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
12,30,18,Bobyqa_nAGQ1,1789.8660122696472,0.6825566047560014,0.1551640820642641,9.054239988327026,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
12,30,18,nloptwrap_nAGQ0,1789.881286205834,0.6800459100553211,0.007156839767517142,1.3670501708984375,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
12,30,18,nloptwrap_nAGQ1,1789.8663324156414,0.6889485767267289,0.15628835610737402,3.086091995239258,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
12,30,18,JuliaAIC_NeldMeader_AGP0,1794.6141201272053,0.6406078490561018,4.492240951795576e-5,14.142,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
12,30,18,JuliaAIC_bobyqa_AGP0,1789.881241398216,0.6447996964190872,0.002667984472263683,1.609,2,5,8,0,0,0,0.108,0.1,0.1,0.1,Julia
13,30,18,NelderMead_nAGQ0,1772.4045720999723,0.5155316083506294,0.11853309827543727,6.3750200271606445,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
13,30,18,NelderMead_nAGQ1,1772.392724884825,0.5186122942496967,0.2620328236963516,24.716527938842773,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
13,30,18,Bobyqa_nAGQ0,1772.4045720999723,0.5155316083506294,0.11853309827543727,6.360085964202881,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
13,30,18,Bobyqa_nAGQ1,1772.3927218826805,0.5187012666082236,0.2621844812798817,11.188863039016724,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
13,30,18,nloptwrap_nAGQ0,1772.4045769016504,0.5155263238867933,0.11854068032758405,2.3615760803222656,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
13,30,18,nloptwrap_nAGQ1,1772.404561700312,0.5171673660318798,0.2780996872869456,3.9115469455718994,2,5,8,0,0,0,0.108,0.1,0.1,0.1,R
